Animal,File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,ROI_coordinates,ROI_location,ROI_transition,bin,range(f),light,dark,Distance_px,Distance_in
5,ms5_2022-05-19 15-40-08.mkv,99.25,TRUE,0.9,100,1890,"{'xs': [[-0.09989466292134959, 51.70909410112359, 50.51808286516854, 1.0911165730337065], [1.0911165730337065, 50.51808286516854, 50.51808286516854, 1.0911165730337065]], 'ys': [[0.4238735465116263, 1.080850290697673, 48.711664244186046, 48.711664244186046], [54.95294331395349, 54.95294331395349, 105.54015261627907, 104.88317587209303]]}",dark,FALSE,0,"(0, 1800)",0.514158801,0.357023876,809.3137631,127.1531276
5,ms5_2022-05-19 15-40-08.mkv,99.25,TRUE,0.9,100,1890,"{'xs': [[-0.09989466292134959, 51.70909410112359, 50.51808286516854, 1.0911165730337065], [1.0911165730337065, 50.51808286516854, 50.51808286516854, 1.0911165730337065]], 'ys': [[0.4238735465116263, 1.080850290697673, 48.711664244186046, 48.711664244186046], [54.95294331395349, 54.95294331395349, 105.54015261627907, 104.88317587209303]]}",dark,FALSE,1,"(1800, 3600)",0.376457524,0.560244309,815.6075788,128.1419633
5,ms5_2022-05-19 15-40-08.mkv,99.25,TRUE,0.9,100,1890,"{'xs': [[-0.09989466292134959, 51.70909410112359, 50.51808286516854, 1.0911165730337065], [1.0911165730337065, 50.51808286516854, 50.51808286516854, 1.0911165730337065]], 'ys': [[0.4238735465116263, 1.080850290697673, 48.711664244186046, 48.711664244186046], [54.95294331395349, 54.95294331395349, 105.54015261627907, 104.88317587209303]]}",dark,FALSE,2,"(3600, 5400)",0.538589672,0.368128817,667.021916,104.7973316
5,ms5_2022-05-19 15-40-08.mkv,99.25,TRUE,0.9,100,1890,"{'xs': [[-0.09989466292134959, 51.70909410112359, 50.51808286516854, 1.0911165730337065], [1.0911165730337065, 50.51808286516854, 50.51808286516854, 1.0911165730337065]], 'ys': [[0.4238735465116263, 1.080850290697673, 48.711664244186046, 48.711664244186046], [54.95294331395349, 54.95294331395349, 105.54015261627907, 104.88317587209303]]}",dark,FALSE,3,"(5400, 7200)",0.370905053,0.55247085,833.3311941,130.9265609
5,ms5_2022-05-19 15-40-08.mkv,99.25,TRUE,0.9,100,1890,"{'xs': [[-0.09989466292134959, 51.70909410112359, 50.51808286516854, 1.0911165730337065], [1.0911165730337065, 50.51808286516854, 50.51808286516854, 1.0911165730337065]], 'ys': [[0.4238735465116263, 1.080850290697673, 48.711664244186046, 48.711664244186046], [54.95294331395349, 54.95294331395349, 105.54015261627907, 104.88317587209303]]}",dark,FALSE,4,"(7200, 9000)",0.368684064,0.53137146,765.3445414,120.2450231
6,ms6_2022-05-19 15-40-08.mkv,99.25,TRUE,0.9,100,1890,"{'xs': [[3.3739919354838688, 52.72883064516129, 52.14818548387096, 1.6320564516129012], [2.2127016129032238, 52.72883064516129, 51.56754032258064, 2.7933467741935463]], 'ys': [[3.359197443181828, 4.012606534090919, 53.998401988636374, 53.998401988636374], [58.57226562500001, 58.24556107954546, 108.23135653409092, 107.90465198863637]]}",dark,FALSE,0,"(0, 1800)",0.323709051,0.666296502,679.5461561,105.6487795
6,ms6_2022-05-19 15-40-08.mkv,99.25,TRUE,0.9,100,1890,"{'xs': [[3.3739919354838688, 52.72883064516129, 52.14818548387096, 1.6320564516129012], [2.2127016129032238, 52.72883064516129, 51.56754032258064, 2.7933467741935463]], 'ys': [[3.359197443181828, 4.012606534090919, 53.998401988636374, 53.998401988636374], [58.57226562500001, 58.24556107954546, 108.23135653409092, 107.90465198863637]]}",dark,FALSE,1,"(1800, 3600)",0.07051638,0.927262632,485.8705274,75.53810404
6,ms6_2022-05-19 15-40-08.mkv,99.25,TRUE,0.9,100,1890,"{'xs': [[3.3739919354838688, 52.72883064516129, 52.14818548387096, 1.6320564516129012], [2.2127016129032238, 52.72883064516129, 51.56754032258064, 2.7933467741935463]], 'ys': [[3.359197443181828, 4.012606534090919, 53.998401988636374, 53.998401988636374], [58.57226562500001, 58.24556107954546, 108.23135653409092, 107.90465198863637]]}",dark,FALSE,2,"(3600, 5400)",0.209328151,0.775680178,540.0973366,83.9687252
6,ms6_2022-05-19 15-40-08.mkv,99.25,TRUE,0.9,100,1890,"{'xs': [[3.3739919354838688, 52.72883064516129, 52.14818548387096, 1.6320564516129012], [2.2127016129032238, 52.72883064516129, 51.56754032258064, 2.7933467741935463]], 'ys': [[3.359197443181828, 4.012606534090919, 53.998401988636374, 53.998401988636374], [58.57226562500001, 58.24556107954546, 108.23135653409092, 107.90465198863637]]}",dark,FALSE,3,"(5400, 7200)",0.020544142,0.979455858,435.9296685,67.77381791
6,ms6_2022-05-19 15-40-08.mkv,99.25,TRUE,0.9,100,1890,"{'xs': [[3.3739919354838688, 52.72883064516129, 52.14818548387096, 1.6320564516129012], [2.2127016129032238, 52.72883064516129, 51.56754032258064, 2.7933467741935463]], 'ys': [[3.359197443181828, 4.012606534090919, 53.998401988636374, 53.998401988636374], [58.57226562500001, 58.24556107954546, 108.23135653409092, 107.90465198863637]]}",dark,FALSE,4,"(7200, 9000)",0.170460855,0.823431427,480.9111901,74.76707778
7,ms7_2022-05-19 15-40-08.mkv,99.25,TRUE,0.9,100,1890,"{'xs': [[2.2127016129032238, 52.72883064516129, 51.56754032258064, 2.2127016129032238], [3.9546370967741913, 52.14818548387096, 50.98689516129032, 1.6320564516129012]], 'ys': [[5.351199127906975, 5.022710755813952, 55.28143168604651, 54.295966569767444], [58.23782703488372, 58.89480377906977, 110.1389898255814, 109.15352470930233]]}",dark,FALSE,0,"(0, 1800)",0.324264298,0.636313159,731.5917652,114.1829805
7,ms7_2022-05-19 15-40-08.mkv,99.25,TRUE,0.9,100,1890,"{'xs': [[2.2127016129032238, 52.72883064516129, 51.56754032258064, 2.2127016129032238], [3.9546370967741913, 52.14818548387096, 50.98689516129032, 1.6320564516129012]], 'ys': [[5.351199127906975, 5.022710755813952, 55.28143168604651, 54.295966569767444], [58.23782703488372, 58.89480377906977, 110.1389898255814, 109.15352470930233]]}",dark,FALSE,1,"(1800, 3600)",0.111049417,0.887284842,495.0492465,77.26467292
7,ms7_2022-05-19 15-40-08.mkv,99.25,TRUE,0.9,100,1890,"{'xs': [[2.2127016129032238, 52.72883064516129, 51.56754032258064, 2.2127016129032238], [3.9546370967741913, 52.14818548387096, 50.98689516129032, 1.6320564516129012]], 'ys': [[5.351199127906975, 5.022710755813952, 55.28143168604651, 54.295966569767444], [58.23782703488372, 58.89480377906977, 110.1389898255814, 109.15352470930233]]}",dark,FALSE,2,"(3600, 5400)",0.156579678,0.833425875,686.915045,107.2100738
7,ms7_2022-05-19 15-40-08.mkv,99.25,TRUE,0.9,100,1890,"{'xs': [[2.2127016129032238, 52.72883064516129, 51.56754032258064, 2.2127016129032238], [3.9546370967741913, 52.14818548387096, 50.98689516129032, 1.6320564516129012]], 'ys': [[5.351199127906975, 5.022710755813952, 55.28143168604651, 54.295966569767444], [58.23782703488372, 58.89480377906977, 110.1389898255814, 109.15352470930233]]}",dark,FALSE,3,"(5400, 7200)",0.072737368,0.912826208,396.2306645,61.84159032
7,ms7_2022-05-19 15-40-08.mkv,99.25,TRUE,0.9,100,1890,"{'xs': [[2.2127016129032238, 52.72883064516129, 51.56754032258064, 2.2127016129032238], [3.9546370967741913, 52.14818548387096, 50.98689516129032, 1.6320564516129012]], 'ys': [[5.351199127906975, 5.022710755813952, 55.28143168604651, 54.295966569767444], [58.23782703488372, 58.89480377906977, 110.1389898255814, 109.15352470930233]]}",dark,FALSE,4,"(7200, 9000)",0.151582454,0.846196557,389.0579,60.7221031
8,ms8_2022-05-19 15-40-08.mkv,99.25,TRUE,0.9,100,1890,"{'xs': [[1.5819909793814428, 53.74693943298969, 52.612918814432994, 1.5819909793814428], [1.5819909793814428, 52.04590850515464, 51.47889819587629, 1.0149806701030923]], 'ys': [[3.0719866071428656, 4.0630580357142945, 52.295200892857146, 52.95591517857144], [56.920200892857146, 58.24162946428572, 107.79520089285714, 107.46484375]]}",dark,FALSE,0,"(0, 1800)",0.461410328,0.473070516,856.0095059,134.161569
8,ms8_2022-05-19 15-40-08.mkv,99.25,TRUE,0.9,100,1890,"{'xs': [[1.5819909793814428, 53.74693943298969, 52.612918814432994, 1.5819909793814428], [1.5819909793814428, 52.04590850515464, 51.47889819587629, 1.0149806701030923]], 'ys': [[3.0719866071428656, 4.0630580357142945, 52.295200892857146, 52.95591517857144], [56.920200892857146, 58.24162946428572, 107.79520089285714, 107.46484375]]}",dark,FALSE,1,"(1800, 3600)",0.304275403,0.661854525,671.8377646,105.2965043
8,ms8_2022-05-19 15-40-08.mkv,99.25,TRUE,0.9,100,1890,"{'xs': [[1.5819909793814428, 53.74693943298969, 52.612918814432994, 1.5819909793814428], [1.5819909793814428, 52.04590850515464, 51.47889819587629, 1.0149806701030923]], 'ys': [[3.0719866071428656, 4.0630580357142945, 52.295200892857146, 52.95591517857144], [56.920200892857146, 58.24162946428572, 107.79520089285714, 107.46484375]]}",dark,FALSE,2,"(3600, 5400)",0.345363687,0.609106052,607.9000041,95.27559891
8,ms8_2022-05-19 15-40-08.mkv,99.25,TRUE,0.9,100,1890,"{'xs': [[1.5819909793814428, 53.74693943298969, 52.612918814432994, 1.5819909793814428], [1.5819909793814428, 52.04590850515464, 51.47889819587629, 1.0149806701030923]], 'ys': [[3.0719866071428656, 4.0630580357142945, 52.295200892857146, 52.95591517857144], [56.920200892857146, 58.24162946428572, 107.79520089285714, 107.46484375]]}",dark,FALSE,3,"(5400, 7200)",0.267073848,0.715158245,474.1741122,74.31686498
8,ms8_2022-05-19 15-40-08.mkv,99.25,TRUE,0.9,100,1890,"{'xs': [[1.5819909793814428, 53.74693943298969, 52.612918814432994, 1.5819909793814428], [1.5819909793814428, 52.04590850515464, 51.47889819587629, 1.0149806701030923]], 'ys': [[3.0719866071428656, 4.0630580357142945, 52.295200892857146, 52.95591517857144], [56.920200892857146, 58.24162946428572, 107.79520089285714, 107.46484375]]}",dark,FALSE,4,"(7200, 9000)",0.261521377,0.700721821,570.9901856,89.49075758
9,ms9_2022-05-19 15-49-44.mkv,99.25,TRUE,0.9,100,1890,"{'xs': [[-0.09989466292134959, 51.70909410112359, 50.51808286516854, 1.0911165730337065], [1.0911165730337065, 50.51808286516854, 50.51808286516854, 1.0911165730337065]], 'ys': [[0.4238735465116263, 1.080850290697673, 48.711664244186046, 48.711664244186046], [54.95294331395349, 54.95294331395349, 105.54015261627907, 104.88317587209303]]}",dark,FALSE,0,"(0, 1800)",0.037756802,0.935591338,393.9296262,61.8911803
9,ms9_2022-05-19 15-49-44.mkv,99.25,TRUE,0.9,100,1890,"{'xs': [[-0.09989466292134959, 51.70909410112359, 50.51808286516854, 1.0911165730337065], [1.0911165730337065, 50.51808286516854, 50.51808286516854, 1.0911165730337065]], 'ys': [[0.4238735465116263, 1.080850290697673, 48.711664244186046, 48.711664244186046], [54.95294331395349, 54.95294331395349, 105.54015261627907, 104.88317587209303]]}",dark,FALSE,1,"(1800, 3600)",0,0.978900611,427.0924951,67.10147412
9,ms9_2022-05-19 15-49-44.mkv,99.25,TRUE,0.9,100,1890,"{'xs': [[-0.09989466292134959, 51.70909410112359, 50.51808286516854, 1.0911165730337065], [1.0911165730337065, 50.51808286516854, 50.51808286516854, 1.0911165730337065]], 'ys': [[0.4238735465116263, 1.080850290697673, 48.711664244186046, 48.711664244186046], [54.95294331395349, 54.95294331395349, 105.54015261627907, 104.88317587209303]]}",dark,FALSE,2,"(3600, 5400)",0,0.980011105,327.0397271,51.38195599
9,ms9_2022-05-19 15-49-44.mkv,99.25,TRUE,0.9,100,1890,"{'xs': [[-0.09989466292134959, 51.70909410112359, 50.51808286516854, 1.0911165730337065], [1.0911165730337065, 50.51808286516854, 50.51808286516854, 1.0911165730337065]], 'ys': [[0.4238735465116263, 1.080850290697673, 48.711664244186046, 48.711664244186046], [54.95294331395349, 54.95294331395349, 105.54015261627907, 104.88317587209303]]}",dark,FALSE,3,"(5400, 7200)",0,1,325.3545943,51.11720093
9,ms9_2022-05-19 15-49-44.mkv,99.25,TRUE,0.9,100,1890,"{'xs': [[-0.09989466292134959, 51.70909410112359, 50.51808286516854, 1.0911165730337065], [1.0911165730337065, 50.51808286516854, 50.51808286516854, 1.0911165730337065]], 'ys': [[0.4238735465116263, 1.080850290697673, 48.711664244186046, 48.711664244186046], [54.95294331395349, 54.95294331395349, 105.54015261627907, 104.88317587209303]]}",dark,FALSE,4,"(7200, 9000)",0,1,371.0492247,58.29638833
10,ms10_2022-05-19 15-49-44.mkv,99.25,TRUE,0.9,100,1890,"{'xs': [[3.3739919354838688, 52.72883064516129, 52.14818548387096, 1.6320564516129012], [2.2127016129032238, 52.72883064516129, 51.56754032258064, 2.7933467741935463]], 'ys': [[3.359197443181828, 4.012606534090919, 53.998401988636374, 53.998401988636374], [58.57226562500001, 58.24556107954546, 108.23135653409092, 107.90465198863637]]}",dark,FALSE,0,"(0, 1800)",0.273181566,0.686840644,610.3214058,94.88643423
10,ms10_2022-05-19 15-49-44.mkv,99.25,TRUE,0.9,100,1890,"{'xs': [[3.3739919354838688, 52.72883064516129, 52.14818548387096, 1.6320564516129012], [2.2127016129032238, 52.72883064516129, 51.56754032258064, 2.7933467741935463]], 'ys': [[3.359197443181828, 4.012606534090919, 53.998401988636374, 53.998401988636374], [58.57226562500001, 58.24556107954546, 108.23135653409092, 107.90465198863637]]}",dark,FALSE,1,"(1800, 3600)",0,0.997779012,393.3743421,61.15775768
10,ms10_2022-05-19 15-49-44.mkv,99.25,TRUE,0.9,100,1890,"{'xs': [[3.3739919354838688, 52.72883064516129, 52.14818548387096, 1.6320564516129012], [2.2127016129032238, 52.72883064516129, 51.56754032258064, 2.7933467741935463]], 'ys': [[3.359197443181828, 4.012606534090919, 53.998401988636374, 53.998401988636374], [58.57226562500001, 58.24556107954546, 108.23135653409092, 107.90465198863637]]}",dark,FALSE,2,"(3600, 5400)",0.130483065,0.865074958,437.3594509,67.99610563
10,ms10_2022-05-19 15-49-44.mkv,99.25,TRUE,0.9,100,1890,"{'xs': [[3.3739919354838688, 52.72883064516129, 52.14818548387096, 1.6320564516129012], [2.2127016129032238, 52.72883064516129, 51.56754032258064, 2.7933467741935463]], 'ys': [[3.359197443181828, 4.012606534090919, 53.998401988636374, 53.998401988636374], [58.57226562500001, 58.24556107954546, 108.23135653409092, 107.90465198863637]]}",dark,FALSE,3,"(5400, 7200)",0,1,327.7576653,50.95635817
10,ms10_2022-05-19 15-49-44.mkv,99.25,TRUE,0.9,100,1890,"{'xs': [[3.3739919354838688, 52.72883064516129, 52.14818548387096, 1.6320564516129012], [2.2127016129032238, 52.72883064516129, 51.56754032258064, 2.7933467741935463]], 'ys': [[3.359197443181828, 4.012606534090919, 53.998401988636374, 53.998401988636374], [58.57226562500001, 58.24556107954546, 108.23135653409092, 107.90465198863637]]}",dark,FALSE,4,"(7200, 9000)",0,1,285.6614391,44.41167407
11,ms11_2022-05-19 15-49-44.mkv,99.25,TRUE,0.9,100,1890,"{'xs': [[2.2127016129032238, 52.72883064516129, 51.56754032258064, 2.2127016129032238], [3.9546370967741913, 52.14818548387096, 50.98689516129032, 1.6320564516129012]], 'ys': [[5.351199127906975, 5.022710755813952, 55.28143168604651, 54.295966569767444], [58.23782703488372, 58.89480377906977, 110.1389898255814, 109.15352470930233]]}",dark,FALSE,0,"(0, 1800)",0.327040533,0.651304831,853.8639438,133.2665766
11,ms11_2022-05-19 15-49-44.mkv,99.25,TRUE,0.9,100,1890,"{'xs': [[2.2127016129032238, 52.72883064516129, 51.56754032258064, 2.2127016129032238], [3.9546370967741913, 52.14818548387096, 50.98689516129032, 1.6320564516129012]], 'ys': [[5.351199127906975, 5.022710755813952, 55.28143168604651, 54.295966569767444], [58.23782703488372, 58.89480377906977, 110.1389898255814, 109.15352470930233]]}",dark,FALSE,1,"(1800, 3600)",0.18101055,0.801776791,761.0562125,118.7816359
11,ms11_2022-05-19 15-49-44.mkv,99.25,TRUE,0.9,100,1890,"{'xs': [[2.2127016129032238, 52.72883064516129, 51.56754032258064, 2.2127016129032238], [3.9546370967741913, 52.14818548387096, 50.98689516129032, 1.6320564516129012]], 'ys': [[5.351199127906975, 5.022710755813952, 55.28143168604651, 54.295966569767444], [58.23782703488372, 58.89480377906977, 110.1389898255814, 109.15352470930233]]}",dark,FALSE,2,"(3600, 5400)",0,1,454.9806665,71.01098047
11,ms11_2022-05-19 15-49-44.mkv,99.25,TRUE,0.9,100,1890,"{'xs': [[2.2127016129032238, 52.72883064516129, 51.56754032258064, 2.2127016129032238], [3.9546370967741913, 52.14818548387096, 50.98689516129032, 1.6320564516129012]], 'ys': [[5.351199127906975, 5.022710755813952, 55.28143168604651, 54.295966569767444], [58.23782703488372, 58.89480377906977, 110.1389898255814, 109.15352470930233]]}",dark,FALSE,3,"(5400, 7200)",0,1,442.9840509,69.13861205
11,ms11_2022-05-19 15-49-44.mkv,99.25,TRUE,0.9,100,1890,"{'xs': [[2.2127016129032238, 52.72883064516129, 51.56754032258064, 2.2127016129032238], [3.9546370967741913, 52.14818548387096, 50.98689516129032, 1.6320564516129012]], 'ys': [[5.351199127906975, 5.022710755813952, 55.28143168604651, 54.295966569767444], [58.23782703488372, 58.89480377906977, 110.1389898255814, 109.15352470930233]]}",dark,FALSE,4,"(7200, 9000)",0.332037757,0.665741255,557.3090558,86.98185526
