Animal,File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,ROI_coordinates,ROI_location,ROI_transition,bin,range(f),light,dark,Distance_px,Distance_in
5,05_06_07_08_SEFL1C_2023-09-18 09-07-06.mkv,98,TRUE,0.5,50,1800,"{'xs': [[3.3111888111888135, 105.45104895104896, 104.68881118881119, 1.786713286713289], [1.786713286713289, 104.68881118881119, 105.45104895104896, 1.786713286713289]], 'ys': [[1.8431779176201444, 1.3466104118993205, 109.5983266590389, 108.10862414187643], [108.10862414187643, 109.5983266590389, 215.36720537757438, 214.3740703661327]]}",dark,FALSE,1,"(1800, 3600)",0.510827318,0.500277624,1378.89513,138.7776902
5,05_06_07_08_SEFL1C_2023-09-18 09-07-06.mkv,98,TRUE,0.5,50,1800,"{'xs': [[3.3111888111888135, 105.45104895104896, 104.68881118881119, 1.786713286713289], [1.786713286713289, 104.68881118881119, 105.45104895104896, 1.786713286713289]], 'ys': [[1.8431779176201444, 1.3466104118993205, 109.5983266590389, 108.10862414187643], [108.10862414187643, 109.5983266590389, 215.36720537757438, 214.3740703661327]]}",dark,FALSE,2,"(3600, 5400)",0.30483065,0.696279845,1038.916502,104.5608395
5,05_06_07_08_SEFL1C_2023-09-18 09-07-06.mkv,98,TRUE,0.5,50,1800,"{'xs': [[3.3111888111888135, 105.45104895104896, 104.68881118881119, 1.786713286713289], [1.786713286713289, 104.68881118881119, 105.45104895104896, 1.786713286713289]], 'ys': [[1.8431779176201444, 1.3466104118993205, 109.5983266590389, 108.10862414187643], [108.10862414187643, 109.5983266590389, 215.36720537757438, 214.3740703661327]]}",dark,FALSE,3,"(5400, 7200)",0.113825652,0.887284842,1114.045255,112.122107
5,05_06_07_08_SEFL1C_2023-09-18 09-07-06.mkv,98,TRUE,0.5,50,1800,"{'xs': [[3.3111888111888135, 105.45104895104896, 104.68881118881119, 1.786713286713289], [1.786713286713289, 104.68881118881119, 105.45104895104896, 1.786713286713289]], 'ys': [[1.8431779176201444, 1.3466104118993205, 109.5983266590389, 108.10862414187643], [108.10862414187643, 109.5983266590389, 215.36720537757438, 214.3740703661327]]}",dark,FALSE,4,"(7200, 9000)",0.171016102,0.830094392,788.5488254,79.36280448
6,05_06_07_08_SEFL1C_2023-09-18 09-07-06.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.0588235294117658, 101.6029411764706, 101.6029411764706, 1.8382352941176483], [1.8382352941176483, 101.6029411764706, 103.16176470588236, 1.8382352941176483]], 'ys': [[1.8431779176201444, 1.8431779176201444, 111.5845966819222, 110.09489416475974], [110.09489416475974, 111.5845966819222, 214.87063787185355, 214.3740703661327]]}",dark,FALSE,0,"(0, 1800)",0.634092171,0.372015547,2109.401641,208.8568173
6,05_06_07_08_SEFL1C_2023-09-18 09-07-06.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.0588235294117658, 101.6029411764706, 101.6029411764706, 1.8382352941176483], [1.8382352941176483, 101.6029411764706, 103.16176470588236, 1.8382352941176483]], 'ys': [[1.8431779176201444, 1.8431779176201444, 111.5845966819222, 110.09489416475974], [110.09489416475974, 111.5845966819222, 214.87063787185355, 214.3740703661327]]}",dark,FALSE,1,"(1800, 3600)",0.47806774,0.539144919,1766.964757,174.9513361
6,05_06_07_08_SEFL1C_2023-09-18 09-07-06.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.0588235294117658, 101.6029411764706, 101.6029411764706, 1.8382352941176483], [1.8382352941176483, 101.6029411764706, 103.16176470588236, 1.8382352941176483]], 'ys': [[1.8431779176201444, 1.8431779176201444, 111.5845966819222, 110.09489416475974], [110.09489416475974, 111.5845966819222, 214.87063787185355, 214.3740703661327]]}",dark,FALSE,2,"(3600, 5400)",0.313159356,0.69516935,1823.870471,180.5857047
6,05_06_07_08_SEFL1C_2023-09-18 09-07-06.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.0588235294117658, 101.6029411764706, 101.6029411764706, 1.8382352941176483], [1.8382352941176483, 101.6029411764706, 103.16176470588236, 1.8382352941176483]], 'ys': [[1.8431779176201444, 1.8431779176201444, 111.5845966819222, 110.09489416475974], [110.09489416475974, 111.5845966819222, 214.87063787185355, 214.3740703661327]]}",dark,FALSE,3,"(5400, 7200)",0.29705719,0.705163798,1641.266607,162.5056667
6,05_06_07_08_SEFL1C_2023-09-18 09-07-06.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.0588235294117658, 101.6029411764706, 101.6029411764706, 1.8382352941176483], [1.8382352941176483, 101.6029411764706, 103.16176470588236, 1.8382352941176483]], 'ys': [[1.8431779176201444, 1.8431779176201444, 111.5845966819222, 110.09489416475974], [110.09489416475974, 111.5845966819222, 214.87063787185355, 214.3740703661327]]}",dark,FALSE,4,"(7200, 9000)",0.431982232,0.570238756,1555.248476,153.9888092
7,05_06_07_08_SEFL1C_2023-09-18 09-07-06.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.5489510489510514, 106.97552447552448, 103.92657342657343, 1.786713286713289], [1.786713286713289, 103.92657342657343, 103.92657342657343, 1.786713286713289]], 'ys': [[1.3466104118993205, 1.8431779176201444, 108.60519164759725, 109.10175915331808], [109.10175915331808, 108.60519164759725, 214.87063787185355, 214.87063787185355]]}",light,FALSE,0,"(0, 1800)",0.559133815,0.445308162,1737.521194,172.0168989
7,05_06_07_08_SEFL1C_2023-09-18 09-07-06.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.5489510489510514, 106.97552447552448, 103.92657342657343, 1.786713286713289], [1.786713286713289, 103.92657342657343, 103.92657342657343, 1.786713286713289]], 'ys': [[1.3466104118993205, 1.8431779176201444, 108.60519164759725, 109.10175915331808], [109.10175915331808, 108.60519164759725, 214.87063787185355, 214.87063787185355]]}",light,FALSE,1,"(1800, 3600)",0.422543032,0.581898945,1668.122061,165.1462929
7,05_06_07_08_SEFL1C_2023-09-18 09-07-06.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.5489510489510514, 106.97552447552448, 103.92657342657343, 1.786713286713289], [1.786713286713289, 103.92657342657343, 103.92657342657343, 1.786713286713289]], 'ys': [[1.3466104118993205, 1.8431779176201444, 108.60519164759725, 109.10175915331808], [109.10175915331808, 108.60519164759725, 214.87063787185355, 214.87063787185355]]}",light,FALSE,2,"(3600, 5400)",0.437534703,0.563575791,1199.478313,118.7499412
7,05_06_07_08_SEFL1C_2023-09-18 09-07-06.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.5489510489510514, 106.97552447552448, 103.92657342657343, 1.786713286713289], [1.786713286713289, 103.92657342657343, 103.92657342657343, 1.786713286713289]], 'ys': [[1.3466104118993205, 1.8431779176201444, 108.60519164759725, 109.10175915331808], [109.10175915331808, 108.60519164759725, 214.87063787185355, 214.87063787185355]]}",light,FALSE,3,"(5400, 7200)",0.313714603,0.691837868,1401.857297,138.7857287
7,05_06_07_08_SEFL1C_2023-09-18 09-07-06.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.5489510489510514, 106.97552447552448, 103.92657342657343, 1.786713286713289], [1.786713286713289, 103.92657342657343, 103.92657342657343, 1.786713286713289]], 'ys': [[1.3466104118993205, 1.8431779176201444, 108.60519164759725, 109.10175915331808], [109.10175915331808, 108.60519164759725, 214.87063787185355, 214.87063787185355]]}",light,FALSE,4,"(7200, 9000)",0.27817879,0.726818434,1290.798527,127.7907633
8,05_06_07_08_SEFL1C_2023-09-18 09-07-06.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.8684210526315794, 102.13157894736842, 101.3421052631579, 2.6578947368421058], [2.6578947368421058, 101.3421052631579, 102.92105263157896, 1.8684210526315794]], 'ys': [[0.8530815972222453, 1.3507667824074305, 109.34845196759261, 107.35771122685186], [107.35771122685186, 109.34845196759261, 214.36002604166666, 212.36928530092592]]}",dark,FALSE,0,"(0, 1800)",0.477512493,0.525263742,1485.897015,149.721974
8,05_06_07_08_SEFL1C_2023-09-18 09-07-06.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.8684210526315794, 102.13157894736842, 101.3421052631579, 2.6578947368421058], [2.6578947368421058, 101.3421052631579, 102.92105263157896, 1.8684210526315794]], 'ys': [[0.8530815972222453, 1.3507667824074305, 109.34845196759261, 107.35771122685186], [107.35771122685186, 109.34845196759261, 214.36002604166666, 212.36928530092592]]}",dark,FALSE,1,"(1800, 3600)",0.345363687,0.666296502,1256.045182,126.5616406
8,05_06_07_08_SEFL1C_2023-09-18 09-07-06.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.8684210526315794, 102.13157894736842, 101.3421052631579, 2.6578947368421058], [2.6578947368421058, 101.3421052631579, 102.92105263157896, 1.8684210526315794]], 'ys': [[0.8530815972222453, 1.3507667824074305, 109.34845196759261, 107.35771122685186], [107.35771122685186, 109.34845196759261, 214.36002604166666, 212.36928530092592]]}",dark,FALSE,2,"(3600, 5400)",0.12770683,0.877845641,912.3605447,91.93128481
8,05_06_07_08_SEFL1C_2023-09-18 09-07-06.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.8684210526315794, 102.13157894736842, 101.3421052631579, 2.6578947368421058], [2.6578947368421058, 101.3421052631579, 102.92105263157896, 1.8684210526315794]], 'ys': [[0.8530815972222453, 1.3507667824074305, 109.34845196759261, 107.35771122685186], [107.35771122685186, 109.34845196759261, 214.36002604166666, 212.36928530092592]]}",dark,FALSE,3,"(5400, 7200)",0.084397557,0.915602443,634.6233104,63.94592208
8,05_06_07_08_SEFL1C_2023-09-18 09-07-06.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.8684210526315794, 102.13157894736842, 101.3421052631579, 2.6578947368421058], [2.6578947368421058, 101.3421052631579, 102.92105263157896, 1.8684210526315794]], 'ys': [[0.8530815972222453, 1.3507667824074305, 109.34845196759261, 107.35771122685186], [107.35771122685186, 109.34845196759261, 214.36002604166666, 212.36928530092592]]}",dark,FALSE,4,"(7200, 9000)",0.329816768,0.671293726,951.9854081,95.9239658
9,09_10_11_12_SEFL1C_2023-09-18 09-19-10.mkv,98,TRUE,0.5,50,1800,"{'xs': [[3.3111888111888135, 105.45104895104896, 104.68881118881119, 1.786713286713289], [1.786713286713289, 104.68881118881119, 105.45104895104896, 1.786713286713289]], 'ys': [[1.8431779176201444, 1.3466104118993205, 109.5983266590389, 108.10862414187643], [108.10862414187643, 109.5983266590389, 215.36720537757438, 214.3740703661327]]}",light,FALSE,0,"(0, 1800)",0.294280955,0.719600222,1926.98739,193.9399547
9,09_10_11_12_SEFL1C_2023-09-18 09-19-10.mkv,98,TRUE,0.5,50,1800,"{'xs': [[3.3111888111888135, 105.45104895104896, 104.68881118881119, 1.786713286713289], [1.786713286713289, 104.68881118881119, 105.45104895104896, 1.786713286713289]], 'ys': [[1.8431779176201444, 1.3466104118993205, 109.5983266590389, 108.10862414187643], [108.10862414187643, 109.5983266590389, 215.36720537757438, 214.3740703661327]]}",light,FALSE,1,"(1800, 3600)",0.206551916,0.800111049,1788.031298,179.9548407
9,09_10_11_12_SEFL1C_2023-09-18 09-19-10.mkv,98,TRUE,0.5,50,1800,"{'xs': [[3.3111888111888135, 105.45104895104896, 104.68881118881119, 1.786713286713289], [1.786713286713289, 104.68881118881119, 105.45104895104896, 1.786713286713289]], 'ys': [[1.8431779176201444, 1.3466104118993205, 109.5983266590389, 108.10862414187643], [108.10862414187643, 109.5983266590389, 215.36720537757438, 214.3740703661327]]}",light,FALSE,2,"(3600, 5400)",0.189339256,0.813436979,1462.74087,147.2162712
9,09_10_11_12_SEFL1C_2023-09-18 09-19-10.mkv,98,TRUE,0.5,50,1800,"{'xs': [[3.3111888111888135, 105.45104895104896, 104.68881118881119, 1.786713286713289], [1.786713286713289, 104.68881118881119, 105.45104895104896, 1.786713286713289]], 'ys': [[1.8431779176201444, 1.3466104118993205, 109.5983266590389, 108.10862414187643], [108.10862414187643, 109.5983266590389, 215.36720537757438, 214.3740703661327]]}",light,FALSE,3,"(5400, 7200)",0.415880067,0.591893393,1623.395351,163.3852004
9,09_10_11_12_SEFL1C_2023-09-18 09-19-10.mkv,98,TRUE,0.5,50,1800,"{'xs': [[3.3111888111888135, 105.45104895104896, 104.68881118881119, 1.786713286713289], [1.786713286713289, 104.68881118881119, 105.45104895104896, 1.786713286713289]], 'ys': [[1.8431779176201444, 1.3466104118993205, 109.5983266590389, 108.10862414187643], [108.10862414187643, 109.5983266590389, 215.36720537757438, 214.3740703661327]]}",light,FALSE,4,"(7200, 9000)",0.551915602,0.453081621,1770.019327,178.1420417
10,09_10_11_12_SEFL1C_2023-09-18 09-19-10.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.0588235294117658, 101.6029411764706, 101.6029411764706, 1.8382352941176483], [1.8382352941176483, 101.6029411764706, 103.16176470588236, 1.8382352941176483]], 'ys': [[1.8431779176201444, 1.8431779176201444, 111.5845966819222, 110.09489416475974], [110.09489416475974, 111.5845966819222, 214.87063787185355, 214.3740703661327]]}",light,FALSE,0,"(0, 1800)",0.650194336,0.355913381,1650.843514,163.4538988
10,09_10_11_12_SEFL1C_2023-09-18 09-19-10.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.0588235294117658, 101.6029411764706, 101.6029411764706, 1.8382352941176483], [1.8382352941176483, 101.6029411764706, 103.16176470588236, 1.8382352941176483]], 'ys': [[1.8431779176201444, 1.8431779176201444, 111.5845966819222, 110.09489416475974], [110.09489416475974, 111.5845966819222, 214.87063787185355, 214.3740703661327]]}",light,FALSE,1,"(1800, 3600)",0.337034981,0.66851749,1418.233226,140.4226071
10,09_10_11_12_SEFL1C_2023-09-18 09-19-10.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.0588235294117658, 101.6029411764706, 101.6029411764706, 1.8382352941176483], [1.8382352941176483, 101.6029411764706, 103.16176470588236, 1.8382352941176483]], 'ys': [[1.8431779176201444, 1.8431779176201444, 111.5845966819222, 110.09489416475974], [110.09489416475974, 111.5845966819222, 214.87063787185355, 214.3740703661327]]}",light,FALSE,2,"(3600, 5400)",0.197667962,0.805108273,957.2751113,94.78206008
10,09_10_11_12_SEFL1C_2023-09-18 09-19-10.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.0588235294117658, 101.6029411764706, 101.6029411764706, 1.8382352941176483], [1.8382352941176483, 101.6029411764706, 103.16176470588236, 1.8382352941176483]], 'ys': [[1.8431779176201444, 1.8431779176201444, 111.5845966819222, 110.09489416475974], [110.09489416475974, 111.5845966819222, 214.87063787185355, 214.3740703661327]]}",light,FALSE,3,"(5400, 7200)",0.29150472,0.711826763,1297.925245,128.5106309
10,09_10_11_12_SEFL1C_2023-09-18 09-19-10.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.0588235294117658, 101.6029411764706, 101.6029411764706, 1.8382352941176483], [1.8382352941176483, 101.6029411764706, 103.16176470588236, 1.8382352941176483]], 'ys': [[1.8431779176201444, 1.8431779176201444, 111.5845966819222, 110.09489416475974], [110.09489416475974, 111.5845966819222, 214.87063787185355, 214.3740703661327]]}",light,FALSE,4,"(7200, 9000)",0.526374237,0.476401999,1362.061925,134.8609544
11,09_10_11_12_SEFL1C_2023-09-18 09-19-10.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.5489510489510514, 106.97552447552448, 103.92657342657343, 1.786713286713289], [1.786713286713289, 103.92657342657343, 103.92657342657343, 1.786713286713289]], 'ys': [[1.3466104118993205, 1.8431779176201444, 108.60519164759725, 109.10175915331808], [109.10175915331808, 108.60519164759725, 214.87063787185355, 214.87063787185355]]}",dark,FALSE,0,"(0, 1800)",0.470294281,0.539700167,1668.160147,165.1500634
11,09_10_11_12_SEFL1C_2023-09-18 09-19-10.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.5489510489510514, 106.97552447552448, 103.92657342657343, 1.786713286713289], [1.786713286713289, 103.92657342657343, 103.92657342657343, 1.786713286713289]], 'ys': [[1.3466104118993205, 1.8431779176201444, 108.60519164759725, 109.10175915331808], [109.10175915331808, 108.60519164759725, 214.87063787185355, 214.87063787185355]]}",dark,FALSE,1,"(1800, 3600)",0.271515825,0.747917823,1340.873501,132.7482521
11,09_10_11_12_SEFL1C_2023-09-18 09-19-10.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.5489510489510514, 106.97552447552448, 103.92657342657343, 1.786713286713289], [1.786713286713289, 103.92657342657343, 103.92657342657343, 1.786713286713289]], 'ys': [[1.3466104118993205, 1.8431779176201444, 108.60519164759725, 109.10175915331808], [109.10175915331808, 108.60519164759725, 214.87063787185355, 214.87063787185355]]}",dark,FALSE,2,"(3600, 5400)",0.383120489,0.619655747,1232.613714,122.0303899
