Animal,File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,ROI_coordinates,ROI_location,ROI_transition,bin,range(f),c1,c2,o1,2,ctr,Distance_px,Distance_in
20,SEFL_1C_EPM_20_2023-09-26 17-07-43.mkv,98,TRUE,0.5,50,1050,"{'xs': [[92.79556650246306, 114.93349753694582, 117.56896551724138, 93.84975369458128], [93.32266009852218, 115.98768472906404, 116.51477832512316, 94.90394088669952], [1.0812807881773407, 93.84975369458128, 93.32266009852218, 1.0812807881773407], [117.56896551724138, 212.44581280788177, 213.5, 115.98768472906404], [115.98768472906404, 93.32266009852218, 93.84975369458128, 117.56896551724138]], 'ys': [[0.2620639534883739, 0.7597383720930251, 98.30392441860465, 98.30392441860465], [116.22020348837209, 116.71787790697674, 213.26671511627907, 213.26671511627907], [98.8015988372093, 98.30392441860465, 116.22020348837209, 118.21090116279069], [98.30392441860465, 96.31322674418604, 117.71322674418604, 116.71787790697674], [116.71787790697674, 116.22020348837209, 98.30392441860465, 98.30392441860465]]}",c2,FALSE,2,"(3600, 5400)",0.168239867,0.529705719,0,0.116046641,0.196002221,962.8526212,138.7323016
31,SEFL_1C_EPM_31_2023-09-26 17-14-56.mkv,98,TRUE,0.5,50,1050,"{'xs': [[92.79556650246306, 114.93349753694582, 117.56896551724138, 93.84975369458128], [93.32266009852218, 115.98768472906404, 116.51477832512316, 94.90394088669952], [1.0812807881773407, 93.84975369458128, 93.32266009852218, 1.0812807881773407], [117.56896551724138, 212.44581280788177, 213.5, 115.98768472906404], [115.98768472906404, 93.32266009852218, 93.84975369458128, 117.56896551724138]], 'ys': [[0.2620639534883739, 0.7597383720930251, 98.30392441860465, 98.30392441860465], [116.22020348837209, 116.71787790697674, 213.26671511627907, 213.26671511627907], [98.8015988372093, 98.30392441860465, 116.22020348837209, 118.21090116279069], [98.30392441860465, 96.31322674418604, 117.71322674418604, 116.71787790697674], [116.71787790697674, 116.22020348837209, 98.30392441860465, 98.30392441860465]]}",ctr,FALSE,2,"(3600, 5400)",0.213770128,0.459189339,0,0.015546918,0.329816768,1276.060143,183.8607038
32,SEFL_1C_EPM_32_2023-09-26 17-21-09.mkv,98,TRUE,0.5,50,1050,"{'xs': [[92.79556650246306, 114.93349753694582, 117.56896551724138, 93.84975369458128], [93.32266009852218, 115.98768472906404, 116.51477832512316, 94.90394088669952], [1.0812807881773407, 93.84975369458128, 93.32266009852218, 1.0812807881773407], [117.56896551724138, 212.44581280788177, 213.5, 115.98768472906404], [115.98768472906404, 93.32266009852218, 93.84975369458128, 117.56896551724138]], 'ys': [[0.2620639534883739, 0.7597383720930251, 98.30392441860465, 98.30392441860465], [116.22020348837209, 116.71787790697674, 213.26671511627907, 213.26671511627907], [98.8015988372093, 98.30392441860465, 116.22020348837209, 118.21090116279069], [98.30392441860465, 96.31322674418604, 117.71322674418604, 116.71787790697674], [116.71787790697674, 116.22020348837209, 98.30392441860465, 98.30392441860465]]}",c1,FALSE,2,"(3600, 5400)",0.307051638,0.360355358,0.087729039,0.123264853,0.128262077,1810.159207,260.8161908
33,SEFL_1C_EPM_33_2023-09-26 17-27-25.mkv,98,TRUE,0.5,50,1050,"{'xs': [[92.79556650246306, 114.93349753694582, 117.56896551724138, 93.84975369458128], [93.32266009852218, 115.98768472906404, 116.51477832512316, 94.90394088669952], [1.0812807881773407, 93.84975369458128, 93.32266009852218, 1.0812807881773407], [117.56896551724138, 212.44581280788177, 213.5, 115.98768472906404], [115.98768472906404, 93.32266009852218, 93.84975369458128, 117.56896551724138]], 'ys': [[0.2620639534883739, 0.7597383720930251, 98.30392441860465, 98.30392441860465], [116.22020348837209, 116.71787790697674, 213.26671511627907, 213.26671511627907], [98.8015988372093, 98.30392441860465, 116.22020348837209, 118.21090116279069], [98.30392441860465, 96.31322674418604, 117.71322674418604, 116.71787790697674], [116.71787790697674, 116.22020348837209, 98.30392441860465, 98.30392441860465]]}",c2,FALSE,2,"(3600, 5400)",0.174347585,0.425319267,0.047196002,0.138811771,0.229317046,1635.111126,235.594446
34,SEFL_1C_EPM_34_2023-09-26 17-33-42.mkv,98,TRUE,0.5,50,1050,"{'xs': [[92.79556650246306, 114.93349753694582, 117.56896551724138, 93.84975369458128], [93.32266009852218, 115.98768472906404, 116.51477832512316, 94.90394088669952], [1.0812807881773407, 93.84975369458128, 93.32266009852218, 1.0812807881773407], [117.56896551724138, 212.44581280788177, 213.5, 115.98768472906404], [115.98768472906404, 93.32266009852218, 93.84975369458128, 117.56896551724138]], 'ys': [[0.2620639534883739, 0.7597383720930251, 98.30392441860465, 98.30392441860465], [116.22020348837209, 116.71787790697674, 213.26671511627907, 213.26671511627907], [98.8015988372093, 98.30392441860465, 116.22020348837209, 118.21090116279069], [98.30392441860465, 96.31322674418604, 117.71322674418604, 116.71787790697674], [116.71787790697674, 116.22020348837209, 98.30392441860465, 98.30392441860465]]}",c2,FALSE,2,"(3600, 5400)",0.317601333,0.27817879,0.046640755,0.089394781,0.298722932,1516.232109,218.4658021
35,SEFL_1C_EPM_35_2023-09-26 17-39-58.mkv,98,TRUE,0.5,50,1050,"{'xs': [[92.79556650246306, 114.93349753694582, 117.56896551724138, 93.84975369458128], [93.32266009852218, 115.98768472906404, 116.51477832512316, 94.90394088669952], [1.0812807881773407, 93.84975369458128, 93.32266009852218, 1.0812807881773407], [117.56896551724138, 212.44581280788177, 213.5, 115.98768472906404], [115.98768472906404, 93.32266009852218, 93.84975369458128, 117.56896551724138]], 'ys': [[0.2620639534883739, 0.7597383720930251, 98.30392441860465, 98.30392441860465], [116.22020348837209, 116.71787790697674, 213.26671511627907, 213.26671511627907], [98.8015988372093, 98.30392441860465, 116.22020348837209, 118.21090116279069], [98.30392441860465, 96.31322674418604, 117.71322674418604, 116.71787790697674], [116.71787790697674, 116.22020348837209, 98.30392441860465, 98.30392441860465]]}",c1,FALSE,2,"(3600, 5400)",0,0.566352027,0.147140478,0.184342032,0.106052193,1386.616685,199.7902066
36,SEFL_1C_EPM_36_2023-09-26 17-46-22.mkv,98,TRUE,0.5,50,1050,"{'xs': [[92.79556650246306, 114.93349753694582, 117.56896551724138, 93.84975369458128], [93.32266009852218, 115.98768472906404, 116.51477832512316, 94.90394088669952], [1.0812807881773407, 93.84975369458128, 93.32266009852218, 1.0812807881773407], [117.56896551724138, 212.44581280788177, 213.5, 115.98768472906404], [115.98768472906404, 93.32266009852218, 93.84975369458128, 117.56896551724138]], 'ys': [[0.2620639534883739, 0.7597383720930251, 98.30392441860465, 98.30392441860465], [116.22020348837209, 116.71787790697674, 213.26671511627907, 213.26671511627907], [98.8015988372093, 98.30392441860465, 116.22020348837209, 118.21090116279069], [98.30392441860465, 96.31322674418604, 117.71322674418604, 116.71787790697674], [116.71787790697674, 116.22020348837209, 98.30392441860465, 98.30392441860465]]}",c2,FALSE,2,"(3600, 5400)",0.254303165,0.092171016,0.208217657,0.208772904,0.2476402,1643.585659,236.8154964
37,SEFL_1C_EPM_37_2023-09-26 17-52-39.mkv,98,TRUE,0.5,50,1050,"{'xs': [[92.79556650246306, 114.93349753694582, 117.56896551724138, 93.84975369458128], [93.32266009852218, 115.98768472906404, 116.51477832512316, 94.90394088669952], [1.0812807881773407, 93.84975369458128, 93.32266009852218, 1.0812807881773407], [117.56896551724138, 212.44581280788177, 213.5, 115.98768472906404], [115.98768472906404, 93.32266009852218, 93.84975369458128, 117.56896551724138]], 'ys': [[0.2620639534883739, 0.7597383720930251, 98.30392441860465, 98.30392441860465], [116.22020348837209, 116.71787790697674, 213.26671511627907, 213.26671511627907], [98.8015988372093, 98.30392441860465, 116.22020348837209, 118.21090116279069], [98.30392441860465, 96.31322674418604, 117.71322674418604, 116.71787790697674], [116.71787790697674, 116.22020348837209, 98.30392441860465, 98.30392441860465]]}",c2,FALSE,2,"(3600, 5400)",0.463631316,0.317601333,0.107717934,0,0.123264853,1382.710136,199.2273328
38,SEFL_1C_EPM_38_2023-09-26 17-58-58.mkv,98,TRUE,0.5,50,1050,"{'xs': [[92.79556650246306, 114.93349753694582, 117.56896551724138, 93.84975369458128], [93.32266009852218, 115.98768472906404, 116.51477832512316, 94.90394088669952], [1.0812807881773407, 93.84975369458128, 93.32266009852218, 1.0812807881773407], [117.56896551724138, 212.44581280788177, 213.5, 115.98768472906404], [115.98768472906404, 93.32266009852218, 93.84975369458128, 117.56896551724138]], 'ys': [[0.2620639534883739, 0.7597383720930251, 98.30392441860465, 98.30392441860465], [116.22020348837209, 116.71787790697674, 213.26671511627907, 213.26671511627907], [98.8015988372093, 98.30392441860465, 116.22020348837209, 118.21090116279069], [98.30392441860465, 96.31322674418604, 117.71322674418604, 116.71787790697674], [116.71787790697674, 116.22020348837209, 98.30392441860465, 98.30392441860465]]}",c1,FALSE,2,"(3600, 5400)",0.073292615,0.607995558,0.028317601,0.076624098,0.223764575,1310.526659,188.8268004
39,SEFL_1C_EPM_39_2023-09-26 18-04-58.mkv,98,TRUE,0.5,50,1050,"{'xs': [[92.79556650246306, 114.93349753694582, 117.56896551724138, 93.84975369458128], [93.32266009852218, 115.98768472906404, 116.51477832512316, 94.90394088669952], [1.0812807881773407, 93.84975369458128, 93.32266009852218, 1.0812807881773407], [117.56896551724138, 212.44581280788177, 213.5, 115.98768472906404], [115.98768472906404, 93.32266009852218, 93.84975369458128, 117.56896551724138]], 'ys': [[0.2620639534883739, 0.7597383720930251, 98.30392441860465, 98.30392441860465], [116.22020348837209, 116.71787790697674, 213.26671511627907, 213.26671511627907], [98.8015988372093, 98.30392441860465, 116.22020348837209, 118.21090116279069], [98.30392441860465, 96.31322674418604, 117.71322674418604, 116.71787790697674], [116.71787790697674, 116.22020348837209, 98.30392441860465, 98.30392441860465]]}",c2,FALSE,2,"(3600, 5400)",0.244308717,0.27817879,0.024430872,0.22098834,0.20766241,1672.890972,241.0379427
40,SEFL_1C_EPM_40_2023-09-26 18-11-38.mkv,98,TRUE,0.5,50,1050,"{'xs': [[92.79556650246306, 114.93349753694582, 117.56896551724138, 93.84975369458128], [93.32266009852218, 115.98768472906404, 116.51477832512316, 94.90394088669952], [1.0812807881773407, 93.84975369458128, 93.32266009852218, 1.0812807881773407], [117.56896551724138, 212.44581280788177, 213.5, 115.98768472906404], [115.98768472906404, 93.32266009852218, 93.84975369458128, 117.56896551724138]], 'ys': [[0.2620639534883739, 0.7597383720930251, 98.30392441860465, 98.30392441860465], [116.22020348837209, 116.71787790697674, 213.26671511627907, 213.26671511627907], [98.8015988372093, 98.30392441860465, 116.22020348837209, 118.21090116279069], [98.30392441860465, 96.31322674418604, 117.71322674418604, 116.71787790697674], [116.71787790697674, 116.22020348837209, 98.30392441860465, 98.30392441860465]]}",c2,FALSE,2,"(3600, 5400)",0.141588007,0.474181011,0,0,0.397556913,1064.259603,153.3434931
11,SEFL_1C_EPM_11_2023-09-26 16-09-19.mkv,98,TRUE,0.5,50,1050,"{'xs': [[92.79556650246306, 114.93349753694582, 117.56896551724138, 93.84975369458128], [93.32266009852218, 115.98768472906404, 116.51477832512316, 94.90394088669952], [1.0812807881773407, 93.84975369458128, 93.32266009852218, 1.0812807881773407], [117.56896551724138, 212.44581280788177, 213.5, 115.98768472906404], [115.98768472906404, 93.32266009852218, 93.84975369458128, 117.56896551724138]], 'ys': [[0.2620639534883739, 0.7597383720930251, 98.30392441860465, 98.30392441860465], [116.22020348837209, 116.71787790697674, 213.26671511627907, 213.26671511627907], [98.8015988372093, 98.30392441860465, 116.22020348837209, 118.21090116279069], [98.30392441860465, 96.31322674418604, 117.71322674418604, 116.71787790697674], [116.71787790697674, 116.22020348837209, 98.30392441860465, 98.30392441860465]]}",c2,FALSE,3,"(5400, 7200)",0.124930594,0.320377568,0.249861188,0.193781233,0.11993337,1589.368562,229.0036438
12,SEFL_1C_EPM_12_2023-09-26 16-16-05.mkv,98,TRUE,0.5,50,1050,"{'xs': [[92.79556650246306, 114.93349753694582, 117.56896551724138, 93.84975369458128], [93.32266009852218, 115.98768472906404, 116.51477832512316, 94.90394088669952], [1.0812807881773407, 93.84975369458128, 93.32266009852218, 1.0812807881773407], [117.56896551724138, 212.44581280788177, 213.5, 115.98768472906404], [115.98768472906404, 93.32266009852218, 93.84975369458128, 117.56896551724138]], 'ys': [[0.2620639534883739, 0.7597383720930251, 98.30392441860465, 98.30392441860465], [116.22020348837209, 116.71787790697674, 213.26671511627907, 213.26671511627907], [98.8015988372093, 98.30392441860465, 116.22020348837209, 118.21090116279069], [98.30392441860465, 96.31322674418604, 117.71322674418604, 116.71787790697674], [116.71787790697674, 116.22020348837209, 98.30392441860465, 98.30392441860465]]}",ctr,FALSE,3,"(5400, 7200)",0.108273182,0.210438645,0.27429206,0.191560244,0.189894503,1596.610716,230.0471271
13,SEFL_1C_EPM_13_2023-09-26 16-22-24.mkv,98,TRUE,0.5,50,1050,"{'xs': [[92.79556650246306, 114.93349753694582, 117.56896551724138, 93.84975369458128], [93.32266009852218, 115.98768472906404, 116.51477832512316, 94.90394088669952], [1.0812807881773407, 93.84975369458128, 93.32266009852218, 1.0812807881773407], [117.56896551724138, 212.44581280788177, 213.5, 115.98768472906404], [115.98768472906404, 93.32266009852218, 93.84975369458128, 117.56896551724138]], 'ys': [[0.2620639534883739, 0.7597383720930251, 98.30392441860465, 98.30392441860465], [116.22020348837209, 116.71787790697674, 213.26671511627907, 213.26671511627907], [98.8015988372093, 98.30392441860465, 116.22020348837209, 118.21090116279069], [98.30392441860465, 96.31322674418604, 117.71322674418604, 116.71787790697674], [116.71787790697674, 116.22020348837209, 98.30392441860465, 98.30392441860465]]}",c2,FALSE,3,"(5400, 7200)",0.616324264,0.262076624,0.006662965,0,0.1238201,1277.393595,184.0528339
14,SEFL_1C_EPM_14_2023-09-26 16-28-47.mkv,98,TRUE,0.5,50,1050,"{'xs': [[92.79556650246306, 114.93349753694582, 117.56896551724138, 93.84975369458128], [93.32266009852218, 115.98768472906404, 116.51477832512316, 94.90394088669952], [1.0812807881773407, 93.84975369458128, 93.32266009852218, 1.0812807881773407], [117.56896551724138, 212.44581280788177, 213.5, 115.98768472906404], [115.98768472906404, 93.32266009852218, 93.84975369458128, 117.56896551724138]], 'ys': [[0.2620639534883739, 0.7597383720930251, 98.30392441860465, 98.30392441860465], [116.22020348837209, 116.71787790697674, 213.26671511627907, 213.26671511627907], [98.8015988372093, 98.30392441860465, 116.22020348837209, 118.21090116279069], [98.30392441860465, 96.31322674418604, 117.71322674418604, 116.71787790697674], [116.71787790697674, 116.22020348837209, 98.30392441860465, 98.30392441860465]]}",c2,FALSE,3,"(5400, 7200)",0.108273182,0.520821766,0.062187674,0.062187674,0.268739589,1214.524219,174.9943205
15,SEFL_1C_EPM_15_2023-09-26 16-35-01.mkv,98,TRUE,0.5,50,1050,"{'xs': [[92.79556650246306, 114.93349753694582, 117.56896551724138, 93.84975369458128], [93.32266009852218, 115.98768472906404, 116.51477832512316, 94.90394088669952], [1.0812807881773407, 93.84975369458128, 93.32266009852218, 1.0812807881773407], [117.56896551724138, 212.44581280788177, 213.5, 115.98768472906404], [115.98768472906404, 93.32266009852218, 93.84975369458128, 117.56896551724138]], 'ys': [[0.2620639534883739, 0.7597383720930251, 98.30392441860465, 98.30392441860465], [116.22020348837209, 116.71787790697674, 213.26671511627907, 213.26671511627907], [98.8015988372093, 98.30392441860465, 116.22020348837209, 118.21090116279069], [98.30392441860465, 96.31322674418604, 117.71322674418604, 116.71787790697674], [116.71787790697674, 116.22020348837209, 98.30392441860465, 98.30392441860465]]}",c2_ctr,FALSE,3,"(5400, 7200)",0.182121044,0.571904498,0.003331483,0.100499722,0.147140478,1119.091873,161.2439825
16,SEFL_1C_EPM_16_2023-09-26 16-41-41.mkv,98,TRUE,0.5,50,1050,"{'xs': [[92.79556650246306, 114.93349753694582, 117.56896551724138, 93.84975369458128], [93.32266009852218, 115.98768472906404, 116.51477832512316, 94.90394088669952], [1.0812807881773407, 93.84975369458128, 93.32266009852218, 1.0812807881773407], [117.56896551724138, 212.44581280788177, 213.5, 115.98768472906404], [115.98768472906404, 93.32266009852218, 93.84975369458128, 117.56896551724138]], 'ys': [[0.2620639534883739, 0.7597383720930251, 98.30392441860465, 98.30392441860465], [116.22020348837209, 116.71787790697674, 213.26671511627907, 213.26671511627907], [98.8015988372093, 98.30392441860465, 116.22020348837209, 118.21090116279069], [98.30392441860465, 96.31322674418604, 117.71322674418604, 116.71787790697674], [116.71787790697674, 116.22020348837209, 98.30392441860465, 98.30392441860465]]}",c2,FALSE,3,"(5400, 7200)",0.216546363,0.370349806,0.159355913,0.054414214,0.210993892,1449.977766,208.919567
17,SEFL_1C_EPM_17_2023-09-26 16-48-12.mkv,98,TRUE,0.5,50,1050,"{'xs': [[92.79556650246306, 114.93349753694582, 117.56896551724138, 93.84975369458128], [93.32266009852218, 115.98768472906404, 116.51477832512316, 94.90394088669952], [1.0812807881773407, 93.84975369458128, 93.32266009852218, 1.0812807881773407], [117.56896551724138, 212.44581280788177, 213.5, 115.98768472906404], [115.98768472906404, 93.32266009852218, 93.84975369458128, 117.56896551724138]], 'ys': [[0.2620639534883739, 0.7597383720930251, 98.30392441860465, 98.30392441860465], [116.22020348837209, 116.71787790697674, 213.26671511627907, 213.26671511627907], [98.8015988372093, 98.30392441860465, 116.22020348837209, 118.21090116279069], [98.30392441860465, 96.31322674418604, 117.71322674418604, 116.71787790697674], [116.71787790697674, 116.22020348837209, 98.30392441860465, 98.30392441860465]]}",ctr,FALSE,3,"(5400, 7200)",0.289283731,0.161576902,0.041643531,0.237645752,0.29705719,1111.064739,160.0873956
18,SEFL_1C_EPM_18_2023-09-26 16-54-42.mkv,98,TRUE,0.5,50,1050,"{'xs': [[92.79556650246306, 114.93349753694582, 117.56896551724138, 93.84975369458128], [93.32266009852218, 115.98768472906404, 116.51477832512316, 94.90394088669952], [1.0812807881773407, 93.84975369458128, 93.32266009852218, 1.0812807881773407], [117.56896551724138, 212.44581280788177, 213.5, 115.98768472906404], [115.98768472906404, 93.32266009852218, 93.84975369458128, 117.56896551724138]], 'ys': [[0.2620639534883739, 0.7597383720930251, 98.30392441860465, 98.30392441860465], [116.22020348837209, 116.71787790697674, 213.26671511627907, 213.26671511627907], [98.8015988372093, 98.30392441860465, 116.22020348837209, 118.21090116279069], [98.30392441860465, 96.31322674418604, 117.71322674418604, 116.71787790697674], [116.71787790697674, 116.22020348837209, 98.30392441860465, 98.30392441860465]]}",c2,FALSE,3,"(5400, 7200)",0.457523598,0.264297612,0.16379789,0,0.144364242,1082.854737,156.0227668
19,SEFL_1C_EPM_19_2023-09-26 17-01-08.mkv,98,TRUE,0.2,25,1050,"{'xs': [[94.09854014598541, 115.12043795620438, 118.79927007299271, 96.72627737226279], [95.14963503649636, 118.79927007299271, 117.74817518248176, 97.25182481751825], [2.6532846715328486, 96.72627737226279, 95.14963503649636, 2.6532846715328486], [118.79927007299271, 213.92335766423358, 213.92335766423358, 118.79927007299271], [118.79927007299271, 95.14963503649636, 96.72627737226279, 118.79927007299271]], 'ys': [[1.1055882352941102, 1.1055882352941102, 98.875, 98.37617647058823], [116.83264705882353, 116.83264705882353, 209.61382352941177, 210.6114705882353], [98.875, 98.37617647058823, 116.83264705882353, 117.83029411764706], [98.875, 96.38088235294117, 115.83500000000001, 116.83264705882353], [116.83264705882353, 116.83264705882353, 98.37617647058823, 98.875]]}",c2,FALSE,3,"(5400, 7200)",0,1,0,0,0,578.6019422,84.90237133
20,SEFL_1C_EPM_20_2023-09-26 17-07-43.mkv,98,TRUE,0.5,50,1050,"{'xs': [[92.79556650246306, 114.93349753694582, 117.56896551724138, 93.84975369458128], [93.32266009852218, 115.98768472906404, 116.51477832512316, 94.90394088669952], [1.0812807881773407, 93.84975369458128, 93.32266009852218, 1.0812807881773407], [117.56896551724138, 212.44581280788177, 213.5, 115.98768472906404], [115.98768472906404, 93.32266009852218, 93.84975369458128, 117.56896551724138]], 'ys': [[0.2620639534883739, 0.7597383720930251, 98.30392441860465, 98.30392441860465], [116.22020348837209, 116.71787790697674, 213.26671511627907, 213.26671511627907], [98.8015988372093, 98.30392441860465, 116.22020348837209, 118.21090116279069], [98.30392441860465, 96.31322674418604, 117.71322674418604, 116.71787790697674], [116.71787790697674, 116.22020348837209, 98.30392441860465, 98.30392441860465]]}",c2,FALSE,3,"(5400, 7200)",0,0.169350361,0.350916158,0.176568573,0.347029428,1341.858965,193.3413053
31,SEFL_1C_EPM_31_2023-09-26 17-14-56.mkv,98,TRUE,0.5,50,1050,"{'xs': [[92.79556650246306, 114.93349753694582, 117.56896551724138, 93.84975369458128], [93.32266009852218, 115.98768472906404, 116.51477832512316, 94.90394088669952], [1.0812807881773407, 93.84975369458128, 93.32266009852218, 1.0812807881773407], [117.56896551724138, 212.44581280788177, 213.5, 115.98768472906404], [115.98768472906404, 93.32266009852218, 93.84975369458128, 117.56896551724138]], 'ys': [[0.2620639534883739, 0.7597383720930251, 98.30392441860465, 98.30392441860465], [116.22020348837209, 116.71787790697674, 213.26671511627907, 213.26671511627907], [98.8015988372093, 98.30392441860465, 116.22020348837209, 118.21090116279069], [98.30392441860465, 96.31322674418604, 117.71322674418604, 116.71787790697674], [116.71787790697674, 116.22020348837209, 98.30392441860465, 98.30392441860465]]}",ctr,FALSE,3,"(5400, 7200)",0.607995558,0.222098834,0,0.086618545,0.122154359,1036.173576,149.2967271
32,SEFL_1C_EPM_32_2023-09-26 17-21-09.mkv,98,TRUE,0.5,50,1050,"{'xs': [[92.79556650246306, 114.93349753694582, 117.56896551724138, 93.84975369458128], [93.32266009852218, 115.98768472906404, 116.51477832512316, 94.90394088669952], [1.0812807881773407, 93.84975369458128, 93.32266009852218, 1.0812807881773407], [117.56896551724138, 212.44581280788177, 213.5, 115.98768472906404], [115.98768472906404, 93.32266009852218, 93.84975369458128, 117.56896551724138]], 'ys': [[0.2620639534883739, 0.7597383720930251, 98.30392441860465, 98.30392441860465], [116.22020348837209, 116.71787790697674, 213.26671511627907, 213.26671511627907], [98.8015988372093, 98.30392441860465, 116.22020348837209, 118.21090116279069], [98.30392441860465, 96.31322674418604, 117.71322674418604, 116.71787790697674], [116.71787790697674, 116.22020348837209, 98.30392441860465, 98.30392441860465]]}",c1,FALSE,3,"(5400, 7200)",0.373126041,0.31815658,0.089394781,0,0.256524153,1389.004838,200.1343029
33,SEFL_1C_EPM_33_2023-09-26 17-27-25.mkv,98,TRUE,0.5,50,1050,"{'xs': [[92.79556650246306, 114.93349753694582, 117.56896551724138, 93.84975369458128], [93.32266009852218, 115.98768472906404, 116.51477832512316, 94.90394088669952], [1.0812807881773407, 93.84975369458128, 93.32266009852218, 1.0812807881773407], [117.56896551724138, 212.44581280788177, 213.5, 115.98768472906404], [115.98768472906404, 93.32266009852218, 93.84975369458128, 117.56896551724138]], 'ys': [[0.2620639534883739, 0.7597383720930251, 98.30392441860465, 98.30392441860465], [116.22020348837209, 116.71787790697674, 213.26671511627907, 213.26671511627907], [98.8015988372093, 98.30392441860465, 116.22020348837209, 118.21090116279069], [98.30392441860465, 96.31322674418604, 117.71322674418604, 116.71787790697674], [116.71787790697674, 116.22020348837209, 98.30392441860465, 98.30392441860465]]}",c2,FALSE,3,"(5400, 7200)",0.235980011,0.413103831,0.084952804,0.098833981,0.189894503,1470.110329,211.8203607
34,SEFL_1C_EPM_34_2023-09-26 17-33-42.mkv,98,TRUE,0.5,50,1050,"{'xs': [[92.79556650246306, 114.93349753694582, 117.56896551724138, 93.84975369458128], [93.32266009852218, 115.98768472906404, 116.51477832512316, 94.90394088669952], [1.0812807881773407, 93.84975369458128, 93.32266009852218, 1.0812807881773407], [117.56896551724138, 212.44581280788177, 213.5, 115.98768472906404], [115.98768472906404, 93.32266009852218, 93.84975369458128, 117.56896551724138]], 'ys': [[0.2620639534883739, 0.7597383720930251, 98.30392441860465, 98.30392441860465], [116.22020348837209, 116.71787790697674, 213.26671511627907, 213.26671511627907], [98.8015988372093, 98.30392441860465, 116.22020348837209, 118.21090116279069], [98.30392441860465, 96.31322674418604, 117.71322674418604, 116.71787790697674], [116.71787790697674, 116.22020348837209, 98.30392441860465, 98.30392441860465]]}",c2,FALSE,3,"(5400, 7200)",0.282620766,0.431426985,0,0.036646308,0.257634647,1308.82117,188.5810655
35,SEFL_1C_EPM_35_2023-09-26 17-39-58.mkv,98,TRUE,0.5,50,1050,"{'xs': [[92.79556650246306, 114.93349753694582, 117.56896551724138, 93.84975369458128], [93.32266009852218, 115.98768472906404, 116.51477832512316, 94.90394088669952], [1.0812807881773407, 93.84975369458128, 93.32266009852218, 1.0812807881773407], [117.56896551724138, 212.44581280788177, 213.5, 115.98768472906404], [115.98768472906404, 93.32266009852218, 93.84975369458128, 117.56896551724138]], 'ys': [[0.2620639534883739, 0.7597383720930251, 98.30392441860465, 98.30392441860465], [116.22020348837209, 116.71787790697674, 213.26671511627907, 213.26671511627907], [98.8015988372093, 98.30392441860465, 116.22020348837209, 118.21090116279069], [98.30392441860465, 96.31322674418604, 117.71322674418604, 116.71787790697674], [116.71787790697674, 116.22020348837209, 98.30392441860465, 98.30392441860465]]}",c1,FALSE,3,"(5400, 7200)",0.339811216,0.415880067,0.134925042,0,0.091615769,1501.85097,216.3937004
36,SEFL_1C_EPM_36_2023-09-26 17-46-22.mkv,98,TRUE,0.5,50,1050,"{'xs': [[92.79556650246306, 114.93349753694582, 117.56896551724138, 93.84975369458128], [93.32266009852218, 115.98768472906404, 116.51477832512316, 94.90394088669952], [1.0812807881773407, 93.84975369458128, 93.32266009852218, 1.0812807881773407], [117.56896551724138, 212.44581280788177, 213.5, 115.98768472906404], [115.98768472906404, 93.32266009852218, 93.84975369458128, 117.56896551724138]], 'ys': [[0.2620639534883739, 0.7597383720930251, 98.30392441860465, 98.30392441860465], [116.22020348837209, 116.71787790697674, 213.26671511627907, 213.26671511627907], [98.8015988372093, 98.30392441860465, 116.22020348837209, 118.21090116279069], [98.30392441860465, 96.31322674418604, 117.71322674418604, 116.71787790697674], [116.71787790697674, 116.22020348837209, 98.30392441860465, 98.30392441860465]]}",c2,FALSE,3,"(5400, 7200)",0.032759578,0.656857301,0,0.005552471,0.315380344,1039.508728,149.7772714
37,SEFL_1C_EPM_37_2023-09-26 17-52-39.mkv,98,TRUE,0.5,50,1050,"{'xs': [[92.79556650246306, 114.93349753694582, 117.56896551724138, 93.84975369458128], [93.32266009852218, 115.98768472906404, 116.51477832512316, 94.90394088669952], [1.0812807881773407, 93.84975369458128, 93.32266009852218, 1.0812807881773407], [117.56896551724138, 212.44581280788177, 213.5, 115.98768472906404], [115.98768472906404, 93.32266009852218, 93.84975369458128, 117.56896551724138]], 'ys': [[0.2620639534883739, 0.7597383720930251, 98.30392441860465, 98.30392441860465], [116.22020348837209, 116.71787790697674, 213.26671511627907, 213.26671511627907], [98.8015988372093, 98.30392441860465, 116.22020348837209, 118.21090116279069], [98.30392441860465, 96.31322674418604, 117.71322674418604, 116.71787790697674], [116.71787790697674, 116.22020348837209, 98.30392441860465, 98.30392441860465]]}",c2,FALSE,3,"(5400, 7200)",0.390893948,0.485841199,0,0.023320378,0.128817324,1336.03039,192.501497
