Animal,File,Box,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,ROI_coordinates,bin,range(f),light,dark,Distance_px,Distance_in
13,ms13-16_2021-04-13 14-28-56.mkv,1,99,TRUE,0.9,50,1950,"{'xs': [[3.6429834905660385, 134.88826650943395, 136.66185141509433, 2.75619103773585], [2.75619103773585, 136.66185141509433, 136.66185141509433, 2.75619103773585]], 'ys': [[4.0383522727272405, 4.0383522727272405, 144.42471590909088, 141.19744318181816], [141.19744318181816, 144.42471590909088, 279.97017045454544, 279.97017045454544]]}",3,"(5400, 7200)",0.465852304,0.538034425,1421.25389,99.92732765
14,ms13-16_2021-04-13 14-28-56.mkv,2,99,TRUE,0.9,50,1950,"{'xs': [[0.9667369631901872, 136.94833205521473, 137.82563266871165, 2.7213381901840523], [2.7213381901840523, 137.82563266871165, 137.82563266871165, 2.7213381901840523]], 'ys': [[2.424715909090877, 4.0383522727272405, 141.19744318181816, 141.19744318181816], [141.19744318181816, 141.19744318181816, 279.97017045454544, 278.35653409090907]]}",3,"(5400, 7200)",0.29428096,0.70627429,1093.77533,78.5673475
15,ms13-16_2021-04-13 14-28-56.mkv,3,99,TRUE,0.9,50,1950,"{'xs': [[1.8565605590062113, 139.44662267080747, 135.91867236024845, 0.9745729813664598], [0.9745729813664598, 135.91867236024845, 137.68264751552795, 4.502523291925466]], 'ys': [[2.4440028901734, 2.4440028901734, 138.8833092485549, 140.5075867052023], [140.5075867052023, 138.8833092485549, 276.9468930635838, 275.3226156069364]]}",3,"(5400, 7200)",0.47695725,0.52415325,1813.08677,124.849963
16,ms13-16_2021-04-13 14-28-56.mkv,4,99,TRUE,0.9,50,1950,"{'xs': [[0.9908439490445882, 137.42396496815286, 135.640525477707, 3.666003184713378, 3.666003184713378], [3.666003184713378, 135.640525477707, 135.640525477707, 3.666003184713378]], 'ys': [[2.457236842105254, 2.457236842105254, 137.8782894736842, 139.50986842105263, 139.50986842105263], [139.50986842105263, 137.8782894736842, 274.93092105263156, 274.93092105263156]]}",3,"(5400, 7200)",0,1,688.618598,45.3139166
17,ms17-20_2021-04-14 15-57-09.mkv,1,99,TRUE,0.9,50,1950,"{'xs': [[2.7385481366459627, 136.8006599378882, 138.5646350931677, 1.8565605590062113], [1.8565605590062113, 138.5646350931677, 138.5646350931677, 3.6205357142857144, 3.6205357142857144]], 'ys': [[2.457236842105254, 5.720394736842096, 137.8782894736842, 142.77302631578945], [142.77302631578945, 137.8782894736842, 278.1940789473684, 276.5625, 276.5625]]}",3,"(5400, 7200)",0.37312604,0.62687396,1610.00972,112.744792
18,ms17-20_2021-04-14 15-57-09.mkv,2,99,TRUE,0.9,50,1950,"{'xs': [[0.9826061320754725, 134.88826650943395, 135.77505896226415, 0.9826061320754725], [0.9826061320754725, 135.77505896226415, 137.5486438679245, 2.75619103773585]], 'ys': [[2.431071428571408, 2.431071428571408, 138.27107142857142, 138.27107142857142], [138.27107142857142, 138.27107142857142, 280.57964285714286, 280.57964285714286]]}",3,"(5400, 7200)",0.19378123,0.8101055,1466.65982,100.712676
19,ms17-20_2021-04-14 15-57-09.mkv,3,99,TRUE,0.9,50,1950,"{'xs': [[0.9826061320754725, 137.5486438679245, 135.77505896226415, 0.9826061320754725], [0.9826061320754725, 135.77505896226415, 138.43543632075472, 2.75619103773585]], 'ys': [[2.457236842105254, 2.457236842105254, 139.50986842105263, 139.50986842105263], [139.50986842105263, 139.50986842105263, 276.5625, 274.93092105263156]]}",3,"(5400, 7200)",0.17934481,0.82065519,936.169375,61.610357
20,ms17-20_2021-04-14 15-57-09.mkv,4,99,TRUE,0.9,50,1950,"{'xs': [[2.7213381901840523, 139.58023389570553, 139.58023389570553, 4.475939417177917], [4.475939417177917, 139.58023389570553, 138.7029332822086, 4.475939417177917]], 'ys': [[2.4639705882352794, 2.4639705882352794, 138.19338235294117, 134.92279411764704], [134.92279411764704, 138.19338235294117, 273.9227941176471, 275.5580882352941]]}",3,"(5400, 7200)",0.32481954,0.67518046,1436.89225,91.2355987
21,ms21-24_2021-04-14 16-13-13.mkv,1,99,TRUE,0.9,50,1950,"{'xs': [[2.7385481366459627, 136.8006599378882, 138.5646350931677, 1.8565605590062113], [1.8565605590062113, 138.5646350931677, 138.5646350931677, 3.6205357142857144, 3.6205357142857144]], 'ys': [[2.457236842105254, 5.720394736842096, 137.8782894736842, 142.77302631578945], [142.77302631578945, 137.8782894736842, 278.1940789473684, 276.5625, 276.5625]]}",3,"(5400, 7200)",0.21876735,0.78234314,1390.52665,97.3749631
22,ms21-24_2021-04-14 16-13-13.mkv,2,99,TRUE,0.9,50,1950,"{'xs': [[0.9826061320754725, 134.88826650943395, 135.77505896226415, 0.9826061320754725], [0.9826061320754725, 135.77505896226415, 137.5486438679245, 2.75619103773585]], 'ys': [[2.431071428571408, 2.431071428571408, 138.27107142857142, 138.27107142857142], [138.27107142857142, 138.27107142857142, 280.57964285714286, 280.57964285714286]]}",3,"(5400, 7200)",0.36479733,0.63908939,1432.38976,98.3594182
23,ms21-24_2021-04-14 16-13-13.mkv,3,99,TRUE,0.9,50,1950,"{'xs': [[0.9826061320754725, 137.5486438679245, 135.77505896226415, 0.9826061320754725], [0.9826061320754725, 135.77505896226415, 138.43543632075472, 2.75619103773585]], 'ys': [[2.457236842105254, 2.457236842105254, 139.50986842105263, 139.50986842105263], [139.50986842105263, 139.50986842105263, 276.5625, 274.93092105263156]]}",3,"(5400, 7200)",0.20599667,0.79400333,1103.82939,72.6442505
24,ms21-24_2021-04-14 16-13-13.mkv,4,99,TRUE,0.9,50,1950,"{'xs': [[2.7213381901840523, 139.58023389570553, 139.58023389570553, 4.475939417177917], [4.475939417177917, 139.58023389570553, 138.7029332822086, 4.475939417177917]], 'ys': [[2.4639705882352794, 2.4639705882352794, 138.19338235294117, 134.92279411764704], [134.92279411764704, 138.19338235294117, 273.9227941176471, 275.5580882352941]]}",3,"(5400, 7200)",0.21543587,0.78456413,1201.27443,76.2750247
25,ms25-28_2021-04-14 16-27-47.mkv,1,99,TRUE,0.9,50,1950,"{'xs': [[2.7385481366459627, 136.8006599378882, 138.5646350931677, 1.8565605590062113], [1.8565605590062113, 138.5646350931677, 138.5646350931677, 3.6205357142857144, 3.6205357142857144]], 'ys': [[2.457236842105254, 5.720394736842096, 137.8782894736842, 142.77302631578945], [142.77302631578945, 137.8782894736842, 278.1940789473684, 276.5625, 276.5625]]}",3,"(5400, 7200)",0.45363687,0.54747363,1678.27441,117.525191
26,ms25-28_2021-04-14 16-27-47.mkv,2,99,TRUE,0.9,50,1950,"{'xs': [[0.9826061320754725, 134.88826650943395, 135.77505896226415, 0.9826061320754725], [0.9826061320754725, 135.77505896226415, 137.5486438679245, 2.75619103773585]], 'ys': [[2.431071428571408, 2.431071428571408, 138.27107142857142, 138.27107142857142], [138.27107142857142, 138.27107142857142, 280.57964285714286, 280.57964285714286]]}",3,"(5400, 7200)",0.18489728,0.81732371,1035.79776,71.1262166
27,ms25-28_2021-04-14 16-27-47.mkv,3,99,TRUE,0.9,50,1950,"{'xs': [[0.9826061320754725, 137.5486438679245, 135.77505896226415, 0.9826061320754725], [0.9826061320754725, 135.77505896226415, 138.43543632075472, 2.75619103773585]], 'ys': [[2.457236842105254, 2.457236842105254, 139.50986842105263, 139.50986842105263], [139.50986842105263, 139.50986842105263, 276.5625, 274.93092105263156]]}",3,"(5400, 7200)",0.52748473,0.47251527,1712.52849,112.703421
28,ms25-28_2021-04-14 16-27-47.mkv,4,99,TRUE,0.9,50,1950,"{'xs': [[2.7213381901840523, 139.58023389570553, 139.58023389570553, 4.475939417177917], [4.475939417177917, 139.58023389570553, 138.7029332822086, 4.475939417177917]], 'ys': [[2.4639705882352794, 2.4639705882352794, 138.19338235294117, 134.92279411764704], [134.92279411764704, 138.19338235294117, 273.9227941176471, 275.5580882352941]]}",3,"(5400, 7200)",0.27873404,0.72126596,1224.45755,77.7470389
29,ms29-32_2021-04-14 16-43-02.mkv,1,99,TRUE,0.9,50,1950,"{'xs': [[2.7385481366459627, 136.8006599378882, 138.5646350931677, 1.8565605590062113], [1.8565605590062113, 138.5646350931677, 138.5646350931677, 3.6205357142857144, 3.6205357142857144]], 'ys': [[2.457236842105254, 5.720394736842096, 137.8782894736842, 142.77302631578945], [142.77302631578945, 137.8782894736842, 278.1940789473684, 276.5625, 276.5625]]}",3,"(5400, 7200)",0.4952804,0.5047196,1345.97999,94.2554769
30,ms29-32_2021-04-14 16-43-02.mkv,2,99,TRUE,0.9,50,1950,"{'xs': [[0.9826061320754725, 134.88826650943395, 135.77505896226415, 0.9826061320754725], [0.9826061320754725, 135.77505896226415, 137.5486438679245, 2.75619103773585]], 'ys': [[2.431071428571408, 2.431071428571408, 138.27107142857142, 138.27107142857142], [138.27107142857142, 138.27107142857142, 280.57964285714286, 280.57964285714286]]}",3,"(5400, 7200)",0.26207662,0.73792338,1258.94495,86.4492999
31,ms29-32_2021-04-14 16-43-02.mkv,3,99,TRUE,0.9,50,1950,"{'xs': [[0.9826061320754725, 137.5486438679245, 135.77505896226415, 0.9826061320754725], [0.9826061320754725, 135.77505896226415, 138.43543632075472, 2.75619103773585]], 'ys': [[2.457236842105254, 2.457236842105254, 139.50986842105263, 139.50986842105263], [139.50986842105263, 139.50986842105263, 276.5625, 274.93092105263156]]}",3,"(5400, 7200)",0.05441421,0.94614103,1177.00707,77.4601563
32,ms29-32_2021-04-14 16-43-02.mkv,4,99,TRUE,0.9,50,1950,"{'xs': [[2.7213381901840523, 139.58023389570553, 139.58023389570553, 4.475939417177917], [4.475939417177917, 139.58023389570553, 138.7029332822086, 4.475939417177917]], 'ys': [[2.4639705882352794, 2.4639705882352794, 138.19338235294117, 134.92279411764704], [134.92279411764704, 138.19338235294117, 273.9227941176471, 275.5580882352941]]}",3,"(5400, 7200)",0.38700722,0.61576902,1714.81868,108.882561
33,ms33-36_2021-04-14 16-58-15.mkv,1,99,TRUE,0.9,50,1950,"{'xs': [[2.7385481366459627, 136.8006599378882, 138.5646350931677, 1.8565605590062113], [1.8565605590062113, 138.5646350931677, 138.5646350931677, 3.6205357142857144, 3.6205357142857144]], 'ys': [[2.457236842105254, 5.720394736842096, 137.8782894736842, 142.77302631578945], [142.77302631578945, 137.8782894736842, 278.1940789473684, 276.5625, 276.5625]]}",3,"(5400, 7200)",0.33536924,0.66518601,1260.64317,88.2795613
34,ms33-36_2021-04-14 16-58-15.mkv,2,99,TRUE,0.9,50,1950,"{'xs': [[0.9826061320754725, 134.88826650943395, 135.77505896226415, 0.9826061320754725], [0.9826061320754725, 135.77505896226415, 137.5486438679245, 2.75619103773585]], 'ys': [[2.431071428571408, 2.431071428571408, 138.27107142857142, 138.27107142857142], [138.27107142857142, 138.27107142857142, 280.57964285714286, 280.57964285714286]]}",3,"(5400, 7200)",0.32037757,0.68017768,1139.63992,78.2568559
35,ms33-36_2021-04-14 16-58-15.mkv,3,99,TRUE,0.9,50,1950,"{'xs': [[0.9826061320754725, 137.5486438679245, 135.77505896226415, 0.9826061320754725], [0.9826061320754725, 135.77505896226415, 138.43543632075472, 2.75619103773585]], 'ys': [[2.457236842105254, 2.457236842105254, 139.50986842105263, 139.50986842105263], [139.50986842105263, 139.50986842105263, 276.5625, 274.93092105263156]]}",3,"(5400, 7200)",0.03331483,0.96724042,806.903559,53.1032286
36,ms33-36_2021-04-14 16-58-15.mkv,4,99,TRUE,0.9,50,1950,"{'xs': [[2.7213381901840523, 139.58023389570553, 139.58023389570553, 4.475939417177917], [4.475939417177917, 139.58023389570553, 138.7029332822086, 4.475939417177917]], 'ys': [[2.4639705882352794, 2.4639705882352794, 138.19338235294117, 134.92279411764704], [134.92279411764704, 138.19338235294117, 273.9227941176471, 275.5580882352941]]}",3,"(5400, 7200)",0.19877846,0.80177679,1047.04864,66.4824446
5,ms5-8_2021-04-13 13-58-22.mkv,1,99,TRUE,0.9,50,1950,"{'xs': [[3.6429834905660385, 134.88826650943395, 136.66185141509433, 2.75619103773585], [2.75619103773585, 136.66185141509433, 136.66185141509433, 2.75619103773585]], 'ys': [[4.0383522727272405, 4.0383522727272405, 144.42471590909088, 141.19744318181816], [141.19744318181816, 144.42471590909088, 279.97017045454544, 279.97017045454544]]}",3,"(5400, 7200)",0.205441421,0.797890061,1211.476775,85.17805124
6,ms5-8_2021-04-13 13-58-22.mkv,2,99,TRUE,0.9,50,1950,"{'xs': [[0.9667369631901872, 136.94833205521473, 137.82563266871165, 2.7213381901840523], [2.7213381901840523, 137.82563266871165, 137.82563266871165, 2.7213381901840523]], 'ys': [[2.424715909090877, 4.0383522727272405, 141.19744318181816, 141.19744318181816], [141.19744318181816, 141.19744318181816, 279.97017045454544, 278.35653409090907]]}",3,"(5400, 7200)",0.31260411,0.68739589,1725.29695,123.930392
7,ms5-8_2021-04-13 13-58-22.mkv,3,99,TRUE,0.9,50,1950,"{'xs': [[1.8565605590062113, 139.44662267080747, 135.91867236024845, 0.9745729813664598], [0.9745729813664598, 135.91867236024845, 137.68264751552795, 4.502523291925466]], 'ys': [[2.4440028901734, 2.4440028901734, 138.8833092485549, 140.5075867052023], [140.5075867052023, 138.8833092485549, 276.9468930635838, 275.3226156069364]]}",3,"(5400, 7200)",0.42420877,0.57912271,1209.92466,83.3159515
8,ms5-8_2021-04-13 13-58-22.mkv,4,99,TRUE,0.9,50,1950,"{'xs': [[0.9908439490445882, 137.42396496815286, 135.640525477707, 3.666003184713378, 3.666003184713378], [3.666003184713378, 135.640525477707, 135.640525477707, 3.666003184713378]], 'ys': [[2.457236842105254, 2.457236842105254, 137.8782894736842, 139.50986842105263, 139.50986842105263], [139.50986842105263, 137.8782894736842, 274.93092105263156, 274.93092105263156]]}",3,"(5400, 7200)",0.43087174,0.56968351,1280.53989,84.2647553
9,ms9-12_2021-04-13 14-14-01.mkv,1,99,TRUE,0.9,50,1950,"{'xs': [[3.6429834905660385, 134.88826650943395, 136.66185141509433, 2.75619103773585], [2.75619103773585, 136.66185141509433, 136.66185141509433, 2.75619103773585]], 'ys': [[4.0383522727272405, 4.0383522727272405, 144.42471590909088, 141.19744318181816], [141.19744318181816, 144.42471590909088, 279.97017045454544, 279.97017045454544]]}",3,"(5400, 7200)",0.162132149,0.840644087,1122.959858,78.9544911
10,ms9-12_2021-04-13 14-14-01.mkv,2,99,TRUE,0.9,50,1950,"{'xs': [[0.9667369631901872, 136.94833205521473, 137.82563266871165, 2.7213381901840523], [2.7213381901840523, 137.82563266871165, 137.82563266871165, 2.7213381901840523]], 'ys': [[2.424715909090877, 4.0383522727272405, 141.19744318181816, 141.19744318181816], [141.19744318181816, 141.19744318181816, 279.97017045454544, 278.35653409090907]]}",3,"(5400, 7200)",0.39200444,0.61410328,1526.3051,109.636541
11,ms9-12_2021-04-13 14-14-01.mkv,3,99,TRUE,0.9,50,1950,"{'xs': [[1.8565605590062113, 139.44662267080747, 135.91867236024845, 0.9745729813664598], [0.9745729813664598, 135.91867236024845, 137.68264751552795, 4.502523291925466]], 'ys': [[2.4440028901734, 2.4440028901734, 138.8833092485549, 140.5075867052023], [140.5075867052023, 138.8833092485549, 276.9468930635838, 275.3226156069364]]}",3,"(5400, 7200)",0.05830094,0.94169906,959.847352,66.0955165
12,ms9-12_2021-04-13 14-14-01.mkv,4,99,TRUE,0.9,50,1950,"{'xs': [[0.9908439490445882, 137.42396496815286, 135.640525477707, 3.666003184713378, 3.666003184713378], [3.666003184713378, 135.640525477707, 135.640525477707, 3.666003184713378]], 'ys': [[2.457236842105254, 2.457236842105254, 137.8782894736842, 139.50986842105263, 139.50986842105263], [139.50986842105263, 137.8782894736842, 274.93092105263156, 274.93092105263156]]}",3,"(5400, 7200)",0.29539145,0.70627429,1427.7574,93.9522692
1,ms1-4_2021-04-13 13-42-00.mkv,1,99,TRUE,0.9,50,1950,"{'xs': [[3.6429834905660385, 134.88826650943395, 136.66185141509433, 2.75619103773585], [2.75619103773585, 136.66185141509433, 136.66185141509433, 2.75619103773585]], 'ys': [[4.0383522727272405, 4.0383522727272405, 144.42471590909088, 141.19744318181816], [141.19744318181816, 144.42471590909088, 279.97017045454544, 279.97017045454544]]}",4,"(7200, 9000)",0.116046641,0.884508606,1092.270151,76.79672014
2,ms1-4_2021-04-13 13-42-00.mkv,2,99,TRUE,0.9,50,1950,"{'xs': [[0.9667369631901872, 136.94833205521473, 137.82563266871165, 2.7213381901840523], [2.7213381901840523, 137.82563266871165, 137.82563266871165, 2.7213381901840523]], 'ys': [[2.424715909090877, 4.0383522727272405, 141.19744318181816, 141.19744318181816], [141.19744318181816, 141.19744318181816, 279.97017045454544, 278.35653409090907]]}",4,"(7200, 9000)",0,1,877.752937,63.0501696
3,ms1-4_2021-04-13 13-42-00.mkv,3,99,TRUE,0.9,50,1950,"{'xs': [[1.8565605590062113, 139.44662267080747, 135.91867236024845, 0.9745729813664598], [0.9745729813664598, 135.91867236024845, 137.68264751552795, 4.502523291925466]], 'ys': [[2.4440028901734, 2.4440028901734, 138.8833092485549, 140.5075867052023], [140.5075867052023, 138.8833092485549, 276.9468930635838, 275.3226156069364]]}",4,"(7200, 9000)",0.15380344,0.84619656,1017.67587,70.0776143
4,ms1-4_2021-04-13 13-42-00.mkv,4,99,TRUE,0.9,50,1950,"{'xs': [[0.9908439490445882, 137.42396496815286, 135.640525477707, 3.666003184713378, 3.666003184713378], [3.666003184713378, 135.640525477707, 135.640525477707, 3.666003184713378]], 'ys': [[2.457236842105254, 2.457236842105254, 137.8782894736842, 139.50986842105263, 139.50986842105263], [139.50986842105263, 137.8782894736842, 274.93092105263156, 274.93092105263156]]}",4,"(7200, 9000)",0.28317601,0.71682399,1023.47937,67.3491235
13,ms13-16_2021-04-13 14-28-56.mkv,1,99,TRUE,0.9,50,1950,"{'xs': [[3.6429834905660385, 134.88826650943395, 136.66185141509433, 2.75619103773585], [2.75619103773585, 136.66185141509433, 136.66185141509433, 2.75619103773585]], 'ys': [[4.0383522727272405, 4.0383522727272405, 144.42471590909088, 141.19744318181816], [141.19744318181816, 144.42471590909088, 279.97017045454544, 279.97017045454544]]}",4,"(7200, 9000)",0.005552471,0.997779012,847.028895,59.55398574
14,ms13-16_2021-04-13 14-28-56.mkv,2,99,TRUE,0.9,50,1950,"{'xs': [[0.9667369631901872, 136.94833205521473, 137.82563266871165, 2.7213381901840523], [2.7213381901840523, 137.82563266871165, 137.82563266871165, 2.7213381901840523]], 'ys': [[2.424715909090877, 4.0383522727272405, 141.19744318181816, 141.19744318181816], [141.19744318181816, 141.19744318181816, 279.97017045454544, 278.35653409090907]]}",4,"(7200, 9000)",0,1,877.47754,63.0303875
15,ms13-16_2021-04-13 14-28-56.mkv,3,99,TRUE,0.9,50,1950,"{'xs': [[1.8565605590062113, 139.44662267080747, 135.91867236024845, 0.9745729813664598], [0.9745729813664598, 135.91867236024845, 137.68264751552795, 4.502523291925466]], 'ys': [[2.4440028901734, 2.4440028901734, 138.8833092485549, 140.5075867052023], [140.5075867052023, 138.8833092485549, 276.9468930635838, 275.3226156069364]]}",4,"(7200, 9000)",0.4858412,0.51526929,1710.12533,117.759992
16,ms13-16_2021-04-13 14-28-56.mkv,4,99,TRUE,0.9,50,1950,"{'xs': [[0.9908439490445882, 137.42396496815286, 135.640525477707, 3.666003184713378, 3.666003184713378], [3.666003184713378, 135.640525477707, 135.640525477707, 3.666003184713378]], 'ys': [[2.457236842105254, 2.457236842105254, 137.8782894736842, 139.50986842105263, 139.50986842105263], [139.50986842105263, 137.8782894736842, 274.93092105263156, 274.93092105263156]]}",4,"(7200, 9000)",0.11549139,0.88506385,1152.46717,75.8370472
17,ms17-20_2021-04-14 15-57-09.mkv,1,99,TRUE,0.9,50,1950,"{'xs': [[2.7385481366459627, 136.8006599378882, 138.5646350931677, 1.8565605590062113], [1.8565605590062113, 138.5646350931677, 138.5646350931677, 3.6205357142857144, 3.6205357142857144]], 'ys': [[2.457236842105254, 5.720394736842096, 137.8782894736842, 142.77302631578945], [142.77302631578945, 137.8782894736842, 278.1940789473684, 276.5625, 276.5625]]}",4,"(7200, 9000)",0.16990561,0.83453637,1610.36365,112.769577
18,ms17-20_2021-04-14 15-57-09.mkv,2,99,TRUE,0.9,50,1950,"{'xs': [[0.9826061320754725, 134.88826650943395, 135.77505896226415, 0.9826061320754725], [0.9826061320754725, 135.77505896226415, 137.5486438679245, 2.75619103773585]], 'ys': [[2.431071428571408, 2.431071428571408, 138.27107142857142, 138.27107142857142], [138.27107142857142, 138.27107142857142, 280.57964285714286, 280.57964285714286]]}",4,"(7200, 9000)",0.58411993,0.41921155,1728.97997,118.725691
19,ms17-20_2021-04-14 15-57-09.mkv,3,99,TRUE,0.9,50,1950,"{'xs': [[0.9826061320754725, 137.5486438679245, 135.77505896226415, 0.9826061320754725], [0.9826061320754725, 135.77505896226415, 138.43543632075472, 2.75619103773585]], 'ys': [[2.457236842105254, 2.457236842105254, 139.50986842105263, 139.50986842105263], [139.50986842105263, 139.50986842105263, 276.5625, 274.93092105263156]]}",4,"(7200, 9000)",0.43475847,0.570794,1508.27762,99.2614424
20,ms17-20_2021-04-14 15-57-09.mkv,4,99,TRUE,0.9,50,1950,"{'xs': [[2.7213381901840523, 139.58023389570553, 139.58023389570553, 4.475939417177917], [4.475939417177917, 139.58023389570553, 138.7029332822086, 4.475939417177917]], 'ys': [[2.4639705882352794, 2.4639705882352794, 138.19338235294117, 134.92279411764704], [134.92279411764704, 138.19338235294117, 273.9227941176471, 275.5580882352941]]}",4,"(7200, 9000)",0.143809,0.85674625,1232.9018,78.2832073
21,ms21-24_2021-04-14 16-13-13.mkv,1,99,TRUE,0.9,50,1950,"{'xs': [[2.7385481366459627, 136.8006599378882, 138.5646350931677, 1.8565605590062113], [1.8565605590062113, 138.5646350931677, 138.5646350931677, 3.6205357142857144, 3.6205357142857144]], 'ys': [[2.457236842105254, 5.720394736842096, 137.8782894736842, 142.77302631578945], [142.77302631578945, 137.8782894736842, 278.1940789473684, 276.5625, 276.5625]]}",4,"(7200, 9000)",0,1,735.088724,51.4763508
22,ms21-24_2021-04-14 16-13-13.mkv,2,99,TRUE,0.9,50,1950,"{'xs': [[0.9826061320754725, 134.88826650943395, 135.77505896226415, 0.9826061320754725], [0.9826061320754725, 135.77505896226415, 137.5486438679245, 2.75619103773585]], 'ys': [[2.431071428571408, 2.431071428571408, 138.27107142857142, 138.27107142857142], [138.27107142857142, 138.27107142857142, 280.57964285714286, 280.57964285714286]]}",4,"(7200, 9000)",0.32148806,0.67851194,1290.15815,88.59265
23,ms21-24_2021-04-14 16-13-13.mkv,3,99,TRUE,0.9,50,1950,"{'xs': [[0.9826061320754725, 137.5486438679245, 135.77505896226415, 0.9826061320754725], [0.9826061320754725, 135.77505896226415, 138.43543632075472, 2.75619103773585]], 'ys': [[2.457236842105254, 2.457236842105254, 139.50986842105263, 139.50986842105263], [139.50986842105263, 139.50986842105263, 276.5625, 274.93092105263156]]}",4,"(7200, 9000)",0.20655192,0.79455858,1381.48589,90.9171368
24,ms21-24_2021-04-14 16-13-13.mkv,4,99,TRUE,0.9,50,1950,"{'xs': [[2.7213381901840523, 139.58023389570553, 139.58023389570553, 4.475939417177917], [4.475939417177917, 139.58023389570553, 138.7029332822086, 4.475939417177917]], 'ys': [[2.4639705882352794, 2.4639705882352794, 138.19338235294117, 134.92279411764704], [134.92279411764704, 138.19338235294117, 273.9227941176471, 275.5580882352941]]}",4,"(7200, 9000)",0.41921155,0.58078845,1278.40362,81.1723494
25,ms25-28_2021-04-14 16-27-47.mkv,1,99,TRUE,0.9,50,1950,"{'xs': [[2.7385481366459627, 136.8006599378882, 138.5646350931677, 1.8565605590062113], [1.8565605590062113, 138.5646350931677, 138.5646350931677, 3.6205357142857144, 3.6205357142857144]], 'ys': [[2.457236842105254, 5.720394736842096, 137.8782894736842, 142.77302631578945], [142.77302631578945, 137.8782894736842, 278.1940789473684, 276.5625, 276.5625]]}",4,"(7200, 9000)",0.33148251,0.68406441,1170.32101,81.9545352
26,ms25-28_2021-04-14 16-27-47.mkv,2,99,TRUE,0.9,50,1950,"{'xs': [[0.9826061320754725, 134.88826650943395, 135.77505896226415, 0.9826061320754725], [0.9826061320754725, 135.77505896226415, 137.5486438679245, 2.75619103773585]], 'ys': [[2.431071428571408, 2.431071428571408, 138.27107142857142, 138.27107142857142], [138.27107142857142, 138.27107142857142, 280.57964285714286, 280.57964285714286]]}",4,"(7200, 9000)",0.21099389,0.7901166,1081.6279,74.2732835
27,ms25-28_2021-04-14 16-27-47.mkv,3,99,TRUE,0.9,50,1950,"{'xs': [[0.9826061320754725, 137.5486438679245, 135.77505896226415, 0.9826061320754725], [0.9826061320754725, 135.77505896226415, 138.43543632075472, 2.75619103773585]], 'ys': [[2.457236842105254, 2.457236842105254, 139.50986842105263, 139.50986842105263], [139.50986842105263, 139.50986842105263, 276.5625, 274.93092105263156]]}",4,"(7200, 9000)",0.50916158,0.49139367,1585.5113,104.344278
28,ms25-28_2021-04-14 16-27-47.mkv,4,99,TRUE,0.9,50,1950,"{'xs': [[2.7213381901840523, 139.58023389570553, 139.58023389570553, 4.475939417177917], [4.475939417177917, 139.58023389570553, 138.7029332822086, 4.475939417177917]], 'ys': [[2.4639705882352794, 2.4639705882352794, 138.19338235294117, 134.92279411764704], [134.92279411764704, 138.19338235294117, 273.9227941176471, 275.5580882352941]]}",4,"(7200, 9000)",0.21765686,0.78345364,1049.71013,66.6514363
29,ms29-32_2021-04-14 16-43-02.mkv,1,99,TRUE,0.9,50,1950,"{'xs': [[2.7385481366459627, 136.8006599378882, 138.5646350931677, 1.8565605590062113], [1.8565605590062113, 138.5646350931677, 138.5646350931677, 3.6205357142857144, 3.6205357142857144]], 'ys': [[2.457236842105254, 5.720394736842096, 137.8782894736842, 142.77302631578945], [142.77302631578945, 137.8782894736842, 278.1940789473684, 276.5625, 276.5625]]}",4,"(7200, 9000)",0.1038312,0.89672404,1138.89309,79.7537198
30,ms29-32_2021-04-14 16-43-02.mkv,2,99,TRUE,0.9,50,1950,"{'xs': [[0.9826061320754725, 134.88826650943395, 135.77505896226415, 0.9826061320754725], [0.9826061320754725, 135.77505896226415, 137.5486438679245, 2.75619103773585]], 'ys': [[2.431071428571408, 2.431071428571408, 138.27107142857142, 138.27107142857142], [138.27107142857142, 138.27107142857142, 280.57964285714286, 280.57964285714286]]}",4,"(7200, 9000)",0.35924486,0.64464187,1363.62274,93.6373203
31,ms29-32_2021-04-14 16-43-02.mkv,3,99,TRUE,0.9,50,1950,"{'xs': [[0.9826061320754725, 137.5486438679245, 135.77505896226415, 0.9826061320754725], [0.9826061320754725, 135.77505896226415, 138.43543632075472, 2.75619103773585]], 'ys': [[2.457236842105254, 2.457236842105254, 139.50986842105263, 139.50986842105263], [139.50986842105263, 139.50986842105263, 276.5625, 274.93092105263156]]}",4,"(7200, 9000)",0.17601333,0.82454192,895.981237,58.9655306
32,ms29-32_2021-04-14 16-43-02.mkv,4,99,TRUE,0.9,50,1950,"{'xs': [[2.7213381901840523, 139.58023389570553, 139.58023389570553, 4.475939417177917], [4.475939417177917, 139.58023389570553, 138.7029332822086, 4.475939417177917]], 'ys': [[2.4639705882352794, 2.4639705882352794, 138.19338235294117, 134.92279411764704], [134.92279411764704, 138.19338235294117, 273.9227941176471, 275.5580882352941]]}",4,"(7200, 9000)",0.64353137,0.35813437,1381.60481,87.7251179
