Animal,testnum,File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,bin,range(f),DstFrmCnt_in,Distance_px,Distance_in
9,5,SEFL_10K6b_OF5_09_2023-10-04 12-45-31.mkv,98,TRUE,0.2,25,900,3,"(5400, 7200)",7.979209262,1011.01011,117.2614967
9,5,SEFL_10K6b_OF5_09_2023-10-04 12-45-31.mkv,98,TRUE,0.2,25,900,4,"(7200, 9000)",7.719151213,1008.105265,116.9245798
10,2,SEFL_10K6B_OF_10_2023-09-29 17-22-26.mkv,98,TRUE,0.2,25,900,0,"(0, 1800)",8.095433224,3114.390246,366.3376072
10,2,SEFL_10K6B_OF_10_2023-09-29 17-22-26.mkv,98,TRUE,0.2,25,900,1,"(1800, 3600)",7.625367155,2087.966938,245.6021088
10,2,SEFL_10K6B_OF_10_2023-09-29 17-22-26.mkv,98,TRUE,0.2,25,900,2,"(3600, 5400)",7.899754816,1627.003467,191.3801772
10,2,SEFL_10K6B_OF_10_2023-09-29 17-22-26.mkv,98,TRUE,0.2,25,900,3,"(5400, 7200)",8.229750065,1336.473238,157.2058636
10,2,SEFL_10K6B_OF_10_2023-09-29 17-22-26.mkv,98,TRUE,0.2,25,900,4,"(7200, 9000)",7.641981192,1223.435944,143.9095813
10,5,SEFL_10K6b_OF5_10_2023-10-04 12-53-02.mkv,98,TRUE,0.2,25,900,0,"(0, 1800)",8.252941443,1394.361617,161.7243276
10,5,SEFL_10K6b_OF5_10_2023-10-04 12-53-02.mkv,98,TRUE,0.2,25,900,1,"(1800, 3600)",8.147507373,830.4462456,96.31888818
10,5,SEFL_10K6b_OF5_10_2023-10-04 12-53-02.mkv,98,TRUE,0.2,25,900,2,"(3600, 5400)",7.969936863,579.2390343,67.18274671
10,5,SEFL_10K6b_OF5_10_2023-10-04 12-53-02.mkv,98,TRUE,0.2,25,900,3,"(5400, 7200)",8.032894495,1010.628552,117.2172419
10,5,SEFL_10K6b_OF5_10_2023-10-04 12-53-02.mkv,98,TRUE,0.2,25,900,4,"(7200, 9000)",7.83935513,523.831498,60.75633161
11,2,SEFL_10K6B_OF_11_2023-09-29 17-34-04.mkv,98,TRUE,0.2,25,900,0,"(0, 1800)",7.780187197,2255.309765,265.2862094
11,2,SEFL_10K6B_OF_11_2023-09-29 17-34-04.mkv,98,TRUE,0.2,25,900,1,"(1800, 3600)",7.768909898,1312.84889,154.426993
11,2,SEFL_10K6B_OF_11_2023-09-29 17-34-04.mkv,98,TRUE,0.2,25,900,2,"(3600, 5400)",7.833362055,1436.268637,168.9445362
11,2,SEFL_10K6B_OF_11_2023-09-29 17-34-04.mkv,98,TRUE,0.2,25,900,3,"(5400, 7200)",7.90439945,1772.548228,208.500228
11,2,SEFL_10K6B_OF_11_2023-09-29 17-34-04.mkv,98,TRUE,0.2,25,900,4,"(7200, 9000)",7.425831429,1346.955835,158.4389041
11,5,SEFL_10K6b_OF5_11_2023-10-04 13-08-26.mkv,98,TRUE,0.2,25,900,0,"(0, 1800)",8.365498779,1076.328886,124.837462
11,5,SEFL_10K6b_OF5_11_2023-10-04 13-08-26.mkv,98,TRUE,0.2,25,900,1,"(1800, 3600)",7.812416711,1160.710402,134.6244095
11,5,SEFL_10K6b_OF5_11_2023-10-04 13-08-26.mkv,98,TRUE,0.2,25,900,2,"(3600, 5400)",8.079964612,711.4361429,82.51556154
11,5,SEFL_10K6b_OF5_11_2023-10-04 13-08-26.mkv,98,TRUE,0.2,25,900,3,"(5400, 7200)",7.842674375,688.6120753,79.8683236
11,5,SEFL_10K6b_OF5_11_2023-10-04 13-08-26.mkv,98,TRUE,0.2,25,900,4,"(7200, 9000)",7.905618229,521.3244192,60.46554934
12,3,SEFL_10K6B_OF_12_2023-10-01 14-40-57.mkv,98,TRUE,0.2,25,900,0,"(0, 1800)",7.868108836,2136.634404,254.0428891
12,3,SEFL_10K6B_OF_12_2023-10-01 14-40-57.mkv,98,TRUE,0.2,25,900,1,"(1800, 3600)",7.444138383,1611.891689,191.6517027
12,3,SEFL_10K6B_OF_12_2023-10-01 14-40-57.mkv,98,TRUE,0.2,25,900,2,"(3600, 5400)",7.514847058,1237.674545,147.1577994
12,3,SEFL_10K6B_OF_12_2023-10-01 14-40-57.mkv,98,TRUE,0.2,25,900,3,"(5400, 7200)",6.639981832,588.5634544,69.97938444
12,3,SEFL_10K6B_OF_12_2023-10-01 14-40-57.mkv,98,TRUE,0.2,25,900,4,"(7200, 9000)",6.884538862,1196.155269,142.2212147
