Animal,testnum,File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,ROI_coordinates,ROI_location,ROI_transition,bin,range(f),light,dark,Distance_px,Distance_in
2,1,SEFL_10K6b_LD1_01_02_03_04_2023-09-27 13-10-25.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.60144927536232, 104.94927536231884, 102.62318840579711, 4.927536231884059], [4.927536231884059, 1.8260869565217406, 103.39855072463769, 102.62318840579711]], 'ys': [[1.1603448275862007, 1.6568965517241316, 109.9051724137931, 108.91206896551724], [108.91206896551724, 212.69137931034481, 214.18103448275863, 109.9051724137931]]}",dark,FALSE,0,"(0, 1800)",0.517490283,0.488062188,1487.888866,148.921054
2,1,SEFL_10K6b_LD1_01_02_03_04_2023-09-27 13-10-25.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.60144927536232, 104.94927536231884, 102.62318840579711, 4.927536231884059], [4.927536231884059, 1.8260869565217406, 103.39855072463769, 102.62318840579711]], 'ys': [[1.1603448275862007, 1.6568965517241316, 109.9051724137931, 108.91206896551724], [108.91206896551724, 212.69137931034481, 214.18103448275863, 109.9051724137931]]}",dark,FALSE,1,"(1800, 3600)",0.425874514,0.576346474,1443.932041,144.5214669
2,1,SEFL_10K6b_LD1_01_02_03_04_2023-09-27 13-10-25.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.60144927536232, 104.94927536231884, 102.62318840579711, 4.927536231884059], [4.927536231884059, 1.8260869565217406, 103.39855072463769, 102.62318840579711]], 'ys': [[1.1603448275862007, 1.6568965517241316, 109.9051724137931, 108.91206896551724], [108.91206896551724, 212.69137931034481, 214.18103448275863, 109.9051724137931]]}",dark,FALSE,2,"(3600, 5400)",0.163242643,0.836757357,1202.594863,120.3663114
2,1,SEFL_10K6b_LD1_01_02_03_04_2023-09-27 13-10-25.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.60144927536232, 104.94927536231884, 102.62318840579711, 4.927536231884059], [4.927536231884059, 1.8260869565217406, 103.39855072463769, 102.62318840579711]], 'ys': [[1.1603448275862007, 1.6568965517241316, 109.9051724137931, 108.91206896551724], [108.91206896551724, 212.69137931034481, 214.18103448275863, 109.9051724137931]]}",dark,FALSE,3,"(5400, 7200)",0.302054414,0.697945586,1201.231496,120.2298536
2,1,SEFL_10K6b_LD1_01_02_03_04_2023-09-27 13-10-25.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.60144927536232, 104.94927536231884, 102.62318840579711, 4.927536231884059], [4.927536231884059, 1.8260869565217406, 103.39855072463769, 102.62318840579711]], 'ys': [[1.1603448275862007, 1.6568965517241316, 109.9051724137931, 108.91206896551724], [108.91206896551724, 212.69137931034481, 214.18103448275863, 109.9051724137931]]}",dark,FALSE,4,"(7200, 9000)",0.27040533,0.730149917,965.3001016,96.61575665
2,4,SEFL_10K6b_LD4_01_02_03_2023-10-02 12-29-16.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.5982658959537595, 119.10115606936417, 118.40173410404624, 2.2976878612716787], [2.2976878612716787, 118.40173410404624, 117.70231213872832, 0.8988439306358402]], 'ys': [[2.9130396110056753, 2.4329637096774017, 128.212849857685, 128.69292575901326], [128.69292575901326, 128.212849857685, 250.63220469639467, 251.11228059772296]]}",light,FALSE,0,"(0, 1800)",0.456413104,0.547473626,1580.946478,136.3663712
2,4,SEFL_10K6b_LD4_01_02_03_2023-10-02 12-29-16.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.5982658959537595, 119.10115606936417, 118.40173410404624, 2.2976878612716787], [2.2976878612716787, 118.40173410404624, 117.70231213872832, 0.8988439306358402]], 'ys': [[2.9130396110056753, 2.4329637096774017, 128.212849857685, 128.69292575901326], [128.69292575901326, 128.212849857685, 250.63220469639467, 251.11228059772296]]}",light,FALSE,1,"(1800, 3600)",0,1,828.940204,71.50119823
2,4,SEFL_10K6b_LD4_01_02_03_2023-10-02 12-29-16.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.5982658959537595, 119.10115606936417, 118.40173410404624, 2.2976878612716787], [2.2976878612716787, 118.40173410404624, 117.70231213872832, 0.8988439306358402]], 'ys': [[2.9130396110056753, 2.4329637096774017, 128.212849857685, 128.69292575901326], [128.69292575901326, 128.212849857685, 250.63220469639467, 251.11228059772296]]}",light,FALSE,2,"(3600, 5400)",0.322598556,0.677401444,1217.880816,105.0497216
2,4,SEFL_10K6b_LD4_01_02_03_2023-10-02 12-29-16.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.5982658959537595, 119.10115606936417, 118.40173410404624, 2.2976878612716787], [2.2976878612716787, 118.40173410404624, 117.70231213872832, 0.8988439306358402]], 'ys': [[2.9130396110056753, 2.4329637096774017, 128.212849857685, 128.69292575901326], [128.69292575901326, 128.212849857685, 250.63220469639467, 251.11228059772296]]}",light,FALSE,3,"(5400, 7200)",0.010549695,0.993337035,670.9582163,57.87427874
2,4,SEFL_10K6b_LD4_01_02_03_2023-10-02 12-29-16.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.5982658959537595, 119.10115606936417, 118.40173410404624, 2.2976878612716787], [2.2976878612716787, 118.40173410404624, 117.70231213872832, 0.8988439306358402]], 'ys': [[2.9130396110056753, 2.4329637096774017, 128.212849857685, 128.69292575901326], [128.69292575901326, 128.212849857685, 250.63220469639467, 251.11228059772296]]}",light,FALSE,4,"(7200, 9000)",0.208333333,0.791666667,1004.800098,86.67019726
