Region,Cell,HM4D,SpikeT_ms_chunked,SpikeT_sec_chunked,RecordChunk,SpikeT_sec
vCA1,231101_cell3,pos,528096.1875,528.0961875,1,2328.096188
vCA1,231101_cell3,pos,531340.5,531.3405,1,2331.3405
vCA1,231101_cell3,pos,534022.3125,534.0223125,1,2334.022313
vCA1,231101_cell3,pos,538784.125,538.784125,1,2338.784125
vCA1,231101_cell3,pos,544362,544.362,1,2344.362
vCA1,231101_cell3,pos,548073.8125,548.0738125,1,2348.073813
vCA1,231101_cell3,pos,552015.5,552.0155,1,2352.0155
vCA1,231101_cell3,pos,562379.8125,562.3798125,1,2362.379813
vCA1,231101_cell3,pos,568768.8125,568.7688125,1,2368.768813
vCA1,231101_cell3,pos,572373.5,572.3735,1,2372.3735
vCA1,231101_cell3,pos,581792,581.792,1,2381.792
vCA1,231101_cell3,pos,589818.875,589.818875,1,2389.818875
vCA1,231101_cell3,pos,591827.8125,591.8278125,1,2391.827813
vCA1,231101_cell3,pos,594764.3125,594.7643125,1,2394.764313
vCA1,231101_cell3,pos,601618.875,601.618875,1,2401.618875
vCA1,231101_cell3,pos,603299,603.299,1,2403.299
vCA1,231101_cell3,pos,608221.5,608.2215,1,2408.2215
vCA1,231101_cell3,pos,612812.1875,612.8121875,1,2412.812188
vCA1,231101_cell3,pos,616908.3125,616.9083125,1,2416.908313
vCA1,231101_cell3,pos,622750.3125,622.7503125,1,2422.750313
vCA1,231101_cell3,pos,627695.875,627.695875,1,2427.695875
vCA1,231101_cell3,pos,634551.875,634.551875,1,2434.551875
vCA1,231101_cell3,pos,639446.8125,639.4468125,1,2439.446813
vCA1,231101_cell3,pos,642585.375,642.585375,1,2442.585375
vCA1,231101_cell3,pos,645808.875,645.808875,1,2445.808875
vCA1,231101_cell3,pos,650506.125,650.506125,1,2450.506125
vCA1,231101_cell3,pos,653095.6875,653.0956875,1,2453.095688
vCA1,231101_cell3,pos,659726.3125,659.7263125,1,2459.726313
vCA1,231101_cell3,pos,662428.3125,662.4283125,1,2462.428313
vCA1,231101_cell3,pos,676659.5,676.6595,1,2476.6595
vCA1,231101_cell3,pos,707690.125,707.690125,1,2507.690125
vCA1,231101_cell3,pos,708478.125,708.478125,1,2508.478125
vCA1,231101_cell3,pos,711990.5,711.9905,1,2511.9905
vCA1,231101_cell3,pos,715996.375,715.996375,1,2515.996375
vCA1,231101_cell3,pos,728176.625,728.176625,1,2528.176625
vCA1,231101_cell3,pos,731886.875,731.886875,1,2531.886875
vCA1,231101_cell3,pos,734224.375,734.224375,1,2534.224375
vCA1,231101_cell3,pos,736846.6875,736.8466875,1,2536.846688
vCA1,231101_cell3,pos,741774.8125,741.7748125,1,2541.774813
vCA1,231101_cell3,pos,755590.5,755.5905,1,2555.5905
vCA1,231101_cell3,pos,762851.1875,762.8511875,1,2562.851188
vCA1,231101_cell3,pos,781886.8125,781.8868125,1,2581.886813
vCA1,231101_cell3,pos,787066,787.066,1,2587.066
vCA1,231101_cell3,pos,795767.3125,795.7673125,1,2595.767313
vCA1,231101_cell3,pos,803683.875,803.683875,1,2603.683875
vCA1,231101_cell3,pos,805705.125,805.705125,1,2605.705125
vCA1,231101_cell3,pos,806907.5,806.9075,1,2606.9075
vCA1,231101_cell3,pos,824315.625,824.315625,1,2624.315625
vCA1,231101_cell3,pos,829258.875,829.258875,1,2629.258875
vCA1,231101_cell3,pos,831148.5,831.1485,1,2631.1485
vCA1,231101_cell3,pos,833105.125,833.105125,1,2633.105125
vCA1,231101_cell3,pos,845391.3125,845.3913125,1,2645.391313
vCA1,231101_cell3,pos,850969.6875,850.9696875,1,2650.969688
vCA1,231101_cell3,pos,855942.3125,855.9423125,1,2655.942313
vCA1,231101_cell3,pos,863199.5,863.1995,1,2663.1995
vCA1,231101_cell3,pos,879618.8125,879.6188125,1,2679.618813
vCA1,231101_cell3,pos,882597.375,882.597375,1,2682.597375
vCA1,231101_cell3,pos,900556.8125,900.5568125,1,2700.556813
vCA1,231101_cell3,pos,905022.1875,905.0221875,1,2705.022188
vCA1,231101_cell3,pos,924763.5,924.7635,1,2724.7635
vCA1,231101_cell3,pos,929518.5,929.5185,1,2729.5185
vCA1,231101_cell3,pos,934448,934.448,1,2734.448
vCA1,231101_cell3,pos,939445.625,939.445625,1,2739.445625
vCA1,231101_cell3,pos,944127,944.127,1,2744.127
vCA1,231101_cell3,pos,954561.8125,954.5618125,1,2754.561813
vCA1,231101_cell3,pos,956250.8125,956.2508125,1,2756.250813
vCA1,231101_cell3,pos,960977.125,960.977125,1,2760.977125
vCA1,231101_cell3,pos,964839.125,964.839125,1,2764.839125
vCA1,231101_cell3,pos,967038.875,967.038875,1,2767.038875
vCA1,231101_cell3,pos,971350.5,971.3505,1,2771.3505
vCA1,231101_cell3,pos,974568.125,974.568125,1,2774.568125
vCA1,231101_cell3,pos,979995.3125,979.9953125,1,2779.995313
vCA1,231101_cell3,pos,986676,986.676,1,2786.676
vCA1,231101_cell3,pos,986844.8125,986.8448125,1,2786.844813
vCA1,231101_cell3,pos,989912.8125,989.9128125,1,2789.912813
vCA1,231101_cell3,pos,996080.5,996.0805,1,2796.0805
vCA1,231101_cell3,pos,1009102.188,1009.102188,1,2809.102188
vCA1,231101_cell3,pos,1009769.125,1009.769125,1,2809.769125
vCA1,231101_cell3,pos,1019090.813,1019.090813,1,2819.090813
vCA1,231101_cell3,pos,1029193.5,1029.1935,1,2829.1935
vCA1,231101_cell3,pos,1030845.125,1030.845125,1,2830.845125
vCA1,231101_cell3,pos,1033371.5,1033.3715,1,2833.3715
vCA1,231101_cell3,pos,1040825.5,1040.8255,1,2840.8255
vCA1,231101_cell3,pos,1059774.25,1059.77425,1,2859.77425
vCA1,231101_cell3,pos,1063513.125,1063.513125,1,2863.513125
vCA1,231101_cell3,pos,1064604.375,1064.604375,1,2864.604375
vCA1,231101_cell3,pos,1067402.125,1067.402125,1,2867.402125
vCA1,231101_cell3,pos,1069294.625,1069.294625,1,2869.294625
vCA1,231101_cell3,pos,1075897.75,1075.89775,1,2875.89775
vCA1,231101_cell3,pos,1086529.375,1086.529375,1,2886.529375
vCA1,231101_cell3,pos,1092877.75,1092.87775,1,2892.87775
vCA1,231101_cell3,pos,1099466.375,1099.466375,1,2899.466375
vCA1,231101_cell3,pos,1103384.375,1103.384375,1,2903.384375
vCA1,231101_cell3,pos,1112711.625,1112.711625,1,2912.711625
vCA1,231101_cell3,pos,1116594,1116.594,1,2916.594
vCA1,231101_cell3,pos,1123637.25,1123.63725,1,2923.63725
vCA1,231101_cell3,pos,1127613.25,1127.61325,1,2927.61325
vCA1,231101_cell3,pos,1138163,1138.163,1,2938.163
vCA1,231101_cell3,pos,1158046.625,1158.046625,1,2958.046625
vCA1,231101_cell3,pos,1167268.875,1167.268875,1,2967.268875
vCA1,231101_cell3,pos,1172894.625,1172.894625,1,2972.894625
vCA1,231101_cell3,pos,1180477.75,1180.47775,1,2980.47775
vCA1,231101_cell3,pos,1182561.625,1182.561625,1,2982.561625
vCA1,231101_cell3,pos,1197690,1197.69,1,2997.69
vCA1,231101_cell3,pos,1201245,1201.245,1,3001.245
vCA1,231101_cell3,pos,1220485.375,1220.485375,1,3020.485375
vCA1,231101_cell3,pos,1221890.625,1221.890625,1,3021.890625
vCA1,231101_cell3,pos,1232429.375,1232.429375,1,3032.429375
vCA1,231101_cell3,pos,1238647.25,1238.64725,1,3038.64725
vCA1,231101_cell3,pos,1250395.375,1250.395375,1,3050.395375
vCA1,231101_cell3,pos,1252678,1252.678,1,3052.678
vCA1,231101_cell3,pos,1256809.75,1256.80975,1,3056.80975
vCA1,231101_cell3,pos,1267163.25,1267.16325,1,3067.16325
vCA1,231101_cell3,pos,1272111.25,1272.11125,1,3072.11125
vCA1,231101_cell3,pos,1278186.125,1278.186125,1,3078.186125
vCA1,231101_cell3,pos,1280796,1280.796,1,3080.796
vCA1,231101_cell3,pos,1282501,1282.501,1,3082.501
vCA1,231101_cell3,pos,1285678.875,1285.678875,1,3085.678875
vCA1,231101_cell3,pos,1289462.125,1289.462125,1,3089.462125
vCA1,231101_cell3,pos,1292041.125,1292.041125,1,3092.041125
vCA1,231101_cell3,pos,1293844.125,1293.844125,1,3093.844125
vCA1,231101_cell3,pos,1298249.625,1298.249625,1,3098.249625
vCA1,231101_cell3,pos,1305665.125,1305.665125,1,3105.665125
vCA1,231101_cell3,pos,1326709.625,1326.709625,1,3126.709625
vCA1,231101_cell3,pos,1332291,1332.291,1,3132.291
vCA1,231101_cell3,pos,1337003.125,1337.003125,1,3137.003125
vCA1,231101_cell3,pos,1340506.125,1340.506125,1,3140.506125
vCA1,231101_cell3,pos,1345935.125,1345.935125,1,3145.935125
vCA1,231101_cell3,pos,1347377.625,1347.377625,1,3147.377625
vCA1,231101_cell3,pos,1355996.625,1355.996625,1,3155.996625
vCA1,231101_cell3,pos,1371213.625,1371.213625,1,3171.213625
vCA1,231101_cell3,pos,1372001.875,1372.001875,1,3172.001875
vCA1,231101_cell3,pos,1386380.75,1386.38075,1,3186.38075
vCA1,231101_cell3,pos,1391215.25,1391.21525,1,3191.21525
vCA1,231101_cell3,pos,1396794.25,1396.79425,1,3196.79425
vCA1,231101_cell3,pos,1400550.375,1400.550375,1,3200.550375
vCA1,231101_cell3,pos,1402162.25,1402.16225,1,3202.16225
vCA1,231101_cell3,pos,1408583.375,1408.583375,1,3208.583375
vCA1,231101_cell3,pos,1411803.125,1411.803125,1,3211.803125
vCA1,231101_cell3,pos,1416022.625,1416.022625,1,3216.022625
vCA1,231101_cell3,pos,1420999,1420.999,1,3220.999
vCA1,231101_cell3,pos,1421465.125,1421.465125,1,3221.465125
vCA1,231101_cell3,pos,1433808.25,1433.80825,1,3233.80825
vCA1,231101_cell3,pos,1445830.625,1445.830625,1,3245.830625
vCA1,231101_cell3,pos,1449271.125,1449.271125,1,3249.271125
vCA1,231101_cell3,pos,1453630.75,1453.63075,1,3253.63075
vCA1,231101_cell3,pos,1457930,1457.93,1,3257.93
vCA1,231101_cell3,pos,1468133,1468.133,1,3268.133
vCA1,231101_cell3,pos,1474127.875,1474.127875,1,3274.127875
vCA1,231101_cell3,pos,1480708.625,1480.708625,1,3280.708625
vCA1,231101_cell3,pos,1492076.25,1492.07625,1,3292.07625
vCA1,231101_cell3,pos,1500377.375,1500.377375,1,3300.377375
vCA1,231101_cell3,pos,1508206.375,1508.206375,1,3308.206375
vCA1,231101_cell3,pos,1513788.75,1513.78875,1,3313.78875
vCA1,231101_cell3,pos,1525151.625,1525.151625,1,3325.151625
vCA1,231101_cell3,pos,1525821.125,1525.821125,1,3325.821125
vCA1,231101_cell3,pos,1540688.125,1540.688125,1,3340.688125
vCA1,231101_cell3,pos,1559675.75,1559.67575,1,3359.67575
vCA1,231101_cell3,pos,1562360.875,1562.360875,1,3362.360875
vCA1,231101_cell3,pos,1580377.375,1580.377375,1,3380.377375
vCA1,231101_cell3,pos,1587964.375,1587.964375,1,3387.964375
vCA1,231101_cell3,pos,1599697.25,1599.69725,1,3399.69725
vCA1,231101_cell3,pos,1603757.125,1603.757125,1,3403.757125
vCA1,231101_cell3,pos,1605193.625,1605.193625,1,3405.193625
vCA1,231101_cell3,pos,1609554.25,1609.55425,1,3409.55425
vCA1,231101_cell3,pos,1618347.125,1618.347125,1,3418.347125
vCA1,231101_cell3,pos,1620885.375,1620.885375,1,3420.885375
vCA1,231101_cell3,pos,1625071.875,1625.071875,1,3425.071875
vCA1,231101_cell3,pos,1635048.5,1635.0485,1,3435.0485
vCA1,231101_cell3,pos,1639930.125,1639.930125,1,3439.930125
vCA1,231101_cell3,pos,1659782.625,1659.782625,1,3459.782625
vCA1,231101_cell3,pos,1675107.125,1675.107125,1,3475.107125
vCA1,231101_cell3,pos,1679762.125,1679.762125,1,3479.762125
vCA1,231101_cell3,pos,1689347,1689.347,1,3489.347
vCA1,231101_cell3,pos,1704637.125,1704.637125,1,3504.637125
vCA1,231101_cell3,pos,1714363,1714.363,1,3514.363
vCA1,231101_cell3,pos,1719195.125,1719.195125,1,3519.195125
vCA1,231101_cell3,pos,1719325,1719.325,1,3519.325
vCA1,231101_cell3,pos,1725505.625,1725.505625,1,3525.505625
vCA1,231101_cell3,pos,1737129.625,1737.129625,1,3537.129625
vCA1,231101_cell3,pos,1738567.75,1738.56775,1,3538.56775
vCA1,231101_cell3,pos,1746605.625,1746.605625,1,3546.605625
vCA1,231101_cell3,pos,1748705.625,1748.705625,1,3548.705625
vCA1,231101_cell3,pos,1758407.625,1758.407625,1,3558.407625
vCA1,231101_cell3,pos,1769608.5,1769.6085,1,3569.6085
vCA1,231101_cell3,pos,1798701.375,1798.701375,1,3598.701375
vCA1,231101_cell4,pos,1599.900024,1.599900024,0,1.599900024
vCA1,231101_cell4,pos,8703,8.703,0,8.703
vCA1,231101_cell4,pos,11359.5,11.3595,0,11.3595
vCA1,231101_cell4,pos,15518.40039,15.51840039,0,15.51840039
vCA1,231101_cell4,pos,20913.59961,20.91359961,0,20.91359961
vCA1,231101_cell4,pos,25438.09961,25.43809961,0,25.43809961
vCA1,231101_cell4,pos,32029.5,32.0295,0,32.0295
vCA1,231101_cell4,pos,36375.39844,36.37539844,0,36.37539844
vCA1,231101_cell4,pos,53733.89844,53.73389844,0,53.73389844
vCA1,231101_cell4,pos,58075.10156,58.07510156,0,58.07510156
vCA1,231101_cell4,pos,61193.10156,61.19310156,0,61.19310156
vCA1,231101_cell4,pos,66150.89844,66.15089844,0,66.15089844
vCA1,231101_cell4,pos,70711.60156,70.71160156,0,70.71160156
vCA1,231101_cell4,pos,76106.60156,76.10660156,0,76.10660156
vCA1,231101_cell4,pos,80653.10156,80.65310156,0,80.65310156
vCA1,231101_cell4,pos,85370,85.37,0,85.37
vCA1,231101_cell4,pos,88841.20313,88.84120313,0,88.84120313
vCA1,231101_cell4,pos,90548.20313,90.54820313,0,90.54820313
vCA1,231101_cell4,pos,95912,95.912,0,95.912
vCA1,231101_cell4,pos,103857.7031,103.8577031,0,103.8577031
vCA1,231101_cell4,pos,114096.7969,114.0967969,0,114.0967969
vCA1,231101_cell4,pos,115979.7969,115.9797969,0,115.9797969
vCA1,231101_cell4,pos,121320.7969,121.3207969,0,121.3207969
vCA1,231101_cell4,pos,125297.5,125.2975,0,125.2975
vCA1,231101_cell4,pos,136832.9063,136.8329063,0,136.8329063
vCA1,231101_cell4,pos,137583.5938,137.5835938,0,137.5835938
vCA1,231101_cell4,pos,143778.4063,143.7784063,0,143.7784063
vCA1,231101_cell4,pos,144532,144.532,0,144.532
vCA1,231101_cell4,pos,148681.9063,148.6819063,0,148.6819063
vCA1,231101_cell4,pos,164756.9063,164.7569063,0,164.7569063
vCA1,231101_cell4,pos,174306.0938,174.3060938,0,174.3060938
vCA1,231101_cell4,pos,180258.5938,180.2585938,0,180.2585938
vCA1,231101_cell4,pos,184853.9063,184.8539063,0,184.8539063
vCA1,231101_cell4,pos,190770.9063,190.7709063,0,190.7709063
vCA1,231101_cell4,pos,199108.7031,199.1087031,0,199.1087031
vCA1,231101_cell4,pos,205306.2031,205.3062031,0,205.3062031
vCA1,231101_cell4,pos,209907.5938,209.9075938,0,209.9075938
vCA1,231101_cell4,pos,210902.4063,210.9024063,0,210.9024063
vCA1,231101_cell4,pos,216445.4063,216.4454063,0,216.4454063
vCA1,231101_cell4,pos,223722.4063,223.7224063,0,223.7224063
vCA1,231101_cell4,pos,225148.2031,225.1482031,0,225.1482031
vCA1,231101_cell4,pos,229277.2031,229.2772031,0,229.2772031
vCA1,231101_cell4,pos,233212.2969,233.2122969,0,233.2122969
vCA1,231101_cell4,pos,235083.4063,235.0834063,0,235.0834063
vCA1,231101_cell4,pos,243767.5,243.7675,0,243.7675
vCA1,231101_cell4,pos,246265.2031,246.2652031,0,246.2652031
vCA1,231101_cell4,pos,249370.7031,249.3707031,0,249.3707031
vCA1,231101_cell4,pos,250463.9063,250.4639063,0,250.4639063
vCA1,231101_cell4,pos,255579.4063,255.5794063,0,255.5794063
vCA1,231101_cell4,pos,264656.4063,264.6564063,0,264.6564063
vCA1,231101_cell4,pos,269210.9063,269.2109063,0,269.2109063
vCA1,231101_cell4,pos,274169.6875,274.1696875,0,274.1696875
vCA1,231101_cell4,pos,274622.5938,274.6225938,0,274.6225938
vCA1,231101_cell4,pos,278705.5,278.7055,0,278.7055
vCA1,231101_cell4,pos,285187.4063,285.1874063,0,285.1874063
vCA1,231101_cell4,pos,292547,292.547,0,292.547
vCA1,231101_cell4,pos,297112.5,297.1125,0,297.1125
vCA1,231101_cell4,pos,299746.6875,299.7466875,0,299.7466875
vCA1,231101_cell4,pos,304170.8125,304.1708125,0,304.1708125
vCA1,231101_cell4,pos,306998.5938,306.9985938,0,306.9985938
vCA1,231101_cell4,pos,313877.0938,313.8770938,0,313.8770938
vCA1,231101_cell4,pos,318664,318.664,0,318.664
vCA1,231101_cell4,pos,320051.0938,320.0510938,0,320.0510938
vCA1,231101_cell4,pos,323540.1875,323.5401875,0,323.5401875
vCA1,231101_cell4,pos,328105.1875,328.1051875,0,328.1051875
vCA1,231101_cell4,pos,338055.9063,338.0559063,0,338.0559063
vCA1,231101_cell4,pos,341551.6875,341.5516875,0,341.5516875
vCA1,231101_cell4,pos,343852.5938,343.8525938,0,343.8525938
vCA1,231101_cell4,pos,348285.6875,348.2856875,0,348.2856875
vCA1,231101_cell4,pos,354390.0938,354.3900938,0,354.3900938
vCA1,231101_cell4,pos,362255.5,362.2555,0,362.2555
vCA1,231101_cell4,pos,368596.0938,368.5960938,0,368.5960938
vCA1,231101_cell4,pos,370935,370.935,0,370.935
vCA1,231101_cell4,pos,378753.3125,378.7533125,0,378.7533125
vCA1,231101_cell4,pos,383306.8125,383.3068125,0,383.3068125
vCA1,231101_cell4,pos,392020.4063,392.0204063,0,392.0204063
vCA1,231101_cell4,pos,398816.6875,398.8166875,0,398.8166875
vCA1,231101_cell4,pos,402054.4063,402.0544063,0,402.0544063
vCA1,231101_cell4,pos,410437.8125,410.4378125,0,410.4378125
vCA1,231101_cell4,pos,415376.9063,415.3769063,0,415.3769063
vCA1,231101_cell4,pos,420568.6875,420.5686875,0,420.5686875
vCA1,231101_cell4,pos,422554.4063,422.5544063,0,422.5544063
vCA1,231101_cell4,pos,428695,428.695,0,428.695
vCA1,231101_cell4,pos,438449.4063,438.4494063,0,438.4494063
vCA1,231101_cell4,pos,443467,443.467,0,443.467
vCA1,231101_cell4,pos,449701.5,449.7015,0,449.7015
vCA1,231101_cell4,pos,464967.5,464.9675,0,464.9675
vCA1,231101_cell4,pos,470230.4063,470.2304063,0,470.2304063
vCA1,231101_cell4,pos,472987,472.987,0,472.987
vCA1,231101_cell4,pos,473785.1875,473.7851875,0,473.7851875
vCA1,231101_cell4,pos,478858.4063,478.8584063,0,478.8584063
vCA1,231101_cell4,pos,487562.5938,487.5625938,0,487.5625938
vCA1,231101_cell4,pos,499900.6875,499.9006875,0,499.9006875
vCA1,231101_cell4,pos,507162,507.162,0,507.162
vCA1,231101_cell4,pos,510258.9063,510.2589063,0,510.2589063
vCA1,231101_cell4,pos,516714.1875,516.7141875,0,516.7141875
vCA1,231101_cell4,pos,520291.8125,520.2918125,0,520.2918125
vCA1,231101_cell4,pos,522502.9063,522.5029063,0,522.5029063
vCA1,231101_cell4,pos,527238,527.238,0,527.238
vCA1,231101_cell4,pos,537227.5,537.2275,0,537.2275
vCA1,231101_cell4,pos,542909.8125,542.9098125,0,542.9098125
vCA1,231101_cell4,pos,544986.375,544.986375,0,544.986375
vCA1,231101_cell4,pos,547081.8125,547.0818125,0,547.0818125
vCA1,231101_cell4,pos,548473.375,548.473375,0,548.473375
vCA1,231101_cell4,pos,553030.1875,553.0301875,0,553.0301875
vCA1,231101_cell4,pos,557009.1875,557.0091875,0,557.0091875
vCA1,231101_cell4,pos,557207.375,557.207375,0,557.207375
vCA1,231101_cell4,pos,562599.875,562.599875,0,562.599875
vCA1,231101_cell4,pos,570013.8125,570.0138125,0,570.0138125
vCA1,231101_cell4,pos,570096.8125,570.0968125,0,570.0968125
vCA1,231101_cell4,pos,590513.3125,590.5133125,0,590.5133125
vCA1,231101_cell4,pos,611588,611.588,0,611.588
vCA1,231101_cell4,pos,611802.8125,611.8028125,0,611.8028125
vCA1,231101_cell4,pos,620165.1875,620.1651875,0,620.1651875
vCA1,231101_cell4,pos,620905.875,620.905875,0,620.905875
vCA1,231101_cell4,pos,627508.6875,627.5086875,0,627.5086875
vCA1,231101_cell4,pos,630969.875,630.969875,0,630.969875
vCA1,231101_cell4,pos,631836.8125,631.8368125,0,631.8368125
vCA1,231101_cell4,pos,632014.375,632.014375,0,632.014375
vCA1,231101_cell4,pos,640088.5,640.0885,0,640.0885
vCA1,231101_cell4,pos,650882.875,650.882875,0,650.882875
vCA1,231101_cell4,pos,660359.8125,660.3598125,0,660.3598125
vCA1,231101_cell4,pos,661672.3125,661.6723125,0,661.6723125
vCA1,231101_cell4,pos,663364.3125,663.3643125,0,663.3643125
vCA1,231101_cell4,pos,667160.125,667.160125,0,667.160125
vCA1,231101_cell4,pos,668627.6875,668.6276875,0,668.6276875
vCA1,231101_cell4,pos,670916.6875,670.9166875,0,670.9166875
vCA1,231101_cell4,pos,683306.375,683.306375,0,683.306375
vCA1,231101_cell4,pos,688685.625,688.685625,0,688.685625
vCA1,231101_cell4,pos,688863.5,688.8635,0,688.8635
vCA1,231101_cell4,pos,690377.6875,690.3776875,0,690.3776875
vCA1,231101_cell4,pos,692617.875,692.617875,0,692.617875
vCA1,231101_cell4,pos,695950.375,695.950375,0,695.950375
vCA1,231101_cell4,pos,707741.875,707.741875,0,707.741875
vCA1,231101_cell4,pos,711699.6875,711.6996875,0,711.6996875
vCA1,231101_cell4,pos,715798,715.798,0,715.798
vCA1,231101_cell4,pos,738547.1875,738.5471875,0,738.5471875
vCA1,231101_cell4,pos,748169.625,748.169625,0,748.169625
vCA1,231101_cell4,pos,750297.5,750.2975,0,750.2975
vCA1,231101_cell4,pos,760456.6875,760.4566875,0,760.4566875
vCA1,231101_cell4,pos,772858.125,772.858125,0,772.858125
vCA1,231101_cell4,pos,774900.625,774.900625,0,774.900625
vCA1,231101_cell4,pos,775350.3125,775.3503125,0,775.3503125
vCA1,231101_cell4,pos,779839.6875,779.8396875,0,779.8396875
vCA1,231101_cell4,pos,785404.8125,785.4048125,0,785.4048125
vCA1,231101_cell4,pos,790636.875,790.636875,0,790.636875
vCA1,231101_cell4,pos,798055.625,798.055625,0,798.055625
vCA1,231101_cell4,pos,805098.125,805.098125,0,805.098125
vCA1,231101_cell4,pos,809467.8125,809.4678125,0,809.4678125
vCA1,231101_cell4,pos,815010.125,815.010125,0,815.010125
vCA1,231101_cell4,pos,815641.1875,815.6411875,0,815.6411875
vCA1,231101_cell4,pos,824972.375,824.972375,0,824.972375
vCA1,231101_cell4,pos,829921.625,829.921625,0,829.921625
vCA1,231101_cell4,pos,831644,831.644,0,831.644
vCA1,231101_cell4,pos,846431.375,846.431375,0,846.431375
vCA1,231101_cell4,pos,850377,850.377,0,850.377
vCA1,231101_cell4,pos,853903.3125,853.9033125,0,853.9033125
vCA1,231101_cell4,pos,858838,858.838,0,858.838
vCA1,231101_cell4,pos,864658,864.658,0,864.658
vCA1,231101_cell4,pos,873735.875,873.735875,0,873.735875
vCA1,231101_cell4,pos,889875.3125,889.8753125,0,889.8753125
vCA1,231101_cell4,pos,896051.125,896.051125,0,896.051125
vCA1,231101_cell4,pos,900126.625,900.126625,0,900.126625
vCA1,231101_cell4,pos,904116.5,904.1165,0,904.1165
vCA1,231101_cell4,pos,908256.3125,908.2563125,0,908.2563125
vCA1,231101_cell4,pos,921491.625,921.491625,0,921.491625
vCA1,231101_cell4,pos,925189,925.189,0,925.189
vCA1,231101_cell4,pos,931783,931.783,0,931.783
vCA1,231101_cell4,pos,934517.5,934.5175,0,934.5175
vCA1,231101_cell4,pos,939108.375,939.108375,0,939.108375
vCA1,231101_cell4,pos,942777.8125,942.7778125,0,942.7778125
vCA1,231101_cell4,pos,954408.125,954.408125,0,954.408125
vCA1,231101_cell4,pos,956819.5,956.8195,0,956.8195
vCA1,231101_cell4,pos,963307.3125,963.3073125,0,963.3073125
vCA1,231101_cell4,pos,970494.375,970.494375,0,970.494375
vCA1,231101_cell4,pos,974173.1875,974.1731875,0,974.1731875
vCA1,231101_cell4,pos,974572.625,974.572625,0,974.572625
vCA1,231101_cell4,pos,984726.3125,984.7263125,0,984.7263125
vCA1,231101_cell4,pos,998592.5,998.5925,0,998.5925
vCA1,231101_cell4,pos,1000891.188,1000.891188,0,1000.891188
vCA1,231101_cell4,pos,1005188.688,1005.188688,0,1005.188688
vCA1,231101_cell4,pos,1008541,1008.541,0,1008.541
vCA1,231101_cell4,pos,1021352.688,1021.352688,0,1021.352688
vCA1,231101_cell4,pos,1026942.313,1026.942313,0,1026.942313
vCA1,231101_cell4,pos,1033166.5,1033.1665,0,1033.1665
vCA1,231101_cell4,pos,1033745.188,1033.745188,0,1033.745188
vCA1,231101_cell4,pos,1042665.125,1042.665125,0,1042.665125
vCA1,231101_cell4,pos,1048875.75,1048.87575,0,1048.87575
vCA1,231101_cell4,pos,1052699.75,1052.69975,0,1052.69975
vCA1,231101_cell4,pos,1054433.25,1054.43325,0,1054.43325
vCA1,231101_cell4,pos,1058773.25,1058.77325,0,1058.77325
vCA1,231101_cell4,pos,1061088.875,1061.088875,0,1061.088875
vCA1,231101_cell4,pos,1062902.25,1062.90225,0,1062.90225
vCA1,231101_cell4,pos,1069936.875,1069.936875,0,1069.936875
vCA1,231101_cell4,pos,1074890.5,1074.8905,0,1074.8905
vCA1,231101_cell4,pos,1080656.25,1080.65625,0,1080.65625
vCA1,231101_cell4,pos,1084657.125,1084.657125,0,1084.657125
vCA1,231101_cell4,pos,1089172.625,1089.172625,0,1089.172625
vCA1,231101_cell4,pos,1090362.625,1090.362625,0,1090.362625
vCA1,231101_cell4,pos,1092915.875,1092.915875,0,1092.915875
vCA1,231101_cell4,pos,1101960.5,1101.9605,0,1101.9605
vCA1,231101_cell4,pos,1107575.5,1107.5755,0,1107.5755
vCA1,231101_cell4,pos,1111050.5,1111.0505,0,1111.0505
vCA1,231101_cell4,pos,1114599.625,1114.599625,0,1114.599625
vCA1,231101_cell4,pos,1124520.625,1124.520625,0,1124.520625
vCA1,231101_cell4,pos,1127748.75,1127.74875,0,1127.74875
vCA1,231101_cell4,pos,1131781.5,1131.7815,0,1131.7815
vCA1,231101_cell4,pos,1142796.625,1142.796625,0,1142.796625
vCA1,231101_cell4,pos,1142918.875,1142.918875,0,1142.918875
vCA1,231101_cell4,pos,1147281.25,1147.28125,0,1147.28125
vCA1,231101_cell4,pos,1151832.375,1151.832375,0,1151.832375
vCA1,231101_cell4,pos,1152633.5,1152.6335,0,1152.6335
vCA1,231101_cell4,pos,1156374.125,1156.374125,0,1156.374125
vCA1,231101_cell4,pos,1157995.125,1157.995125,0,1157.995125
vCA1,231101_cell4,pos,1162387.375,1162.387375,0,1162.387375
vCA1,231101_cell4,pos,1169011.5,1169.0115,0,1169.0115
vCA1,231101_cell4,pos,1172277.125,1172.277125,0,1172.277125
vCA1,231101_cell4,pos,1185095.875,1185.095875,0,1185.095875
vCA1,231101_cell4,pos,1192866.875,1192.866875,0,1192.866875
vCA1,231101_cell4,pos,1206463.25,1206.46325,0,1206.46325
vCA1,231101_cell4,pos,1206921.25,1206.92125,0,1206.92125
vCA1,231101_cell4,pos,1211736.625,1211.736625,0,1211.736625
vCA1,231101_cell4,pos,1218211,1218.211,0,1218.211
vCA1,231101_cell4,pos,1224373.375,1224.373375,0,1224.373375
vCA1,231101_cell4,pos,1229328.75,1229.32875,0,1229.32875
