Animal,File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,ROI_coordinates,bin,range(f),light,dark,Distance_px,Distance_in
5,ms5-8_2021-08-30 11-59-26.mkv,99,TRUE,0.9,50,1950,"{'xs': [[1.8960206834532352, 100.0974595323741, 100.0974595323741, 1.8960206834532352], [1.8960206834532352, 100.0974595323741, 100.85285521582733, 1.8960206834532352]], 'ys': [[0.3163325471698188, 0.3163325471698188, 106.31397405660378, 106.31397405660378], [106.31397405660378, 106.31397405660378, 210.80454009433961, 211.8092570754717]]}",3,"(5400, 7200)",0,1,783.7850001,74.95269347
5,ms5-8_2021-08-30 11-59-26.mkv,99,TRUE,0.9,50,1950,"{'xs': [[1.8960206834532352, 100.0974595323741, 100.0974595323741, 1.8960206834532352], [1.8960206834532352, 100.0974595323741, 100.85285521582733, 1.8960206834532352]], 'ys': [[0.3163325471698188, 0.3163325471698188, 106.31397405660378, 106.31397405660378], [106.31397405660378, 106.31397405660378, 210.80454009433961, 211.8092570754717]]}",4,"(7200, 9000)",0,1,742.132532,70.96950334
6,ms5-8_2021-08-30 11-59-26.mkv,99,TRUE,0.9,50,1950,"{'xs': [[1.938083022388058, 97.25151585820895, 99.55748600746267, 1.1694263059701477], [1.1694263059701477, 99.55748600746267, 100.3261427238806, 1.938083022388058]], 'ys': [[1.3125, 2.3125, 107.8125, 106.3125], [106.3125, 107.8125, 213.8125, 213.8125]]}",0,"(0, 1800)",0.45474736,0.5519156,1310.99713,128.570884
6,ms5-8_2021-08-30 11-59-26.mkv,99,TRUE,0.9,50,1950,"{'xs': [[1.938083022388058, 97.25151585820895, 99.55748600746267, 1.1694263059701477], [1.1694263059701477, 99.55748600746267, 100.3261427238806, 1.938083022388058]], 'ys': [[1.3125, 2.3125, 107.8125, 106.3125], [106.3125, 107.8125, 213.8125, 213.8125]]}",1,"(1800, 3600)",0.21710161,0.78622987,998.052166,97.8800386
6,ms5-8_2021-08-30 11-59-26.mkv,99,TRUE,0.9,50,1950,"{'xs': [[1.938083022388058, 97.25151585820895, 99.55748600746267, 1.1694263059701477], [1.1694263059701477, 99.55748600746267, 100.3261427238806, 1.938083022388058]], 'ys': [[1.3125, 2.3125, 107.8125, 106.3125], [106.3125, 107.8125, 213.8125, 213.8125]]}",2,"(3600, 5400)",0.1815658,0.82509717,964.779051,94.6169088
6,ms5-8_2021-08-30 11-59-26.mkv,99,TRUE,0.9,50,1950,"{'xs': [[1.938083022388058, 97.25151585820895, 99.55748600746267, 1.1694263059701477], [1.1694263059701477, 99.55748600746267, 100.3261427238806, 1.938083022388058]], 'ys': [[1.3125, 2.3125, 107.8125, 106.3125], [106.3125, 107.8125, 213.8125, 213.8125]]}",3,"(5400, 7200)",0.45974459,0.54025541,791.335061,77.607072
6,ms5-8_2021-08-30 11-59-26.mkv,99,TRUE,0.9,50,1950,"{'xs': [[1.938083022388058, 97.25151585820895, 99.55748600746267, 1.1694263059701477], [1.1694263059701477, 99.55748600746267, 100.3261427238806, 1.938083022388058]], 'ys': [[1.3125, 2.3125, 107.8125, 106.3125], [106.3125, 107.8125, 213.8125, 213.8125]]}",4,"(7200, 9000)",0.21765686,0.78234314,634.306054,62.2070701
7,ms5-8_2021-08-30 11-59-26.mkv,99,TRUE,0.9,50,1950,"{'xs': [[1.9078467153284668, 100.5939781021898, 101.35310218978103, 1.9078467153284668], [1.9078467153284668, 101.35310218978103, 102.11222627737227, 2.6669708029197077]], 'ys': [[0.8125, 1.3125, 108.8125, 107.8125], [107.8125, 108.8125, 212.8125, 212.3125]]}",0,"(0, 1800)",0.40199889,0.602443087,1696.196787,158.6834161
7,ms5-8_2021-08-30 11-59-26.mkv,99,TRUE,0.9,50,1950,"{'xs': [[1.9078467153284668, 100.5939781021898, 101.35310218978103, 1.9078467153284668], [1.9078467153284668, 101.35310218978103, 102.11222627737227, 2.6669708029197077]], 'ys': [[0.8125, 1.3125, 108.8125, 107.8125], [107.8125, 108.8125, 212.8125, 212.3125]]}",1,"(1800, 3600)",0.124930594,0.875069406,1378.545763,128.966375
7,ms5-8_2021-08-30 11-59-26.mkv,99,TRUE,0.9,50,1950,"{'xs': [[1.9078467153284668, 100.5939781021898, 101.35310218978103, 1.9078467153284668], [1.9078467153284668, 101.35310218978103, 102.11222627737227, 2.6669708029197077]], 'ys': [[0.8125, 1.3125, 108.8125, 107.8125], [107.8125, 108.8125, 212.8125, 212.3125]]}",2,"(3600, 5400)",0.28761799,0.71238201,1329.602181,124.3875814
7,ms5-8_2021-08-30 11-59-26.mkv,99,TRUE,0.9,50,1950,"{'xs': [[1.9078467153284668, 100.5939781021898, 101.35310218978103, 1.9078467153284668], [1.9078467153284668, 101.35310218978103, 102.11222627737227, 2.6669708029197077]], 'ys': [[0.8125, 1.3125, 108.8125, 107.8125], [107.8125, 108.8125, 212.8125, 212.3125]]}",3,"(5400, 7200)",0.328151027,0.671848973,1362.793723,127.4927325
7,ms5-8_2021-08-30 11-59-26.mkv,99,TRUE,0.9,50,1950,"{'xs': [[1.9078467153284668, 100.5939781021898, 101.35310218978103, 1.9078467153284668], [1.9078467153284668, 101.35310218978103, 102.11222627737227, 2.6669708029197077]], 'ys': [[0.8125, 1.3125, 108.8125, 107.8125], [107.8125, 108.8125, 212.8125, 212.3125]]}",4,"(7200, 9000)",0.448084398,0.559689062,1101.581289,103.0556615
8,ms5-8_2021-08-30 11-59-26.mkv,99,TRUE,0.9,50,1950,"{'xs': [[2.2284071180555576, 104.02701822916667, 102.54090711805556, 2.9714626736111134], [2.9714626736111134, 102.54090711805556, 102.54090711805556, 1.485351562500002]], 'ys': [[1.6201372997711554, 1.1212814645308808, 110.37070938215102, 108.37528604118992], [108.37528604118992, 110.37070938215102, 215.1304347826087, 214.13272311212816]]}",0,"(0, 1800)",0.269294836,0.731260411,1154.832584,115.3866221
8,ms5-8_2021-08-30 11-59-26.mkv,99,TRUE,0.9,50,1950,"{'xs': [[2.2284071180555576, 104.02701822916667, 102.54090711805556, 2.9714626736111134], [2.9714626736111134, 102.54090711805556, 102.54090711805556, 1.485351562500002]], 'ys': [[1.6201372997711554, 1.1212814645308808, 110.37070938215102, 108.37528604118992], [108.37528604118992, 110.37070938215102, 215.1304347826087, 214.13272311212816]]}",1,"(1800, 3600)",0,1,767.4264387,76.67842569
8,ms5-8_2021-08-30 11-59-26.mkv,99,TRUE,0.9,50,1950,"{'xs': [[2.2284071180555576, 104.02701822916667, 102.54090711805556, 2.9714626736111134], [2.9714626736111134, 102.54090711805556, 102.54090711805556, 1.485351562500002]], 'ys': [[1.6201372997711554, 1.1212814645308808, 110.37070938215102, 108.37528604118992], [108.37528604118992, 110.37070938215102, 215.1304347826087, 214.13272311212816]]}",2,"(3600, 5400)",0.158245419,0.846196557,773.1087726,77.24618358
8,ms5-8_2021-08-30 11-59-26.mkv,99,TRUE,0.9,50,1950,"{'xs': [[2.2284071180555576, 104.02701822916667, 102.54090711805556, 2.9714626736111134], [2.9714626736111134, 102.54090711805556, 102.54090711805556, 1.485351562500002]], 'ys': [[1.6201372997711554, 1.1212814645308808, 110.37070938215102, 108.37528604118992], [108.37528604118992, 110.37070938215102, 215.1304347826087, 214.13272311212816]]}",3,"(5400, 7200)",0.024986119,0.975013881,524.7836726,52.4344534
8,ms5-8_2021-08-30 11-59-26.mkv,99,TRUE,0.9,50,1950,"{'xs': [[2.2284071180555576, 104.02701822916667, 102.54090711805556, 2.9714626736111134], [2.9714626736111134, 102.54090711805556, 102.54090711805556, 1.485351562500002]], 'ys': [[1.6201372997711554, 1.1212814645308808, 110.37070938215102, 108.37528604118992], [108.37528604118992, 110.37070938215102, 215.1304347826087, 214.13272311212816]]}",4,"(7200, 9000)",0,1,676.7372351,67.61709419
9,ms9-12_2021-08-30 12-09-37.mkv,99,TRUE,0.9,50,1950,"{'xs': [[1.8960206834532352, 100.0974595323741, 100.0974595323741, 1.8960206834532352], [1.8960206834532352, 100.0974595323741, 100.85285521582733, 1.8960206834532352]], 'ys': [[0.3163325471698188, 0.3163325471698188, 106.31397405660378, 106.31397405660378], [106.31397405660378, 106.31397405660378, 210.80454009433961, 211.8092570754717]]}",0,"(0, 1800)",0.268184342,0.745696835,1168.177014,111.711775
9,ms9-12_2021-08-30 12-09-37.mkv,99,TRUE,0.9,50,1950,"{'xs': [[1.8960206834532352, 100.0974595323741, 100.0974595323741, 1.8960206834532352], [1.8960206834532352, 100.0974595323741, 100.85285521582733, 1.8960206834532352]], 'ys': [[0.3163325471698188, 0.3163325471698188, 106.31397405660378, 106.31397405660378], [106.31397405660378, 106.31397405660378, 210.80454009433961, 211.8092570754717]]}",1,"(1800, 3600)",0,1,675.9298101,64.6385933
9,ms9-12_2021-08-30 12-09-37.mkv,99,TRUE,0.9,50,1950,"{'xs': [[1.8960206834532352, 100.0974595323741, 100.0974595323741, 1.8960206834532352], [1.8960206834532352, 100.0974595323741, 100.85285521582733, 1.8960206834532352]], 'ys': [[0.3163325471698188, 0.3163325471698188, 106.31397405660378, 106.31397405660378], [106.31397405660378, 106.31397405660378, 210.80454009433961, 211.8092570754717]]}",2,"(3600, 5400)",0.533037202,0.467518046,1098.171626,105.0172193
9,ms9-12_2021-08-30 12-09-37.mkv,99,TRUE,0.9,50,1950,"{'xs': [[1.8960206834532352, 100.0974595323741, 100.0974595323741, 1.8960206834532352], [1.8960206834532352, 100.0974595323741, 100.85285521582733, 1.8960206834532352]], 'ys': [[0.3163325471698188, 0.3163325471698188, 106.31397405660378, 106.31397405660378], [106.31397405660378, 106.31397405660378, 210.80454009433961, 211.8092570754717]]}",3,"(5400, 7200)",0.036646308,0.963353692,645.895161,61.76640533
9,ms9-12_2021-08-30 12-09-37.mkv,99,TRUE,0.9,50,1950,"{'xs': [[1.8960206834532352, 100.0974595323741, 100.0974595323741, 1.8960206834532352], [1.8960206834532352, 100.0974595323741, 100.85285521582733, 1.8960206834532352]], 'ys': [[0.3163325471698188, 0.3163325471698188, 106.31397405660378, 106.31397405660378], [106.31397405660378, 106.31397405660378, 210.80454009433961, 211.8092570754717]]}",4,"(7200, 9000)",0.172126596,0.831204886,854.7592597,81.73990159
10,ms9-12_2021-08-30 12-09-37.mkv,99,TRUE,0.9,50,1950,"{'xs': [[1.938083022388058, 97.25151585820895, 99.55748600746267, 1.1694263059701477], [1.1694263059701477, 99.55748600746267, 100.3261427238806, 1.938083022388058]], 'ys': [[1.3125, 2.3125, 107.8125, 106.3125], [106.3125, 107.8125, 213.8125, 213.8125]]}",0,"(0, 1800)",0.36923931,0.63409217,1359.41383,133.319162
10,ms9-12_2021-08-30 12-09-37.mkv,99,TRUE,0.9,50,1950,"{'xs': [[1.938083022388058, 97.25151585820895, 99.55748600746267, 1.1694263059701477], [1.1694263059701477, 99.55748600746267, 100.3261427238806, 1.938083022388058]], 'ys': [[1.3125, 2.3125, 107.8125, 106.3125], [106.3125, 107.8125, 213.8125, 213.8125]]}",1,"(1800, 3600)",0.1804553,0.8195447,998.972888,97.9703348
10,ms9-12_2021-08-30 12-09-37.mkv,99,TRUE,0.9,50,1950,"{'xs': [[1.938083022388058, 97.25151585820895, 99.55748600746267, 1.1694263059701477], [1.1694263059701477, 99.55748600746267, 100.3261427238806, 1.938083022388058]], 'ys': [[1.3125, 2.3125, 107.8125, 106.3125], [106.3125, 107.8125, 213.8125, 213.8125]]}",2,"(3600, 5400)",0.24819545,0.75180455,1294.98892,127.000942
10,ms9-12_2021-08-30 12-09-37.mkv,99,TRUE,0.9,50,1950,"{'xs': [[1.938083022388058, 97.25151585820895, 99.55748600746267, 1.1694263059701477], [1.1694263059701477, 99.55748600746267, 100.3261427238806, 1.938083022388058]], 'ys': [[1.3125, 2.3125, 107.8125, 106.3125], [106.3125, 107.8125, 213.8125, 213.8125]]}",3,"(5400, 7200)",0.24097723,0.76235425,1291.19475,126.628844
10,ms9-12_2021-08-30 12-09-37.mkv,99,TRUE,0.9,50,1950,"{'xs': [[1.938083022388058, 97.25151585820895, 99.55748600746267, 1.1694263059701477], [1.1694263059701477, 99.55748600746267, 100.3261427238806, 1.938083022388058]], 'ys': [[1.3125, 2.3125, 107.8125, 106.3125], [106.3125, 107.8125, 213.8125, 213.8125]]}",4,"(7200, 9000)",0.29816768,0.70183232,1071.18511,105.052265
11,ms9-12_2021-08-30 12-09-37.mkv,99,TRUE,0.9,50,1950,"{'xs': [[1.9078467153284668, 100.5939781021898, 101.35310218978103, 1.9078467153284668], [1.9078467153284668, 101.35310218978103, 102.11222627737227, 2.6669708029197077]], 'ys': [[0.8125, 1.3125, 108.8125, 107.8125], [107.8125, 108.8125, 212.8125, 212.3125]]}",0,"(0, 1800)",0.228761799,0.775680178,816.0573147,76.34418562
11,ms9-12_2021-08-30 12-09-37.mkv,99,TRUE,0.9,50,1950,"{'xs': [[1.9078467153284668, 100.5939781021898, 101.35310218978103, 1.9078467153284668], [1.9078467153284668, 101.35310218978103, 102.11222627737227, 2.6669708029197077]], 'ys': [[0.8125, 1.3125, 108.8125, 107.8125], [107.8125, 108.8125, 212.8125, 212.3125]]}",1,"(1800, 3600)",0.120488617,0.883398112,447.656531,41.87937867
11,ms9-12_2021-08-30 12-09-37.mkv,99,TRUE,0.9,50,1950,"{'xs': [[1.9078467153284668, 100.5939781021898, 101.35310218978103, 1.9078467153284668], [1.9078467153284668, 101.35310218978103, 102.11222627737227, 2.6669708029197077]], 'ys': [[0.8125, 1.3125, 108.8125, 107.8125], [107.8125, 108.8125, 212.8125, 212.3125]]}",2,"(3600, 5400)",0,1,305.2815295,28.55984419
11,ms9-12_2021-08-30 12-09-37.mkv,99,TRUE,0.9,50,1950,"{'xs': [[1.9078467153284668, 100.5939781021898, 101.35310218978103, 1.9078467153284668], [1.9078467153284668, 101.35310218978103, 102.11222627737227, 2.6669708029197077]], 'ys': [[0.8125, 1.3125, 108.8125, 107.8125], [107.8125, 108.8125, 212.8125, 212.3125]]}",3,"(5400, 7200)",0.009994448,0.990005552,381.6603895,35.70527596
11,ms9-12_2021-08-30 12-09-37.mkv,99,TRUE,0.9,50,1950,"{'xs': [[1.9078467153284668, 100.5939781021898, 101.35310218978103, 1.9078467153284668], [1.9078467153284668, 101.35310218978103, 102.11222627737227, 2.6669708029197077]], 'ys': [[0.8125, 1.3125, 108.8125, 107.8125], [107.8125, 108.8125, 212.8125, 212.3125]]}",4,"(7200, 9000)",0.289838978,0.714047751,758.0757074,70.91986247
12,ms9-12_2021-08-30 12-09-37.mkv,99,TRUE,0.9,50,1950,"{'xs': [[2.2284071180555576, 104.02701822916667, 102.54090711805556, 2.9714626736111134], [2.9714626736111134, 102.54090711805556, 102.54090711805556, 1.485351562500002]], 'ys': [[1.6201372997711554, 1.1212814645308808, 110.37070938215102, 108.37528604118992], [108.37528604118992, 110.37070938215102, 215.1304347826087, 214.13272311212816]]}",0,"(0, 1800)",0.452526374,0.550805108,1314.27415,131.3174366
12,ms9-12_2021-08-30 12-09-37.mkv,99,TRUE,0.9,50,1950,"{'xs': [[2.2284071180555576, 104.02701822916667, 102.54090711805556, 2.9714626736111134], [2.9714626736111134, 102.54090711805556, 102.54090711805556, 1.485351562500002]], 'ys': [[1.6201372997711554, 1.1212814645308808, 110.37070938215102, 108.37528604118992], [108.37528604118992, 110.37070938215102, 215.1304347826087, 214.13272311212816]]}",1,"(1800, 3600)",0.120488617,0.879511383,861.4585453,86.07376775
12,ms9-12_2021-08-30 12-09-37.mkv,99,TRUE,0.9,50,1950,"{'xs': [[2.2284071180555576, 104.02701822916667, 102.54090711805556, 2.9714626736111134], [2.9714626736111134, 102.54090711805556, 102.54090711805556, 1.485351562500002]], 'ys': [[1.6201372997711554, 1.1212814645308808, 110.37070938215102, 108.37528604118992], [108.37528604118992, 110.37070938215102, 215.1304347826087, 214.13272311212816]]}",2,"(3600, 5400)",0.323153803,0.676846197,1205.83174,120.4822701
12,ms9-12_2021-08-30 12-09-37.mkv,99,TRUE,0.9,50,1950,"{'xs': [[2.2284071180555576, 104.02701822916667, 102.54090711805556, 2.9714626736111134], [2.9714626736111134, 102.54090711805556, 102.54090711805556, 1.485351562500002]], 'ys': [[1.6201372997711554, 1.1212814645308808, 110.37070938215102, 108.37528604118992], [108.37528604118992, 110.37070938215102, 215.1304347826087, 214.13272311212816]]}",3,"(5400, 7200)",0.177679067,0.822320933,988.6632042,98.78358916
12,ms9-12_2021-08-30 12-09-37.mkv,99,TRUE,0.9,50,1950,"{'xs': [[2.2284071180555576, 104.02701822916667, 102.54090711805556, 2.9714626736111134], [2.9714626736111134, 102.54090711805556, 102.54090711805556, 1.485351562500002]], 'ys': [[1.6201372997711554, 1.1212814645308808, 110.37070938215102, 108.37528604118992], [108.37528604118992, 110.37070938215102, 215.1304347826087, 214.13272311212816]]}",4,"(7200, 9000)",0.377012771,0.622987229,941.935301,94.11470903
