Animal,File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,ROI_coordinates,bin,range(f),light,dark,Distance_px,Distance_in
45,ms45to48_2022-01-20 09-34-59.mkv,99,TRUE,0.9,100,1950,"{'xs': [[0.01462765957446748, 103.4188829787234, 100.35505319148936, 2.3124999999999996], [2.3124999999999996, 100.35505319148936, 103.4188829787234, 3.07845744680851]], 'ys': [[1.2379862700228905, 1.7345537757437142, 108, 106.51029748283753], [106.51029748283753, 108, 214.2654462242563, 213.76887871853546]]}",3,"(5400, 7200)",0,1,869.858987,85.7368204
45,ms45to48_2022-01-20 09-34-59.mkv,99,TRUE,0.9,100,1950,"{'xs': [[0.01462765957446748, 103.4188829787234, 100.35505319148936, 2.3124999999999996], [2.3124999999999996, 100.35505319148936, 103.4188829787234, 3.07845744680851]], 'ys': [[1.2379862700228905, 1.7345537757437142, 108, 106.51029748283753], [106.51029748283753, 108, 214.2654462242563, 213.76887871853546]]}",4,"(7200, 9000)",0.192115491,0.811215991,1026.421102,101.1682157
46,ms45to48_2022-01-20 09-34-59.mkv,99,TRUE,0.9,100,1950,"{'xs': [[2.361902573529413, 102.12660845588236, 102.12660845588236, 3.1413143382352953], [3.1413143382352953, 102.12660845588236, 103.68543198529413, 1.5824908088235305]], 'ys': [[1.7395833333333564, 1.2418981481481712, 109.23958333333334, 106.25347222222223], [106.25347222222223, 109.23958333333334, 213.75347222222223, 212.75810185185185]]}",0,"(0, 1800)",0.076068851,0.925596891,742.788167,71.56558641
46,ms45to48_2022-01-20 09-34-59.mkv,99,TRUE,0.9,100,1950,"{'xs': [[2.361902573529413, 102.12660845588236, 102.12660845588236, 3.1413143382352953], [3.1413143382352953, 102.12660845588236, 103.68543198529413, 1.5824908088235305]], 'ys': [[1.7395833333333564, 1.2418981481481712, 109.23958333333334, 106.25347222222223], [106.25347222222223, 109.23958333333334, 213.75347222222223, 212.75810185185185]]}",1,"(1800, 3600)",0.126041088,0.875069406,769.1364177,74.10416752
46,ms45to48_2022-01-20 09-34-59.mkv,99,TRUE,0.9,100,1950,"{'xs': [[2.361902573529413, 102.12660845588236, 102.12660845588236, 3.1413143382352953], [3.1413143382352953, 102.12660845588236, 103.68543198529413, 1.5824908088235305]], 'ys': [[1.7395833333333564, 1.2418981481481712, 109.23958333333334, 106.25347222222223], [106.25347222222223, 109.23958333333334, 213.75347222222223, 212.75810185185185]]}",2,"(3600, 5400)",0.254858412,0.749583565,766.1562676,73.81703829
46,ms45to48_2022-01-20 09-34-59.mkv,99,TRUE,0.9,100,1950,"{'xs': [[2.361902573529413, 102.12660845588236, 102.12660845588236, 3.1413143382352953], [3.1413143382352953, 102.12660845588236, 103.68543198529413, 1.5824908088235305]], 'ys': [[1.7395833333333564, 1.2418981481481712, 109.23958333333334, 106.25347222222223], [106.25347222222223, 109.23958333333334, 213.75347222222223, 212.75810185185185]]}",3,"(5400, 7200)",0.140477512,0.866185453,1046.331024,100.8111015
46,ms45to48_2022-01-20 09-34-59.mkv,99,TRUE,0.9,100,1950,"{'xs': [[2.361902573529413, 102.12660845588236, 102.12660845588236, 3.1413143382352953], [3.1413143382352953, 102.12660845588236, 103.68543198529413, 1.5824908088235305]], 'ys': [[1.7395833333333564, 1.2418981481481712, 109.23958333333334, 106.25347222222223], [106.25347222222223, 109.23958333333334, 213.75347222222223, 212.75810185185185]]}",4,"(7200, 9000)",0.271515825,0.72959467,1010.839394,97.39158112
47,ms45to48_2022-01-20 09-34-59.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.5130565068493147, 106.23908390410959, 104.7322345890411, 4.526755136986301], [4.526755136986301, 104.7322345890411, 105.48565924657534, 3.0199058219178077]], 'ys': [[1.25, 0.75, 105.75, 105.75], [105.75, 105.75, 209.25, 209.75]]}",0,"(0, 1800)",0.258745142,0.744586341,1039.931297,103.7221556
47,ms45to48_2022-01-20 09-34-59.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.5130565068493147, 106.23908390410959, 104.7322345890411, 4.526755136986301], [4.526755136986301, 104.7322345890411, 105.48565924657534, 3.0199058219178077]], 'ys': [[1.25, 0.75, 105.75, 105.75], [105.75, 105.75, 209.25, 209.75]]}",1,"(1800, 3600)",0.262631871,0.739589117,829.98733,82.78246381
47,ms45to48_2022-01-20 09-34-59.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.5130565068493147, 106.23908390410959, 104.7322345890411, 4.526755136986301], [4.526755136986301, 104.7322345890411, 105.48565924657534, 3.0199058219178077]], 'ys': [[1.25, 0.75, 105.75, 105.75], [105.75, 105.75, 209.25, 209.75]]}",2,"(3600, 5400)",0.104941699,0.896168795,836.7028999,83.45227093
47,ms45to48_2022-01-20 09-34-59.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.5130565068493147, 106.23908390410959, 104.7322345890411, 4.526755136986301], [4.526755136986301, 104.7322345890411, 105.48565924657534, 3.0199058219178077]], 'ys': [[1.25, 0.75, 105.75, 105.75], [105.75, 105.75, 209.25, 209.75]]}",3,"(5400, 7200)",0.422543032,0.579677957,1070.84016,106.804988
47,ms45to48_2022-01-20 09-34-59.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.5130565068493147, 106.23908390410959, 104.7322345890411, 4.526755136986301], [4.526755136986301, 104.7322345890411, 105.48565924657534, 3.0199058219178077]], 'ys': [[1.25, 0.75, 105.75, 105.75], [105.75, 105.75, 209.25, 209.75]]}",4,"(7200, 9000)",0.092726263,0.907273737,1012.023624,100.9386601
48,ms45to48_2022-01-20 09-34-59.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.6211832061068694, 101.65171755725193, 101.65171755725193, 2.415076335877862], [2.415076335877862, 101.65171755725193, 100.85782442748092, 1.6211832061068694]], 'ys': [[2.056498829039809, 2.5553278688524554, 108.80591334894613, 107.3094262295082], [107.3094262295082, 108.80591334894613, 210.567037470726, 210.567037470726]]}",0,"(0, 1800)",0.443087174,0.561354803,1261.381036,124.5869955
48,ms45to48_2022-01-20 09-34-59.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.6211832061068694, 101.65171755725193, 101.65171755725193, 2.415076335877862], [2.415076335877862, 101.65171755725193, 100.85782442748092, 1.6211832061068694]], 'ys': [[2.056498829039809, 2.5553278688524554, 108.80591334894613, 107.3094262295082], [107.3094262295082, 108.80591334894613, 210.567037470726, 210.567037470726]]}",1,"(1800, 3600)",0.051082732,0.954469739,895.3414182,88.43314912
48,ms45to48_2022-01-20 09-34-59.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.6211832061068694, 101.65171755725193, 101.65171755725193, 2.415076335877862], [2.415076335877862, 101.65171755725193, 100.85782442748092, 1.6211832061068694]], 'ys': [[2.056498829039809, 2.5553278688524554, 108.80591334894613, 107.3094262295082], [107.3094262295082, 108.80591334894613, 210.567037470726, 210.567037470726]]}",2,"(3600, 5400)",0,1,581.0219299,57.38771593
48,ms45to48_2022-01-20 09-34-59.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.6211832061068694, 101.65171755725193, 101.65171755725193, 2.415076335877862], [2.415076335877862, 101.65171755725193, 100.85782442748092, 1.6211832061068694]], 'ys': [[2.056498829039809, 2.5553278688524554, 108.80591334894613, 107.3094262295082], [107.3094262295082, 108.80591334894613, 210.567037470726, 210.567037470726]]}",3,"(5400, 7200)",0,1,552.5937097,54.57985181
48,ms45to48_2022-01-20 09-34-59.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.6211832061068694, 101.65171755725193, 101.65171755725193, 2.415076335877862], [2.415076335877862, 101.65171755725193, 100.85782442748092, 1.6211832061068694]], 'ys': [[2.056498829039809, 2.5553278688524554, 108.80591334894613, 107.3094262295082], [107.3094262295082, 108.80591334894613, 210.567037470726, 210.567037470726]]}",4,"(7200, 9000)",0.314825097,0.685174903,848.397854,83.79651874
49,ms49to52_2022-01-20 09-45-15.mkv,99,TRUE,0.9,100,1950,"{'xs': [[0.01462765957446748, 103.4188829787234, 100.35505319148936, 2.3124999999999996], [2.3124999999999996, 100.35505319148936, 103.4188829787234, 3.07845744680851]], 'ys': [[1.2379862700228905, 1.7345537757437142, 108, 106.51029748283753], [106.51029748283753, 108, 214.2654462242563, 213.76887871853546]]}",0,"(0, 1800)",0.288173237,0.712937257,814.2850889,80.2592322
49,ms49to52_2022-01-20 09-45-15.mkv,99,TRUE,0.9,100,1950,"{'xs': [[0.01462765957446748, 103.4188829787234, 100.35505319148936, 2.3124999999999996], [2.3124999999999996, 100.35505319148936, 103.4188829787234, 3.07845744680851]], 'ys': [[1.2379862700228905, 1.7345537757437142, 108, 106.51029748283753], [106.51029748283753, 108, 214.2654462242563, 213.76887871853546]]}",1,"(1800, 3600)",0,1,462.2848559,45.56466537
49,ms49to52_2022-01-20 09-45-15.mkv,99,TRUE,0.9,100,1950,"{'xs': [[0.01462765957446748, 103.4188829787234, 100.35505319148936, 2.3124999999999996], [2.3124999999999996, 100.35505319148936, 103.4188829787234, 3.07845744680851]], 'ys': [[1.2379862700228905, 1.7345537757437142, 108, 106.51029748283753], [106.51029748283753, 108, 214.2654462242563, 213.76887871853546]]}",2,"(3600, 5400)",0,1,523.2638719,51.57500386
49,ms49to52_2022-01-20 09-45-15.mkv,99,TRUE,0.9,100,1950,"{'xs': [[0.01462765957446748, 103.4188829787234, 100.35505319148936, 2.3124999999999996], [2.3124999999999996, 100.35505319148936, 103.4188829787234, 3.07845744680851]], 'ys': [[1.2379862700228905, 1.7345537757437142, 108, 106.51029748283753], [106.51029748283753, 108, 214.2654462242563, 213.76887871853546]]}",3,"(5400, 7200)",0.545252637,0.459189339,1174.387591,115.7523914
49,ms49to52_2022-01-20 09-45-15.mkv,99,TRUE,0.9,100,1950,"{'xs': [[0.01462765957446748, 103.4188829787234, 100.35505319148936, 2.3124999999999996], [2.3124999999999996, 100.35505319148936, 103.4188829787234, 3.07845744680851]], 'ys': [[1.2379862700228905, 1.7345537757437142, 108, 106.51029748283753], [106.51029748283753, 108, 214.2654462242563, 213.76887871853546]]}",4,"(7200, 9000)",0.242642976,0.757357024,1088.710417,107.3077026
50,ms49to52_2022-01-20 09-45-15.mkv,99,TRUE,0.9,100,1950,"{'xs': [[2.361902573529413, 102.12660845588236, 102.12660845588236, 3.1413143382352953], [3.1413143382352953, 102.12660845588236, 103.68543198529413, 1.5824908088235305]], 'ys': [[1.7395833333333564, 1.2418981481481712, 109.23958333333334, 106.25347222222223], [106.25347222222223, 109.23958333333334, 213.75347222222223, 212.75810185185185]]}",0,"(0, 1800)",0.335369239,0.680177679,1240.578634,119.5263217
50,ms49to52_2022-01-20 09-45-15.mkv,99,TRUE,0.9,100,1950,"{'xs': [[2.361902573529413, 102.12660845588236, 102.12660845588236, 3.1413143382352953], [3.1413143382352953, 102.12660845588236, 103.68543198529413, 1.5824908088235305]], 'ys': [[1.7395833333333564, 1.2418981481481712, 109.23958333333334, 106.25347222222223], [106.25347222222223, 109.23958333333334, 213.75347222222223, 212.75810185185185]]}",1,"(1800, 3600)",0.245419212,0.757912271,1113.792567,107.3108347
50,ms49to52_2022-01-20 09-45-15.mkv,99,TRUE,0.9,100,1950,"{'xs': [[2.361902573529413, 102.12660845588236, 102.12660845588236, 3.1413143382352953], [3.1413143382352953, 102.12660845588236, 103.68543198529413, 1.5824908088235305]], 'ys': [[1.7395833333333564, 1.2418981481481712, 109.23958333333334, 106.25347222222223], [106.25347222222223, 109.23958333333334, 213.75347222222223, 212.75810185185185]]}",2,"(3600, 5400)",0.311493615,0.688506385,776.6386304,74.82698498
50,ms49to52_2022-01-20 09-45-15.mkv,99,TRUE,0.9,100,1950,"{'xs': [[2.361902573529413, 102.12660845588236, 102.12660845588236, 3.1413143382352953], [3.1413143382352953, 102.12660845588236, 103.68543198529413, 1.5824908088235305]], 'ys': [[1.7395833333333564, 1.2418981481481712, 109.23958333333334, 106.25347222222223], [106.25347222222223, 109.23958333333334, 213.75347222222223, 212.75810185185185]]}",3,"(5400, 7200)",0.140477512,0.859522488,832.1249226,80.17293583
50,ms49to52_2022-01-20 09-45-15.mkv,99,TRUE,0.9,100,1950,"{'xs': [[2.361902573529413, 102.12660845588236, 102.12660845588236, 3.1413143382352953], [3.1413143382352953, 102.12660845588236, 103.68543198529413, 1.5824908088235305]], 'ys': [[1.7395833333333564, 1.2418981481481712, 109.23958333333334, 106.25347222222223], [106.25347222222223, 109.23958333333334, 213.75347222222223, 212.75810185185185]]}",4,"(7200, 9000)",0.387562465,0.613548029,884.9360535,85.2611423
51,ms49to52_2022-01-20 09-45-15.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.5130565068493147, 106.23908390410959, 104.7322345890411, 4.526755136986301], [4.526755136986301, 104.7322345890411, 105.48565924657534, 3.0199058219178077]], 'ys': [[1.25, 0.75, 105.75, 105.75], [105.75, 105.75, 209.25, 209.75]]}",0,"(0, 1800)",0.106052193,0.894503054,933.6738267,93.12409597
51,ms49to52_2022-01-20 09-45-15.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.5130565068493147, 106.23908390410959, 104.7322345890411, 4.526755136986301], [4.526755136986301, 104.7322345890411, 105.48565924657534, 3.0199058219178077]], 'ys': [[1.25, 0.75, 105.75, 105.75], [105.75, 105.75, 209.25, 209.75]]}",1,"(1800, 3600)",0,1,625.5080392,62.38781575
51,ms49to52_2022-01-20 09-45-15.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.5130565068493147, 106.23908390410959, 104.7322345890411, 4.526755136986301], [4.526755136986301, 104.7322345890411, 105.48565924657534, 3.0199058219178077]], 'ys': [[1.25, 0.75, 105.75, 105.75], [105.75, 105.75, 209.25, 209.75]]}",2,"(3600, 5400)",0.115491394,0.8856191,690.8293179,68.9029229
51,ms49to52_2022-01-20 09-45-15.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.5130565068493147, 106.23908390410959, 104.7322345890411, 4.526755136986301], [4.526755136986301, 104.7322345890411, 105.48565924657534, 3.0199058219178077]], 'ys': [[1.25, 0.75, 105.75, 105.75], [105.75, 105.75, 209.25, 209.75]]}",3,"(5400, 7200)",0.126596335,0.877290394,1032.431551,102.9741352
51,ms49to52_2022-01-20 09-45-15.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.5130565068493147, 106.23908390410959, 104.7322345890411, 4.526755136986301], [4.526755136986301, 104.7322345890411, 105.48565924657534, 3.0199058219178077]], 'ys': [[1.25, 0.75, 105.75, 105.75], [105.75, 105.75, 209.25, 209.75]]}",4,"(7200, 9000)",0.294280955,0.707940033,1001.471262,99.88617358
52,ms49to52_2022-01-20 09-45-15.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.6211832061068694, 101.65171755725193, 101.65171755725193, 2.415076335877862], [2.415076335877862, 101.65171755725193, 100.85782442748092, 1.6211832061068694]], 'ys': [[2.056498829039809, 2.5553278688524554, 108.80591334894613, 107.3094262295082], [107.3094262295082, 108.80591334894613, 210.567037470726, 210.567037470726]]}",0,"(0, 1800)",0.048861743,0.952248751,402.2911675,39.73442319
52,ms49to52_2022-01-20 09-45-15.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.6211832061068694, 101.65171755725193, 101.65171755725193, 2.415076335877862], [2.415076335877862, 101.65171755725193, 100.85782442748092, 1.6211832061068694]], 'ys': [[2.056498829039809, 2.5553278688524554, 108.80591334894613, 107.3094262295082], [107.3094262295082, 108.80591334894613, 210.567037470726, 210.567037470726]]}",1,"(1800, 3600)",0.072737368,0.927817879,543.4063106,53.67240956
52,ms49to52_2022-01-20 09-45-15.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.6211832061068694, 101.65171755725193, 101.65171755725193, 2.415076335877862], [2.415076335877862, 101.65171755725193, 100.85782442748092, 1.6211832061068694]], 'ys': [[2.056498829039809, 2.5553278688524554, 108.80591334894613, 107.3094262295082], [107.3094262295082, 108.80591334894613, 210.567037470726, 210.567037470726]]}",2,"(3600, 5400)",0.002220988,0.998889506,505.3902479,49.91755128
52,ms49to52_2022-01-20 09-45-15.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.6211832061068694, 101.65171755725193, 101.65171755725193, 2.415076335877862], [2.415076335877862, 101.65171755725193, 100.85782442748092, 1.6211832061068694]], 'ys': [[2.056498829039809, 2.5553278688524554, 108.80591334894613, 107.3094262295082], [107.3094262295082, 108.80591334894613, 210.567037470726, 210.567037470726]]}",3,"(5400, 7200)",0.068850639,0.935036091,491.0556753,48.5017211
52,ms49to52_2022-01-20 09-45-15.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.6211832061068694, 101.65171755725193, 101.65171755725193, 2.415076335877862], [2.415076335877862, 101.65171755725193, 100.85782442748092, 1.6211832061068694]], 'ys': [[2.056498829039809, 2.5553278688524554, 108.80591334894613, 107.3094262295082], [107.3094262295082, 108.80591334894613, 210.567037470726, 210.567037470726]]}",4,"(7200, 9000)",0.061632426,0.964464187,714.8637187,70.60731085
53,ms53to56_2022-01-20 09-55-28.mkv,99,TRUE,0.9,100,1950,"{'xs': [[0.01462765957446748, 103.4188829787234, 100.35505319148936, 2.3124999999999996], [2.3124999999999996, 100.35505319148936, 103.4188829787234, 3.07845744680851]], 'ys': [[1.2379862700228905, 1.7345537757437142, 108, 106.51029748283753], [106.51029748283753, 108, 214.2654462242563, 213.76887871853546]]}",0,"(0, 1800)",0.683509162,0.319822321,1645.28136,162.1655862
53,ms53to56_2022-01-20 09-55-28.mkv,99,TRUE,0.9,100,1950,"{'xs': [[0.01462765957446748, 103.4188829787234, 100.35505319148936, 2.3124999999999996], [2.3124999999999996, 100.35505319148936, 103.4188829787234, 3.07845744680851]], 'ys': [[1.2379862700228905, 1.7345537757437142, 108, 106.51029748283753], [106.51029748283753, 108, 214.2654462242563, 213.76887871853546]]}",1,"(1800, 3600)",0.365907829,0.638534148,1390.092739,137.0131634
53,ms53to56_2022-01-20 09-55-28.mkv,99,TRUE,0.9,100,1950,"{'xs': [[0.01462765957446748, 103.4188829787234, 100.35505319148936, 2.3124999999999996], [2.3124999999999996, 100.35505319148936, 103.4188829787234, 3.07845744680851]], 'ys': [[1.2379862700228905, 1.7345537757437142, 108, 106.51029748283753], [106.51029748283753, 108, 214.2654462242563, 213.76887871853546]]}",2,"(3600, 5400)",0.204886174,0.795113826,981.218701,96.71288427
53,ms53to56_2022-01-20 09-55-28.mkv,99,TRUE,0.9,100,1950,"{'xs': [[0.01462765957446748, 103.4188829787234, 100.35505319148936, 2.3124999999999996], [2.3124999999999996, 100.35505319148936, 103.4188829787234, 3.07845744680851]], 'ys': [[1.2379862700228905, 1.7345537757437142, 108, 106.51029748283753], [106.51029748283753, 108, 214.2654462242563, 213.76887871853546]]}",3,"(5400, 7200)",0.158245419,0.842865075,1043.977452,102.8986406
53,ms53to56_2022-01-20 09-55-28.mkv,99,TRUE,0.9,100,1950,"{'xs': [[0.01462765957446748, 103.4188829787234, 100.35505319148936, 2.3124999999999996], [2.3124999999999996, 100.35505319148936, 103.4188829787234, 3.07845744680851]], 'ys': [[1.2379862700228905, 1.7345537757437142, 108, 106.51029748283753], [106.51029748283753, 108, 214.2654462242563, 213.76887871853546]]}",4,"(7200, 9000)",0.339811216,0.674625208,1263.341645,124.5200628
54,ms53to56_2022-01-20 09-55-28.mkv,99,TRUE,0.9,100,1950,"{'xs': [[2.361902573529413, 102.12660845588236, 102.12660845588236, 3.1413143382352953], [3.1413143382352953, 102.12660845588236, 103.68543198529413, 1.5824908088235305]], 'ys': [[1.7395833333333564, 1.2418981481481712, 109.23958333333334, 106.25347222222223], [106.25347222222223, 109.23958333333334, 213.75347222222223, 212.75810185185185]]}",0,"(0, 1800)",0.134369795,0.868406441,1253.022396,120.7252438
54,ms53to56_2022-01-20 09-55-28.mkv,99,TRUE,0.9,100,1950,"{'xs': [[2.361902573529413, 102.12660845588236, 102.12660845588236, 3.1413143382352953], [3.1413143382352953, 102.12660845588236, 103.68543198529413, 1.5824908088235305]], 'ys': [[1.7395833333333564, 1.2418981481481712, 109.23958333333334, 106.25347222222223], [106.25347222222223, 109.23958333333334, 213.75347222222223, 212.75810185185185]]}",1,"(1800, 3600)",0,1,674.1658121,64.95401222
54,ms53to56_2022-01-20 09-55-28.mkv,99,TRUE,0.9,100,1950,"{'xs': [[2.361902573529413, 102.12660845588236, 102.12660845588236, 3.1413143382352953], [3.1413143382352953, 102.12660845588236, 103.68543198529413, 1.5824908088235305]], 'ys': [[1.7395833333333564, 1.2418981481481712, 109.23958333333334, 106.25347222222223], [106.25347222222223, 109.23958333333334, 213.75347222222223, 212.75810185185185]]}",2,"(3600, 5400)",0.153803443,0.847862299,707.3768441,68.15380334
54,ms53to56_2022-01-20 09-55-28.mkv,99,TRUE,0.9,100,1950,"{'xs': [[2.361902573529413, 102.12660845588236, 102.12660845588236, 3.1413143382352953], [3.1413143382352953, 102.12660845588236, 103.68543198529413, 1.5824908088235305]], 'ys': [[1.7395833333333564, 1.2418981481481712, 109.23958333333334, 106.25347222222223], [106.25347222222223, 109.23958333333334, 213.75347222222223, 212.75810185185185]]}",3,"(5400, 7200)",0.038867296,0.964464187,1001.40039,96.48215915
54,ms53to56_2022-01-20 09-55-28.mkv,99,TRUE,0.9,100,1950,"{'xs': [[2.361902573529413, 102.12660845588236, 102.12660845588236, 3.1413143382352953], [3.1413143382352953, 102.12660845588236, 103.68543198529413, 1.5824908088235305]], 'ys': [[1.7395833333333564, 1.2418981481481712, 109.23958333333334, 106.25347222222223], [106.25347222222223, 109.23958333333334, 213.75347222222223, 212.75810185185185]]}",4,"(7200, 9000)",0,1,419.8684692,40.45316626
55,ms53to56_2022-01-20 09-55-28.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.5130565068493147, 106.23908390410959, 104.7322345890411, 4.526755136986301], [4.526755136986301, 104.7322345890411, 105.48565924657534, 3.0199058219178077]], 'ys': [[1.25, 0.75, 105.75, 105.75], [105.75, 105.75, 209.25, 209.75]]}",0,"(0, 1800)",0,1,422.0615667,42.0961804
55,ms53to56_2022-01-20 09-55-28.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.5130565068493147, 106.23908390410959, 104.7322345890411, 4.526755136986301], [4.526755136986301, 104.7322345890411, 105.48565924657534, 3.0199058219178077]], 'ys': [[1.25, 0.75, 105.75, 105.75], [105.75, 105.75, 209.25, 209.75]]}",1,"(1800, 3600)",0,1,406.899151,40.58388969
55,ms53to56_2022-01-20 09-55-28.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.5130565068493147, 106.23908390410959, 104.7322345890411, 4.526755136986301], [4.526755136986301, 104.7322345890411, 105.48565924657534, 3.0199058219178077]], 'ys': [[1.25, 0.75, 105.75, 105.75], [105.75, 105.75, 209.25, 209.75]]}",2,"(3600, 5400)",0.02276513,0.981121599,484.3151842,48.30532077
55,ms53to56_2022-01-20 09-55-28.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.5130565068493147, 106.23908390410959, 104.7322345890411, 4.526755136986301], [4.526755136986301, 104.7322345890411, 105.48565924657534, 3.0199058219178077]], 'ys': [[1.25, 0.75, 105.75, 105.75], [105.75, 105.75, 209.25, 209.75]]}",3,"(5400, 7200)",0,1,484.8011545,48.35379117
55,ms53to56_2022-01-20 09-55-28.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.5130565068493147, 106.23908390410959, 104.7322345890411, 4.526755136986301], [4.526755136986301, 104.7322345890411, 105.48565924657534, 3.0199058219178077]], 'ys': [[1.25, 0.75, 105.75, 105.75], [105.75, 105.75, 209.25, 209.75]]}",4,"(7200, 9000)",0,1,383.6198125,38.26202172
56,ms53to56_2022-01-20 09-55-28.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.6211832061068694, 101.65171755725193, 101.65171755725193, 2.415076335877862], [2.415076335877862, 101.65171755725193, 100.85782442748092, 1.6211832061068694]], 'ys': [[2.056498829039809, 2.5553278688524554, 108.80591334894613, 107.3094262295082], [107.3094262295082, 108.80591334894613, 210.567037470726, 210.567037470726]]}",0,"(0, 1800)",0.397556913,0.609661299,1479.777257,146.1580579
56,ms53to56_2022-01-20 09-55-28.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.6211832061068694, 101.65171755725193, 101.65171755725193, 2.415076335877862], [2.415076335877862, 101.65171755725193, 100.85782442748092, 1.6211832061068694]], 'ys': [[2.056498829039809, 2.5553278688524554, 108.80591334894613, 107.3094262295082], [107.3094262295082, 108.80591334894613, 210.567037470726, 210.567037470726]]}",1,"(1800, 3600)",0.086618545,0.919489173,1094.08585,108.0631982
56,ms53to56_2022-01-20 09-55-28.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.6211832061068694, 101.65171755725193, 101.65171755725193, 2.415076335877862], [2.415076335877862, 101.65171755725193, 100.85782442748092, 1.6211832061068694]], 'ys': [[2.056498829039809, 2.5553278688524554, 108.80591334894613, 107.3094262295082], [107.3094262295082, 108.80591334894613, 210.567037470726, 210.567037470726]]}",2,"(3600, 5400)",0.410882843,0.591338145,1268.944768,125.3340676
56,ms53to56_2022-01-20 09-55-28.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.6211832061068694, 101.65171755725193, 101.65171755725193, 2.415076335877862], [2.415076335877862, 101.65171755725193, 100.85782442748092, 1.6211832061068694]], 'ys': [[2.056498829039809, 2.5553278688524554, 108.80591334894613, 107.3094262295082], [107.3094262295082, 108.80591334894613, 210.567037470726, 210.567037470726]]}",3,"(5400, 7200)",0.294836202,0.705163798,961.8450212,95.00173057
56,ms53to56_2022-01-20 09-55-28.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.6211832061068694, 101.65171755725193, 101.65171755725193, 2.415076335877862], [2.415076335877862, 101.65171755725193, 100.85782442748092, 1.6211832061068694]], 'ys': [[2.056498829039809, 2.5553278688524554, 108.80591334894613, 107.3094262295082], [107.3094262295082, 108.80591334894613, 210.567037470726, 210.567037470726]]}",4,"(7200, 9000)",0.138811771,0.863409217,956.2144448,94.4455968
57,ms57to60_2022-01-20 10-05-55.mkv,99,TRUE,0.9,100,1950,"{'xs': [[0.01462765957446748, 103.4188829787234, 100.35505319148936, 2.3124999999999996], [2.3124999999999996, 100.35505319148936, 103.4188829787234, 3.07845744680851]], 'ys': [[1.2379862700228905, 1.7345537757437142, 108, 106.51029748283753], [106.51029748283753, 108, 214.2654462242563, 213.76887871853546]]}",0,"(0, 1800)",0.166574125,0.834536369,1313.141508,129.4285388
57,ms57to60_2022-01-20 10-05-55.mkv,99,TRUE,0.9,100,1950,"{'xs': [[0.01462765957446748, 103.4188829787234, 100.35505319148936, 2.3124999999999996], [2.3124999999999996, 100.35505319148936, 103.4188829787234, 3.07845744680851]], 'ys': [[1.2379862700228905, 1.7345537757437142, 108, 106.51029748283753], [106.51029748283753, 108, 214.2654462242563, 213.76887871853546]]}",1,"(1800, 3600)",0.007773459,0.992226541,821.7220516,80.99224933
57,ms57to60_2022-01-20 10-05-55.mkv,99,TRUE,0.9,100,1950,"{'xs': [[0.01462765957446748, 103.4188829787234, 100.35505319148936, 2.3124999999999996], [2.3124999999999996, 100.35505319148936, 103.4188829787234, 3.07845744680851]], 'ys': [[1.2379862700228905, 1.7345537757437142, 108, 106.51029748283753], [106.51029748283753, 108, 214.2654462242563, 213.76887871853546]]}",2,"(3600, 5400)",0.117712382,0.882287618,947.7314843,93.41224873
