Animal,testnum,Box,File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,ROI_coordinates,ROI_location,ROI_transition,bin,range(f),light,dark,Distance_px,Distance_in
9,1,1,LD1_09_10_2022-12-02 12-58-03.mkv,99,TRUE,0.9,50,1800,"{'xs': [[2.1035970052083353, 103.53068033854167, 102.41609700520834, 1.5463053385416685], [1.5463053385416685, 102.41609700520834, 104.645263671875, 2.1035970052083353]], 'ys': [[0.4198895027624259, 2.011049723756901, 107.42541436464089, 107.42541436464089], [107.42541436464089, 107.42541436464089, 214.0331491712707, 214.82872928176795]]}",light,FALSE,1,"(1800, 3600)",0,1,875.3877959,86.78967619
11,1,1,LD1_11_12_13_14_2022-12-02 13-16-43.mkv,99,TRUE,0.9,50,1800,"{'xs': [[2.1035970052083353, 103.53068033854167, 102.41609700520834, 1.5463053385416685], [1.5463053385416685, 102.41609700520834, 104.645263671875, 2.1035970052083353]], 'ys': [[0.4198895027624259, 2.011049723756901, 107.42541436464089, 107.42541436464089], [107.42541436464089, 107.42541436464089, 214.0331491712707, 214.82872928176795]]}",dark,FALSE,1,"(1800, 3600)",0.450860633,0.551360355,1382.369779,137.0540303
15,1,1,LD1_15_16_17_18_2022-12-02 13-56-02.mkv,99,TRUE,0.9,50,1800,"{'xs': [[2.1035970052083353, 103.53068033854167, 102.41609700520834, 1.5463053385416685], [1.5463053385416685, 102.41609700520834, 104.645263671875, 2.1035970052083353]], 'ys': [[0.4198895027624259, 2.011049723756901, 107.42541436464089, 107.42541436464089], [107.42541436464089, 107.42541436464089, 214.0331491712707, 214.82872928176795]]}",light,FALSE,1,"(1800, 3600)",0.177679067,0.823986674,1286.890943,127.5878517
2,1,2,LD1_01_02_03_04_2022-12-02 12-19-41.mkv,99,TRUE,0.9,50,1800,"{'xs': [[2.6040111940298503, 106.58411069651741, 106.58411069651741, 1.5094838308457708], [1.5094838308457708, 106.58411069651741, 107.67863805970148, 2.0567475124378105]], 'ys': [[2.40883977900552, 2.011049723756901, 107.42541436464089, 107.8232044198895], [107.8232044198895, 107.42541436464089, 214.0331491712707, 214.0331491712707]]}",light,FALSE,1,"(1800, 3600)",0.510272071,0.4952804,1459.925755,144.7199445
6,1,2,LD1_05_06_07_08_2022-12-02 12-38-34.mkv,99,TRUE,0.9,50,1800,"{'xs': [[2.6040111940298503, 106.58411069651741, 106.58411069651741, 1.5094838308457708], [1.5094838308457708, 106.58411069651741, 107.67863805970148, 2.0567475124378105]], 'ys': [[2.40883977900552, 2.011049723756901, 107.42541436464089, 107.8232044198895], [107.8232044198895, 107.42541436464089, 214.0331491712707, 214.0331491712707]]}",dark,FALSE,1,"(1800, 3600)",0.285952249,0.717379234,1459.180696,144.6460881
10,1,2,LD1_09_10_2022-12-02 12-58-03.mkv,99,TRUE,0.9,50,1800,"{'xs': [[2.6040111940298503, 106.58411069651741, 106.58411069651741, 1.5094838308457708], [1.5094838308457708, 106.58411069651741, 107.67863805970148, 2.0567475124378105]], 'ys': [[2.40883977900552, 2.011049723756901, 107.42541436464089, 107.8232044198895], [107.8232044198895, 107.42541436464089, 214.0331491712707, 214.0331491712707]]}",light,FALSE,1,"(1800, 3600)",0.230982787,0.769017213,1152.634261,114.258664
12,1,2,LD1_11_12_13_14_2022-12-02 13-16-43.mkv,99,TRUE,0.9,50,1800,"{'xs': [[2.6040111940298503, 106.58411069651741, 106.58411069651741, 1.5094838308457708], [1.5094838308457708, 106.58411069651741, 107.67863805970148, 2.0567475124378105]], 'ys': [[2.40883977900552, 2.011049723756901, 107.42541436464089, 107.8232044198895], [107.8232044198895, 107.42541436464089, 214.0331491712707, 214.0331491712707]]}",dark,FALSE,1,"(1800, 3600)",0.234869517,0.766240977,1503.505233,149.0399037
16,1,2,LD1_15_16_17_18_2022-12-02 13-56-02.mkv,99,TRUE,0.9,50,1800,"{'xs': [[2.6040111940298503, 106.58411069651741, 106.58411069651741, 1.5094838308457708], [1.5094838308457708, 106.58411069651741, 107.67863805970148, 2.0567475124378105]], 'ys': [[2.40883977900552, 2.011049723756901, 107.42541436464089, 107.8232044198895], [107.8232044198895, 107.42541436464089, 214.0331491712707, 214.0331491712707]]}",light,FALSE,1,"(1800, 3600)",0.373681288,0.635757912,2441.58771,242.030416
3,1,3,LD1_01_02_03_04_2022-12-02 12-19-41.mkv,99,TRUE,0.9,50,1800,"{'xs': [[1.0083165322580643, 102.05670362903226, 103.75025201612902, 1.5728326612903225], [1.5728326612903225, 103.75025201612902, 103.18573588709677, 1.5728326612903225]], 'ys': [[2.0088141025641053, 2.0088141025641053, 109.31650641025641, 108.12419871794872], [108.12419871794872, 109.31650641025641, 215.43189102564102, 215.43189102564102]]}",light,FALSE,1,"(1800, 3600)",0.221543587,0.782343143,1125.447915,112.2487354
7,1,3,LD1_05_06_07_08_2022-12-02 12-38-34.mkv,99,TRUE,0.9,50,1800,"{'xs': [[1.0083165322580643, 102.05670362903226, 103.75025201612902, 1.5728326612903225], [1.5728326612903225, 103.75025201612902, 103.18573588709677, 1.5728326612903225]], 'ys': [[2.0088141025641053, 2.0088141025641053, 109.31650641025641, 108.12419871794872], [108.12419871794872, 109.31650641025641, 215.43189102564102, 215.43189102564102]]}",dark,FALSE,1,"(1800, 3600)",0.196002221,0.819544697,908.0693083,90.56805758
13,1,3,LD1_11_12_13_14_2022-12-02 13-16-43.mkv,99,TRUE,0.9,50,1800,"{'xs': [[1.0083165322580643, 102.05670362903226, 103.75025201612902, 1.5728326612903225], [1.5728326612903225, 103.75025201612902, 103.18573588709677, 1.5728326612903225]], 'ys': [[2.0088141025641053, 2.0088141025641053, 109.31650641025641, 108.12419871794872], [108.12419871794872, 109.31650641025641, 215.43189102564102, 215.43189102564102]]}",light,FALSE,1,"(1800, 3600)",0.073292615,0.927262632,825.7357782,82.35636291
17,1,3,LD1_15_16_17_18_2022-12-02 13-56-02.mkv,99,TRUE,0.9,50,1800,"{'xs': [[1.0083165322580643, 102.05670362903226, 103.75025201612902, 1.5728326612903225], [1.5728326612903225, 103.75025201612902, 103.18573588709677, 1.5728326612903225]], 'ys': [[2.0088141025641053, 2.0088141025641053, 109.31650641025641, 108.12419871794872], [108.12419871794872, 109.31650641025641, 215.43189102564102, 215.43189102564102]]}",dark,FALSE,1,"(1800, 3600)",0.576901721,0.431982232,1495.477757,149.1543811
4,1,4,LD1_01_02_03_04_2022-12-02 12-19-41.mkv,99,TRUE,0.9,50,1800,"{'xs': [[1.0289062499999988, 100.02335069444445, 100.02335069444445, 1.0289062499999988], [1.0289062499999988, 100.02335069444445, 100.59557291666667, 1.0289062499999988]], 'ys': [[2.0066029143898074, 2.800774134790536, 109.61680327868854, 107.23428961748635], [107.23428961748635, 109.61680327868854, 216.43283242258653, 215.24157559198545]]}",light,TRUE,1,"(1800, 3600)",0.270960577,0.73514714,1559.474719,157.8535536
8,1,4,LD1_05_06_07_08_2022-12-02 12-38-34.mkv,99,TRUE,0.9,50,1800,"{'xs': [[1.0289062499999988, 100.02335069444445, 100.02335069444445, 1.0289062499999988], [1.0289062499999988, 100.02335069444445, 100.59557291666667, 1.0289062499999988]], 'ys': [[2.0066029143898074, 2.800774134790536, 109.61680327868854, 107.23428961748635], [107.23428961748635, 109.61680327868854, 216.43283242258653, 215.24157559198545]]}",light,FALSE,1,"(1800, 3600)",0.423653526,0.584119933,1230.208152,124.524448
14,1,4,LD1_11_12_13_14_2022-12-02 13-16-43.mkv,99,TRUE,0.9,50,1800,"{'xs': [[1.0289062499999988, 100.02335069444445, 100.02335069444445, 1.0289062499999988], [1.0289062499999988, 100.02335069444445, 100.59557291666667, 1.0289062499999988]], 'ys': [[2.0066029143898074, 2.800774134790536, 109.61680327868854, 107.23428961748635], [107.23428961748635, 109.61680327868854, 216.43283242258653, 215.24157559198545]]}",dark,FALSE,1,"(1800, 3600)",0.464186563,0.539700167,1270.292244,128.5818502
18,1,4,LD1_15_16_17_18_2022-12-02 13-56-02.mkv,99,TRUE,0.9,50,1800,"{'xs': [[1.0289062499999988, 100.02335069444445, 100.02335069444445, 1.0289062499999988], [1.0289062499999988, 100.02335069444445, 100.59557291666667, 1.0289062499999988]], 'ys': [[2.0066029143898074, 2.800774134790536, 109.61680327868854, 107.23428961748635], [107.23428961748635, 109.61680327868854, 216.43283242258653, 215.24157559198545]]}",dark,FALSE,1,"(1800, 3600)",0,1,605.725988,61.3129527
1,1,1,LD1_01_02_03_04_2022-12-02 12-19-41.mkv,99,TRUE,0.9,50,1800,"{'xs': [[2.1035970052083353, 103.53068033854167, 102.41609700520834, 1.5463053385416685], [1.5463053385416685, 102.41609700520834, 104.645263671875, 2.1035970052083353]], 'ys': [[0.4198895027624259, 2.011049723756901, 107.42541436464089, 107.42541436464089], [107.42541436464089, 107.42541436464089, 214.0331491712707, 214.82872928176795]]}",dark,FALSE,2,"(3600, 5400)",0.349250416,0.656302054,1374.216221,136.2456518
5,1,1,LD1_05_06_07_08_2022-12-02 12-38-34.mkv,99,TRUE,0.9,50,1800,"{'xs': [[2.1035970052083353, 103.53068033854167, 102.41609700520834, 1.5463053385416685], [1.5463053385416685, 102.41609700520834, 104.645263671875, 2.1035970052083353]], 'ys': [[0.4198895027624259, 2.011049723756901, 107.42541436464089, 107.42541436464089], [107.42541436464089, 107.42541436464089, 214.0331491712707, 214.82872928176795]]}",light,FALSE,2,"(3600, 5400)",0.067740144,0.932259856,531.3423317,52.67954286
9,1,1,LD1_09_10_2022-12-02 12-58-03.mkv,99,TRUE,0.9,50,1800,"{'xs': [[2.1035970052083353, 103.53068033854167, 102.41609700520834, 1.5463053385416685], [1.5463053385416685, 102.41609700520834, 104.645263671875, 2.1035970052083353]], 'ys': [[0.4198895027624259, 2.011049723756901, 107.42541436464089, 107.42541436464089], [107.42541436464089, 107.42541436464089, 214.0331491712707, 214.82872928176795]]}",light,FALSE,2,"(3600, 5400)",0.172126596,0.827873404,816.5925994,80.96046988
11,1,1,LD1_11_12_13_14_2022-12-02 13-16-43.mkv,99,TRUE,0.9,50,1800,"{'xs': [[2.1035970052083353, 103.53068033854167, 102.41609700520834, 1.5463053385416685], [1.5463053385416685, 102.41609700520834, 104.645263671875, 2.1035970052083353]], 'ys': [[0.4198895027624259, 2.011049723756901, 107.42541436464089, 107.42541436464089], [107.42541436464089, 107.42541436464089, 214.0331491712707, 214.82872928176795]]}",dark,FALSE,2,"(3600, 5400)",0.256524153,0.752915047,1162.50322,115.2555228
15,1,1,LD1_15_16_17_18_2022-12-02 13-56-02.mkv,99,TRUE,0.9,50,1800,"{'xs': [[2.1035970052083353, 103.53068033854167, 102.41609700520834, 1.5463053385416685], [1.5463053385416685, 102.41609700520834, 104.645263671875, 2.1035970052083353]], 'ys': [[0.4198895027624259, 2.011049723756901, 107.42541436464089, 107.42541436464089], [107.42541436464089, 107.42541436464089, 214.0331491712707, 214.82872928176795]]}",light,FALSE,2,"(3600, 5400)",0.057745697,0.946141033,1044.844561,103.5903419
2,1,2,LD1_01_02_03_04_2022-12-02 12-19-41.mkv,99,TRUE,0.9,50,1800,"{'xs': [[2.6040111940298503, 106.58411069651741, 106.58411069651741, 1.5094838308457708], [1.5094838308457708, 106.58411069651741, 107.67863805970148, 2.0567475124378105]], 'ys': [[2.40883977900552, 2.011049723756901, 107.42541436464089, 107.8232044198895], [107.8232044198895, 107.42541436464089, 214.0331491712707, 214.0331491712707]]}",light,FALSE,2,"(3600, 5400)",0.333703498,0.67240422,1191.102301,118.071935
6,1,2,LD1_05_06_07_08_2022-12-02 12-38-34.mkv,99,TRUE,0.9,50,1800,"{'xs': [[2.6040111940298503, 106.58411069651741, 106.58411069651741, 1.5094838308457708], [1.5094838308457708, 106.58411069651741, 107.67863805970148, 2.0567475124378105]], 'ys': [[2.40883977900552, 2.011049723756901, 107.42541436464089, 107.8232044198895], [107.8232044198895, 107.42541436464089, 214.0331491712707, 214.0331491712707]]}",dark,FALSE,2,"(3600, 5400)",0.461410328,0.55247085,1324.096089,131.2553819
10,1,2,LD1_09_10_2022-12-02 12-58-03.mkv,99,TRUE,0.9,50,1800,"{'xs': [[2.6040111940298503, 106.58411069651741, 106.58411069651741, 1.5094838308457708], [1.5094838308457708, 106.58411069651741, 107.67863805970148, 2.0567475124378105]], 'ys': [[2.40883977900552, 2.011049723756901, 107.42541436464089, 107.8232044198895], [107.8232044198895, 107.42541436464089, 214.0331491712707, 214.0331491712707]]}",light,FALSE,2,"(3600, 5400)",0.366463076,0.636313159,1023.305349,101.43851
12,1,2,LD1_11_12_13_14_2022-12-02 13-16-43.mkv,99,TRUE,0.9,50,1800,"{'xs': [[2.6040111940298503, 106.58411069651741, 106.58411069651741, 1.5094838308457708], [1.5094838308457708, 106.58411069651741, 107.67863805970148, 2.0567475124378105]], 'ys': [[2.40883977900552, 2.011049723756901, 107.42541436464089, 107.8232044198895], [107.8232044198895, 107.42541436464089, 214.0331491712707, 214.0331491712707]]}",dark,FALSE,2,"(3600, 5400)",0.197667962,0.80566352,1289.346866,127.8107508
16,1,2,LD1_15_16_17_18_2022-12-02 13-56-02.mkv,99,TRUE,0.9,50,1800,"{'xs': [[2.6040111940298503, 106.58411069651741, 106.58411069651741, 1.5094838308457708], [1.5094838308457708, 106.58411069651741, 107.67863805970148, 2.0567475124378105]], 'ys': [[2.40883977900552, 2.011049723756901, 107.42541436464089, 107.8232044198895], [107.8232044198895, 107.42541436464089, 214.0331491712707, 214.0331491712707]]}",light,FALSE,2,"(3600, 5400)",0.294836202,0.709050527,2049.27686,203.1413121
3,1,3,LD1_01_02_03_04_2022-12-02 12-19-41.mkv,99,TRUE,0.9,50,1800,"{'xs': [[1.0083165322580643, 102.05670362903226, 103.75025201612902, 1.5728326612903225], [1.5728326612903225, 103.75025201612902, 103.18573588709677, 1.5728326612903225]], 'ys': [[2.0088141025641053, 2.0088141025641053, 109.31650641025641, 108.12419871794872], [108.12419871794872, 109.31650641025641, 215.43189102564102, 215.43189102564102]]}",light,FALSE,2,"(3600, 5400)",0.004441977,0.99611327,591.0487348,58.94939445
7,1,3,LD1_05_06_07_08_2022-12-02 12-38-34.mkv,99,TRUE,0.9,50,1800,"{'xs': [[1.0083165322580643, 102.05670362903226, 103.75025201612902, 1.5728326612903225], [1.5728326612903225, 103.75025201612902, 103.18573588709677, 1.5728326612903225]], 'ys': [[2.0088141025641053, 2.0088141025641053, 109.31650641025641, 108.12419871794872], [108.12419871794872, 109.31650641025641, 215.43189102564102, 215.43189102564102]]}",dark,FALSE,2,"(3600, 5400)",0.008883953,0.991116047,880.2698899,87.79542855
13,1,3,LD1_11_12_13_14_2022-12-02 13-16-43.mkv,99,TRUE,0.9,50,1800,"{'xs': [[1.0083165322580643, 102.05670362903226, 103.75025201612902, 1.5728326612903225], [1.5728326612903225, 103.75025201612902, 103.18573588709677, 1.5728326612903225]], 'ys': [[2.0088141025641053, 2.0088141025641053, 109.31650641025641, 108.12419871794872], [108.12419871794872, 109.31650641025641, 215.43189102564102, 215.43189102564102]]}",light,FALSE,2,"(3600, 5400)",0.299278179,0.706829539,1311.198657,130.7749467
17,1,3,LD1_15_16_17_18_2022-12-02 13-56-02.mkv,99,TRUE,0.9,50,1800,"{'xs': [[1.0083165322580643, 102.05670362903226, 103.75025201612902, 1.5728326612903225], [1.5728326612903225, 103.75025201612902, 103.18573588709677, 1.5728326612903225]], 'ys': [[2.0088141025641053, 2.0088141025641053, 109.31650641025641, 108.12419871794872], [108.12419871794872, 109.31650641025641, 215.43189102564102, 215.43189102564102]]}",dark,FALSE,2,"(3600, 5400)",0.15047196,0.875624653,1194.440186,119.1298137
4,1,4,LD1_01_02_03_04_2022-12-02 12-19-41.mkv,99,TRUE,0.9,50,1800,"{'xs': [[1.0289062499999988, 100.02335069444445, 100.02335069444445, 1.0289062499999988], [1.0289062499999988, 100.02335069444445, 100.59557291666667, 1.0289062499999988]], 'ys': [[2.0066029143898074, 2.800774134790536, 109.61680327868854, 107.23428961748635], [107.23428961748635, 109.61680327868854, 216.43283242258653, 215.24157559198545]]}",light,FALSE,2,"(3600, 5400)",0.647973348,0.352026652,1076.835069,108.999678
8,1,4,LD1_05_06_07_08_2022-12-02 12-38-34.mkv,99,TRUE,0.9,50,1800,"{'xs': [[1.0289062499999988, 100.02335069444445, 100.02335069444445, 1.0289062499999988], [1.0289062499999988, 100.02335069444445, 100.59557291666667, 1.0289062499999988]], 'ys': [[2.0066029143898074, 2.800774134790536, 109.61680327868854, 107.23428961748635], [107.23428961748635, 109.61680327868854, 216.43283242258653, 215.24157559198545]]}",light,FALSE,2,"(3600, 5400)",0.375902277,0.624652971,1081.508188,109.4727016
