Animal,testnum,File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,ROI_coordinates,ROI_location,ROI_transition,bin,range(f),closed1,closed2,open1,open2,ctr,Distance_px,Distance_in
5,2,EPM2_05_2022-12-07 13-38-04.mkv,98,TRUE,0.75,50,900,"{'xs': [[99.17746350364965, 118.6227189781022, 118.6227189781022, 98.1263686131387], [98.1263686131387, 119.14826642335767, 119.67381386861315, 99.17746350364965], [1.951186131386863, 98.1263686131387, 98.1263686131387, 1.4256386861313886], [118.6227189781022, 119.14826642335767, 213.74680656934305, 214.27235401459853, 210.5935218978102], [98.1263686131387, 118.6227189781022, 119.14826642335767, 98.1263686131387]], 'ys': [[0.4853448275862006, 0.4853448275862006, 96.3198275862069, 95.82327586206897], [114.19568965517242, 114.19568965517242, 213.0094827586207, 213.50603448275862], [96.81637931034483, 95.82327586206897, 114.19568965517242, 114.69224137931035], [96.3198275862069, 114.19568965517242, 113.20258620689656, 94.33362068965516, 94.33362068965516], [95.82327586206897, 96.3198275862069, 114.19568965517242, 114.19568965517242]]}",ctr,FALSE,2,"(3600, 5400)",0.625763465,0.041643531,0.15435869,0.126041088,0.05719045,926.9541547,134.9299672
5,2,EPM2_05_2022-12-07 13-38-04.mkv,98,TRUE,0.75,50,900,"{'xs': [[99.17746350364965, 118.6227189781022, 118.6227189781022, 98.1263686131387], [98.1263686131387, 119.14826642335767, 119.67381386861315, 99.17746350364965], [1.951186131386863, 98.1263686131387, 98.1263686131387, 1.4256386861313886], [118.6227189781022, 119.14826642335767, 213.74680656934305, 214.27235401459853, 210.5935218978102], [98.1263686131387, 118.6227189781022, 119.14826642335767, 98.1263686131387]], 'ys': [[0.4853448275862006, 0.4853448275862006, 96.3198275862069, 95.82327586206897], [114.19568965517242, 114.19568965517242, 213.0094827586207, 213.50603448275862], [96.81637931034483, 95.82327586206897, 114.19568965517242, 114.69224137931035], [96.3198275862069, 114.19568965517242, 113.20258620689656, 94.33362068965516, 94.33362068965516], [95.82327586206897, 96.3198275862069, 114.19568965517242, 114.19568965517242]]}",ctr,FALSE,3,"(5400, 7200)",0.033314825,0.654081066,0.084397557,0.073847862,0.163242643,677.3554911,98.59770702
5,2,EPM2_05_2022-12-07 13-38-04.mkv,98,TRUE,0.75,50,900,"{'xs': [[99.17746350364965, 118.6227189781022, 118.6227189781022, 98.1263686131387], [98.1263686131387, 119.14826642335767, 119.67381386861315, 99.17746350364965], [1.951186131386863, 98.1263686131387, 98.1263686131387, 1.4256386861313886], [118.6227189781022, 119.14826642335767, 213.74680656934305, 214.27235401459853, 210.5935218978102], [98.1263686131387, 118.6227189781022, 119.14826642335767, 98.1263686131387]], 'ys': [[0.4853448275862006, 0.4853448275862006, 96.3198275862069, 95.82327586206897], [114.19568965517242, 114.19568965517242, 213.0094827586207, 213.50603448275862], [96.81637931034483, 95.82327586206897, 114.19568965517242, 114.69224137931035], [96.3198275862069, 114.19568965517242, 113.20258620689656, 94.33362068965516, 94.33362068965516], [95.82327586206897, 96.3198275862069, 114.19568965517242, 114.19568965517242]]}",ctr,FALSE,4,"(7200, 9000)",0.664444444,0,0.114444444,0,0.229444444,746.5961118,108.67656
6,2,EPM2_06_2022-12-07 13-47-04.mkv,99,TRUE,0.7,50,900,"{'xs': [[96.75072254335261, 117.14378612716763, 118.39234104046243, 97.58309248554914], [96.33453757225433, 118.39234104046243, 119.22471098265895, 97.58309248554914], [97.58309248554914, 0.6119942196531806, 0.6119942196531806, 96.33453757225433], [118.39234104046243, 212.45014450867052, 213.28251445086704, 118.39234104046243], [97.58309248554914, 118.39234104046243, 118.39234104046243, 96.33453757225433]], 'ys': [[2.732044198895023, 2.732044198895023, 100.19060773480663, 99.79281767955801], [118.88674033149171, 119.28453038674033, 215.15193370165747, 215.15193370165747], [99.79281767955801, 100.19060773480663, 119.68232044198895, 118.88674033149171], [100.19060773480663, 99.79281767955801, 118.88674033149171, 119.28453038674033], [99.79281767955801, 100.19060773480663, 119.28453038674033, 118.88674033149171]]}",closed2,FALSE,0,"(0, 1800)",0.056079956,0.173237091,0,0.075513604,0.746252082,761.8771262,109.3736739
6,2,EPM2_06_2022-12-07 13-47-04.mkv,99,TRUE,0.7,50,900,"{'xs': [[96.75072254335261, 117.14378612716763, 118.39234104046243, 97.58309248554914], [96.33453757225433, 118.39234104046243, 119.22471098265895, 97.58309248554914], [97.58309248554914, 0.6119942196531806, 0.6119942196531806, 96.33453757225433], [118.39234104046243, 212.45014450867052, 213.28251445086704, 118.39234104046243], [97.58309248554914, 118.39234104046243, 118.39234104046243, 96.33453757225433]], 'ys': [[2.732044198895023, 2.732044198895023, 100.19060773480663, 99.79281767955801], [118.88674033149171, 119.28453038674033, 215.15193370165747, 215.15193370165747], [99.79281767955801, 100.19060773480663, 119.68232044198895, 118.88674033149171], [100.19060773480663, 99.79281767955801, 118.88674033149171, 119.28453038674033], [99.79281767955801, 100.19060773480663, 119.28453038674033, 118.88674033149171]]}",closed2,FALSE,1,"(1800, 3600)",0,0.937812326,0,0,0.062187674,629.5485253,90.37682421
6,2,EPM2_06_2022-12-07 13-47-04.mkv,99,TRUE,0.7,50,900,"{'xs': [[96.75072254335261, 117.14378612716763, 118.39234104046243, 97.58309248554914], [96.33453757225433, 118.39234104046243, 119.22471098265895, 97.58309248554914], [97.58309248554914, 0.6119942196531806, 0.6119942196531806, 96.33453757225433], [118.39234104046243, 212.45014450867052, 213.28251445086704, 118.39234104046243], [97.58309248554914, 118.39234104046243, 118.39234104046243, 96.33453757225433]], 'ys': [[2.732044198895023, 2.732044198895023, 100.19060773480663, 99.79281767955801], [118.88674033149171, 119.28453038674033, 215.15193370165747, 215.15193370165747], [99.79281767955801, 100.19060773480663, 119.68232044198895, 118.88674033149171], [100.19060773480663, 99.79281767955801, 118.88674033149171, 119.28453038674033], [99.79281767955801, 100.19060773480663, 119.28453038674033, 118.88674033149171]]}",closed2,FALSE,2,"(3600, 5400)",0,1,0,0,0,592.0127948,84.98826402
6,2,EPM2_06_2022-12-07 13-47-04.mkv,99,TRUE,0.7,50,900,"{'xs': [[96.75072254335261, 117.14378612716763, 118.39234104046243, 97.58309248554914], [96.33453757225433, 118.39234104046243, 119.22471098265895, 97.58309248554914], [97.58309248554914, 0.6119942196531806, 0.6119942196531806, 96.33453757225433], [118.39234104046243, 212.45014450867052, 213.28251445086704, 118.39234104046243], [97.58309248554914, 118.39234104046243, 118.39234104046243, 96.33453757225433]], 'ys': [[2.732044198895023, 2.732044198895023, 100.19060773480663, 99.79281767955801], [118.88674033149171, 119.28453038674033, 215.15193370165747, 215.15193370165747], [99.79281767955801, 100.19060773480663, 119.68232044198895, 118.88674033149171], [100.19060773480663, 99.79281767955801, 118.88674033149171, 119.28453038674033], [99.79281767955801, 100.19060773480663, 119.28453038674033, 118.88674033149171]]}",closed2,FALSE,3,"(5400, 7200)",0.235980011,0.458078845,0.086618545,0,0.2476402,828.9043769,118.9959823
6,2,EPM2_06_2022-12-07 13-47-04.mkv,99,TRUE,0.7,50,900,"{'xs': [[96.75072254335261, 117.14378612716763, 118.39234104046243, 97.58309248554914], [96.33453757225433, 118.39234104046243, 119.22471098265895, 97.58309248554914], [97.58309248554914, 0.6119942196531806, 0.6119942196531806, 96.33453757225433], [118.39234104046243, 212.45014450867052, 213.28251445086704, 118.39234104046243], [97.58309248554914, 118.39234104046243, 118.39234104046243, 96.33453757225433]], 'ys': [[2.732044198895023, 2.732044198895023, 100.19060773480663, 99.79281767955801], [118.88674033149171, 119.28453038674033, 215.15193370165747, 215.15193370165747], [99.79281767955801, 100.19060773480663, 119.68232044198895, 118.88674033149171], [100.19060773480663, 99.79281767955801, 118.88674033149171, 119.28453038674033], [99.79281767955801, 100.19060773480663, 119.28453038674033, 118.88674033149171]]}",closed2,FALSE,4,"(7200, 9000)",0,1,0,0,0,606.7774353,87.10784857
7,2,EPM2_07_2022-12-07 13-55-18.mkv,98,TRUE,0.75,50,900,"{'xs': [[98.3916015625, 97.86464077818627, 117.36218979779412, 118.94307215073529], [97.86464077818627, 119.99699371936273, 120.52395450367646, 97.33767999387254], [98.3916015625, 97.86464077818627, 3.011699601715686, 0.37689568014705865, 35.15630744485294], [118.94307215073529, 212.2151309742647, 213.26905254289215, 119.99699371936273], [119.99699371936273, 97.86464077818627, 98.3916015625, 118.94307215073529]], 'ys': [[98.53157552083334, 1.4829644097222452, 2.4783347800926157, 98.03389033564817], [118.93666811342594, 118.43898292824075, 212.99916811342592, 212.99916811342592], [98.53157552083334, 118.93666811342594, 119.43435329861113, 99.02926070601853, 100.0246310763889], [98.03389033564817, 98.03389033564817, 117.94129774305557, 118.43898292824075], [118.43898292824075, 118.93666811342594, 98.53157552083334, 98.03389033564817]]}",ctr,FALSE,0,"(0, 1800)",0.162687396,0.280399778,0.064408662,0.021654636,0.506385341,1085.487571,156.6746526
7,2,EPM2_07_2022-12-07 13-55-18.mkv,98,TRUE,0.75,50,900,"{'xs': [[98.3916015625, 97.86464077818627, 117.36218979779412, 118.94307215073529], [97.86464077818627, 119.99699371936273, 120.52395450367646, 97.33767999387254], [98.3916015625, 97.86464077818627, 3.011699601715686, 0.37689568014705865, 35.15630744485294], [118.94307215073529, 212.2151309742647, 213.26905254289215, 119.99699371936273], [119.99699371936273, 97.86464077818627, 98.3916015625, 118.94307215073529]], 'ys': [[98.53157552083334, 1.4829644097222452, 2.4783347800926157, 98.03389033564817], [118.93666811342594, 118.43898292824075, 212.99916811342592, 212.99916811342592], [98.53157552083334, 118.93666811342594, 119.43435329861113, 99.02926070601853, 100.0246310763889], [98.03389033564817, 98.03389033564817, 117.94129774305557, 118.43898292824075], [118.43898292824075, 118.93666811342594, 98.53157552083334, 98.03389033564817]]}",ctr,FALSE,1,"(1800, 3600)",0.161021655,0.159355913,0.02276513,0.471404775,0.200444198,1224.260224,176.7045062
7,2,EPM2_07_2022-12-07 13-55-18.mkv,98,TRUE,0.75,50,900,"{'xs': [[98.3916015625, 97.86464077818627, 117.36218979779412, 118.94307215073529], [97.86464077818627, 119.99699371936273, 120.52395450367646, 97.33767999387254], [98.3916015625, 97.86464077818627, 3.011699601715686, 0.37689568014705865, 35.15630744485294], [118.94307215073529, 212.2151309742647, 213.26905254289215, 119.99699371936273], [119.99699371936273, 97.86464077818627, 98.3916015625, 118.94307215073529]], 'ys': [[98.53157552083334, 1.4829644097222452, 2.4783347800926157, 98.03389033564817], [118.93666811342594, 118.43898292824075, 212.99916811342592, 212.99916811342592], [98.53157552083334, 118.93666811342594, 119.43435329861113, 99.02926070601853, 100.0246310763889], [98.03389033564817, 98.03389033564817, 117.94129774305557, 118.43898292824075], [118.43898292824075, 118.93666811342594, 98.53157552083334, 98.03389033564817]]}",ctr,FALSE,2,"(3600, 5400)",0.211549139,0.431982232,0.02276513,0.01721266,0.360910605,928.832325,134.0637016
7,2,EPM2_07_2022-12-07 13-55-18.mkv,98,TRUE,0.75,50,900,"{'xs': [[98.3916015625, 97.86464077818627, 117.36218979779412, 118.94307215073529], [97.86464077818627, 119.99699371936273, 120.52395450367646, 97.33767999387254], [98.3916015625, 97.86464077818627, 3.011699601715686, 0.37689568014705865, 35.15630744485294], [118.94307215073529, 212.2151309742647, 213.26905254289215, 119.99699371936273], [119.99699371936273, 97.86464077818627, 98.3916015625, 118.94307215073529]], 'ys': [[98.53157552083334, 1.4829644097222452, 2.4783347800926157, 98.03389033564817], [118.93666811342594, 118.43898292824075, 212.99916811342592, 212.99916811342592], [98.53157552083334, 118.93666811342594, 119.43435329861113, 99.02926070601853, 100.0246310763889], [98.03389033564817, 98.03389033564817, 117.94129774305557, 118.43898292824075], [118.43898292824075, 118.93666811342594, 98.53157552083334, 98.03389033564817]]}",ctr,FALSE,3,"(5400, 7200)",0.192670738,0.294836202,0.033314825,0.0094392,0.486951694,707.4064358,102.1040319
7,2,EPM2_07_2022-12-07 13-55-18.mkv,98,TRUE,0.75,50,900,"{'xs': [[98.3916015625, 97.86464077818627, 117.36218979779412, 118.94307215073529], [97.86464077818627, 119.99699371936273, 120.52395450367646, 97.33767999387254], [98.3916015625, 97.86464077818627, 3.011699601715686, 0.37689568014705865, 35.15630744485294], [118.94307215073529, 212.2151309742647, 213.26905254289215, 119.99699371936273], [119.99699371936273, 97.86464077818627, 98.3916015625, 118.94307215073529]], 'ys': [[98.53157552083334, 1.4829644097222452, 2.4783347800926157, 98.03389033564817], [118.93666811342594, 118.43898292824075, 212.99916811342592, 212.99916811342592], [98.53157552083334, 118.93666811342594, 119.43435329861113, 99.02926070601853, 100.0246310763889], [98.03389033564817, 98.03389033564817, 117.94129774305557, 118.43898292824075], [118.43898292824075, 118.93666811342594, 98.53157552083334, 98.03389033564817]]}",ctr,FALSE,4,"(7200, 9000)",0,0.306666667,0.237222222,0.198888889,0.198333333,836.9454418,120.8011403
8,2,EPM2_08_2022-12-07 14-05-03.mkv,99,TRUE,0.7,50,900,"{'xs': [[96.75072254335261, 117.14378612716763, 118.39234104046243, 97.58309248554914], [96.33453757225433, 118.39234104046243, 119.22471098265895, 97.58309248554914], [97.58309248554914, 0.6119942196531806, 0.6119942196531806, 96.33453757225433], [118.39234104046243, 212.45014450867052, 213.28251445086704, 118.39234104046243], [97.58309248554914, 118.39234104046243, 118.39234104046243, 96.33453757225433]], 'ys': [[2.732044198895023, 2.732044198895023, 100.19060773480663, 99.79281767955801], [118.88674033149171, 119.28453038674033, 215.15193370165747, 215.15193370165747], [99.79281767955801, 100.19060773480663, 119.68232044198895, 118.88674033149171], [100.19060773480663, 99.79281767955801, 118.88674033149171, 119.28453038674033], [99.79281767955801, 100.19060773480663, 119.28453038674033, 118.88674033149171]]}",closed2,FALSE,0,"(0, 1800)",0.171571349,0.76957246,0,0,0.065519156,933.4280313,134.0012052
8,2,EPM2_08_2022-12-07 14-05-03.mkv,99,TRUE,0.7,50,900,"{'xs': [[96.75072254335261, 117.14378612716763, 118.39234104046243, 97.58309248554914], [96.33453757225433, 118.39234104046243, 119.22471098265895, 97.58309248554914], [97.58309248554914, 0.6119942196531806, 0.6119942196531806, 96.33453757225433], [118.39234104046243, 212.45014450867052, 213.28251445086704, 118.39234104046243], [97.58309248554914, 118.39234104046243, 118.39234104046243, 96.33453757225433]], 'ys': [[2.732044198895023, 2.732044198895023, 100.19060773480663, 99.79281767955801], [118.88674033149171, 119.28453038674033, 215.15193370165747, 215.15193370165747], [99.79281767955801, 100.19060773480663, 119.68232044198895, 118.88674033149171], [100.19060773480663, 99.79281767955801, 118.88674033149171, 119.28453038674033], [99.79281767955801, 100.19060773480663, 119.28453038674033, 118.88674033149171]]}",closed2,FALSE,1,"(1800, 3600)",0.246529706,0.58467518,0.021099389,0,0.158800666,1004.700472,144.2329453
8,2,EPM2_08_2022-12-07 14-05-03.mkv,99,TRUE,0.7,50,900,"{'xs': [[96.75072254335261, 117.14378612716763, 118.39234104046243, 97.58309248554914], [96.33453757225433, 118.39234104046243, 119.22471098265895, 97.58309248554914], [97.58309248554914, 0.6119942196531806, 0.6119942196531806, 96.33453757225433], [118.39234104046243, 212.45014450867052, 213.28251445086704, 118.39234104046243], [97.58309248554914, 118.39234104046243, 118.39234104046243, 96.33453757225433]], 'ys': [[2.732044198895023, 2.732044198895023, 100.19060773480663, 99.79281767955801], [118.88674033149171, 119.28453038674033, 215.15193370165747, 215.15193370165747], [99.79281767955801, 100.19060773480663, 119.68232044198895, 118.88674033149171], [100.19060773480663, 99.79281767955801, 118.88674033149171, 119.28453038674033], [99.79281767955801, 100.19060773480663, 119.28453038674033, 118.88674033149171]]}",closed2,FALSE,2,"(3600, 5400)",0.049972238,0.800111049,0,0,0.153803443,636.5109077,91.37633098
8,2,EPM2_08_2022-12-07 14-05-03.mkv,99,TRUE,0.7,50,900,"{'xs': [[96.75072254335261, 117.14378612716763, 118.39234104046243, 97.58309248554914], [96.33453757225433, 118.39234104046243, 119.22471098265895, 97.58309248554914], [97.58309248554914, 0.6119942196531806, 0.6119942196531806, 96.33453757225433], [118.39234104046243, 212.45014450867052, 213.28251445086704, 118.39234104046243], [97.58309248554914, 118.39234104046243, 118.39234104046243, 96.33453757225433]], 'ys': [[2.732044198895023, 2.732044198895023, 100.19060773480663, 99.79281767955801], [118.88674033149171, 119.28453038674033, 215.15193370165747, 215.15193370165747], [99.79281767955801, 100.19060773480663, 119.68232044198895, 118.88674033149171], [100.19060773480663, 99.79281767955801, 118.88674033149171, 119.28453038674033], [99.79281767955801, 100.19060773480663, 119.28453038674033, 118.88674033149171]]}",closed2,FALSE,3,"(5400, 7200)",0.125485841,0.751804553,0,0.036646308,0.100499722,538.8177844,77.35168652
8,2,EPM2_08_2022-12-07 14-05-03.mkv,99,TRUE,0.7,50,900,"{'xs': [[96.75072254335261, 117.14378612716763, 118.39234104046243, 97.58309248554914], [96.33453757225433, 118.39234104046243, 119.22471098265895, 97.58309248554914], [97.58309248554914, 0.6119942196531806, 0.6119942196531806, 96.33453757225433], [118.39234104046243, 212.45014450867052, 213.28251445086704, 118.39234104046243], [97.58309248554914, 118.39234104046243, 118.39234104046243, 96.33453757225433]], 'ys': [[2.732044198895023, 2.732044198895023, 100.19060773480663, 99.79281767955801], [118.88674033149171, 119.28453038674033, 215.15193370165747, 215.15193370165747], [99.79281767955801, 100.19060773480663, 119.68232044198895, 118.88674033149171], [100.19060773480663, 99.79281767955801, 118.88674033149171, 119.28453038674033], [99.79281767955801, 100.19060773480663, 119.28453038674033, 118.88674033149171]]}",closed2,FALSE,4,"(7200, 9000)",0.359444444,0.107777778,0.271666667,0,0.278333333,1152.409629,165.4377991
9,2,EPM2_09_2022-12-07 14-31-02.mkv,99,TRUE,0.7,50,900,"{'xs': [[96.75072254335261, 117.14378612716763, 118.39234104046243, 97.58309248554914], [96.33453757225433, 118.39234104046243, 119.22471098265895, 97.58309248554914], [97.58309248554914, 0.6119942196531806, 0.6119942196531806, 96.33453757225433], [118.39234104046243, 212.45014450867052, 213.28251445086704, 118.39234104046243], [97.58309248554914, 118.39234104046243, 118.39234104046243, 96.33453757225433]], 'ys': [[2.732044198895023, 2.732044198895023, 100.19060773480663, 99.79281767955801], [118.88674033149171, 119.28453038674033, 215.15193370165747, 215.15193370165747], [99.79281767955801, 100.19060773480663, 119.68232044198895, 118.88674033149171], [100.19060773480663, 99.79281767955801, 118.88674033149171, 119.28453038674033], [99.79281767955801, 100.19060773480663, 119.28453038674033, 118.88674033149171]]}",closed2,FALSE,0,"(0, 1800)",0.048861743,0.294836202,0.07051638,0.089394781,0.52193226,1040.581215,149.3839184
9,2,EPM2_09_2022-12-07 14-31-02.mkv,99,TRUE,0.7,50,900,"{'xs': [[96.75072254335261, 117.14378612716763, 118.39234104046243, 97.58309248554914], [96.33453757225433, 118.39234104046243, 119.22471098265895, 97.58309248554914], [97.58309248554914, 0.6119942196531806, 0.6119942196531806, 96.33453757225433], [118.39234104046243, 212.45014450867052, 213.28251445086704, 118.39234104046243], [97.58309248554914, 118.39234104046243, 118.39234104046243, 96.33453757225433]], 'ys': [[2.732044198895023, 2.732044198895023, 100.19060773480663, 99.79281767955801], [118.88674033149171, 119.28453038674033, 215.15193370165747, 215.15193370165747], [99.79281767955801, 100.19060773480663, 119.68232044198895, 118.88674033149171], [100.19060773480663, 99.79281767955801, 118.88674033149171, 119.28453038674033], [99.79281767955801, 100.19060773480663, 119.28453038674033, 118.88674033149171]]}",closed2,FALSE,1,"(1800, 3600)",0.196002221,0.453081621,0.079400333,0,0.278734037,1089.81782,156.4522345
9,2,EPM2_09_2022-12-07 14-31-02.mkv,99,TRUE,0.7,50,900,"{'xs': [[96.75072254335261, 117.14378612716763, 118.39234104046243, 97.58309248554914], [96.33453757225433, 118.39234104046243, 119.22471098265895, 97.58309248554914], [97.58309248554914, 0.6119942196531806, 0.6119942196531806, 96.33453757225433], [118.39234104046243, 212.45014450867052, 213.28251445086704, 118.39234104046243], [97.58309248554914, 118.39234104046243, 118.39234104046243, 96.33453757225433]], 'ys': [[2.732044198895023, 2.732044198895023, 100.19060773480663, 99.79281767955801], [118.88674033149171, 119.28453038674033, 215.15193370165747, 215.15193370165747], [99.79281767955801, 100.19060773480663, 119.68232044198895, 118.88674033149171], [100.19060773480663, 99.79281767955801, 118.88674033149171, 119.28453038674033], [99.79281767955801, 100.19060773480663, 119.28453038674033, 118.88674033149171]]}",closed2,FALSE,2,"(3600, 5400)",0.252637424,0.272071072,0,0.293725708,0.199888951,1351.551303,194.0262102
9,2,EPM2_09_2022-12-07 14-31-02.mkv,99,TRUE,0.7,50,900,"{'xs': [[96.75072254335261, 117.14378612716763, 118.39234104046243, 97.58309248554914], [96.33453757225433, 118.39234104046243, 119.22471098265895, 97.58309248554914], [97.58309248554914, 0.6119942196531806, 0.6119942196531806, 96.33453757225433], [118.39234104046243, 212.45014450867052, 213.28251445086704, 118.39234104046243], [97.58309248554914, 118.39234104046243, 118.39234104046243, 96.33453757225433]], 'ys': [[2.732044198895023, 2.732044198895023, 100.19060773480663, 99.79281767955801], [118.88674033149171, 119.28453038674033, 215.15193370165747, 215.15193370165747], [99.79281767955801, 100.19060773480663, 119.68232044198895, 118.88674033149171], [100.19060773480663, 99.79281767955801, 118.88674033149171, 119.28453038674033], [99.79281767955801, 100.19060773480663, 119.28453038674033, 118.88674033149171]]}",closed2,FALSE,3,"(5400, 7200)",0.265963354,0.444752915,0.048861743,0,0.253747918,913.695377,131.1684217
9,2,EPM2_09_2022-12-07 14-31-02.mkv,99,TRUE,0.7,50,900,"{'xs': [[96.75072254335261, 117.14378612716763, 118.39234104046243, 97.58309248554914], [96.33453757225433, 118.39234104046243, 119.22471098265895, 97.58309248554914], [97.58309248554914, 0.6119942196531806, 0.6119942196531806, 96.33453757225433], [118.39234104046243, 212.45014450867052, 213.28251445086704, 118.39234104046243], [97.58309248554914, 118.39234104046243, 118.39234104046243, 96.33453757225433]], 'ys': [[2.732044198895023, 2.732044198895023, 100.19060773480663, 99.79281767955801], [118.88674033149171, 119.28453038674033, 215.15193370165747, 215.15193370165747], [99.79281767955801, 100.19060773480663, 119.68232044198895, 118.88674033149171], [100.19060773480663, 99.79281767955801, 118.88674033149171, 119.28453038674033], [99.79281767955801, 100.19060773480663, 119.28453038674033, 118.88674033149171]]}",closed2,FALSE,4,"(7200, 9000)",0,0.637222222,0.042777778,0,0.356666667,870.5649939,124.9767035
10,2,EPM2_10_2022-12-07 14-40-07.mkv,99,TRUE,0.7,50,900,"{'xs': [[96.75072254335261, 117.14378612716763, 118.39234104046243, 97.58309248554914], [96.33453757225433, 118.39234104046243, 119.22471098265895, 97.58309248554914], [97.58309248554914, 0.6119942196531806, 0.6119942196531806, 96.33453757225433], [118.39234104046243, 212.45014450867052, 213.28251445086704, 118.39234104046243], [97.58309248554914, 118.39234104046243, 118.39234104046243, 96.33453757225433]], 'ys': [[2.732044198895023, 2.732044198895023, 100.19060773480663, 99.79281767955801], [118.88674033149171, 119.28453038674033, 215.15193370165747, 215.15193370165747], [99.79281767955801, 100.19060773480663, 119.68232044198895, 118.88674033149171], [100.19060773480663, 99.79281767955801, 118.88674033149171, 119.28453038674033], [99.79281767955801, 100.19060773480663, 119.28453038674033, 118.88674033149171]]}",ctr,FALSE,0,"(0, 1800)",0.118822876,0.406996113,0.109938923,0,0.397556913,1366.794633,196.2145145
10,2,EPM2_10_2022-12-07 14-40-07.mkv,99,TRUE,0.7,50,900,"{'xs': [[96.75072254335261, 117.14378612716763, 118.39234104046243, 97.58309248554914], [96.33453757225433, 118.39234104046243, 119.22471098265895, 97.58309248554914], [97.58309248554914, 0.6119942196531806, 0.6119942196531806, 96.33453757225433], [118.39234104046243, 212.45014450867052, 213.28251445086704, 118.39234104046243], [97.58309248554914, 118.39234104046243, 118.39234104046243, 96.33453757225433]], 'ys': [[2.732044198895023, 2.732044198895023, 100.19060773480663, 99.79281767955801], [118.88674033149171, 119.28453038674033, 215.15193370165747, 215.15193370165747], [99.79281767955801, 100.19060773480663, 119.68232044198895, 118.88674033149171], [100.19060773480663, 99.79281767955801, 118.88674033149171, 119.28453038674033], [99.79281767955801, 100.19060773480663, 119.28453038674033, 118.88674033149171]]}",ctr,FALSE,1,"(1800, 3600)",0.162687396,0.397556913,0.065519156,0.119378123,0.266518601,1028.358453,147.6292413
10,2,EPM2_10_2022-12-07 14-40-07.mkv,99,TRUE,0.7,50,900,"{'xs': [[96.75072254335261, 117.14378612716763, 118.39234104046243, 97.58309248554914], [96.33453757225433, 118.39234104046243, 119.22471098265895, 97.58309248554914], [97.58309248554914, 0.6119942196531806, 0.6119942196531806, 96.33453757225433], [118.39234104046243, 212.45014450867052, 213.28251445086704, 118.39234104046243], [97.58309248554914, 118.39234104046243, 118.39234104046243, 96.33453757225433]], 'ys': [[2.732044198895023, 2.732044198895023, 100.19060773480663, 99.79281767955801], [118.88674033149171, 119.28453038674033, 215.15193370165747, 215.15193370165747], [99.79281767955801, 100.19060773480663, 119.68232044198895, 118.88674033149171], [100.19060773480663, 99.79281767955801, 118.88674033149171, 119.28453038674033], [99.79281767955801, 100.19060773480663, 119.28453038674033, 118.88674033149171]]}",ctr,FALSE,2,"(3600, 5400)",0.214880622,0.657967796,0,0,0.142143254,1044.754122,149.9829732
10,2,EPM2_10_2022-12-07 14-40-07.mkv,99,TRUE,0.7,50,900,"{'xs': [[96.75072254335261, 117.14378612716763, 118.39234104046243, 97.58309248554914], [96.33453757225433, 118.39234104046243, 119.22471098265895, 97.58309248554914], [97.58309248554914, 0.6119942196531806, 0.6119942196531806, 96.33453757225433], [118.39234104046243, 212.45014450867052, 213.28251445086704, 118.39234104046243], [97.58309248554914, 118.39234104046243, 118.39234104046243, 96.33453757225433]], 'ys': [[2.732044198895023, 2.732044198895023, 100.19060773480663, 99.79281767955801], [118.88674033149171, 119.28453038674033, 215.15193370165747, 215.15193370165747], [99.79281767955801, 100.19060773480663, 119.68232044198895, 118.88674033149171], [100.19060773480663, 99.79281767955801, 118.88674033149171, 119.28453038674033], [99.79281767955801, 100.19060773480663, 119.28453038674033, 118.88674033149171]]}",ctr,FALSE,3,"(5400, 7200)",0.255968906,0.725152693,0,0,0.027762354,833.8079032,119.6999235
10,2,EPM2_10_2022-12-07 14-40-07.mkv,99,TRUE,0.7,50,900,"{'xs': [[96.75072254335261, 117.14378612716763, 118.39234104046243, 97.58309248554914], [96.33453757225433, 118.39234104046243, 119.22471098265895, 97.58309248554914], [97.58309248554914, 0.6119942196531806, 0.6119942196531806, 96.33453757225433], [118.39234104046243, 212.45014450867052, 213.28251445086704, 118.39234104046243], [97.58309248554914, 118.39234104046243, 118.39234104046243, 96.33453757225433]], 'ys': [[2.732044198895023, 2.732044198895023, 100.19060773480663, 99.79281767955801], [118.88674033149171, 119.28453038674033, 215.15193370165747, 215.15193370165747], [99.79281767955801, 100.19060773480663, 119.68232044198895, 118.88674033149171], [100.19060773480663, 99.79281767955801, 118.88674033149171, 119.28453038674033], [99.79281767955801, 100.19060773480663, 119.28453038674033, 118.88674033149171]]}",ctr,FALSE,4,"(7200, 9000)",0.089444444,0.373888889,0.248333333,0.027777778,0.282777778,1116.790061,160.3243196
