Animal,testnum,File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,bin,range(f),DstFrmCnt_in,Distance_px,Distance_in
13,1,OF1_13_2022-11-28 15-28-50.mkv,99,TRUE,0.9,50,1110,1,"(1800, 3600)",8.272960037,155.2795108,16.04162066
13,1,OF1_13_2022-11-28 15-28-50.mkv,99,TRUE,0.9,50,1110,2,"(3600, 5400)",8.69814269,153.1384418,15.82043104
13,1,OF1_13_2022-11-28 15-28-50.mkv,99,TRUE,0.9,50,1110,3,"(5400, 7200)",8.584966895,358.7583126,37.06261521
13,1,OF1_13_2022-11-28 15-28-50.mkv,99,TRUE,0.9,50,1110,4,"(7200, 9000)",8.092848108,1138.684961,117.6353023
13,2,OF2_13_2022-12-05 13-20-10.mkv,99,TRUE,0.7,50,900,0,"(0, 1800)",8.333895769,3823.474897,258.0034202
13,2,OF2_13_2022-12-05 13-20-10.mkv,99,TRUE,0.7,50,900,1,"(1800, 3600)",8.534943569,1295.824176,87.4406341
13,2,OF2_13_2022-12-05 13-20-10.mkv,99,TRUE,0.7,50,900,2,"(3600, 5400)",8.585399646,1386.274285,93.54409709
13,2,OF2_13_2022-12-05 13-20-10.mkv,99,TRUE,0.7,50,900,3,"(5400, 7200)",7.653064173,2539.883895,171.3882658
13,2,OF2_13_2022-12-05 13-20-10.mkv,99,TRUE,0.7,50,900,4,"(7200, 9000)",8.910864082,771.7622301,52.07757351
14,1,OF1_14_2022-11-28 15-43-59.mkv,99,TRUE,0.9,50,990,0,"(0, 1800)",7.767048052,2033.715066,204.5785198
14,1,OF1_14_2022-11-28 15-43-59.mkv,99,TRUE,0.9,50,990,1,"(1800, 3600)",7.117328924,1716.708031,172.6896722
14,1,OF1_14_2022-11-28 15-43-59.mkv,99,TRUE,0.9,50,990,2,"(3600, 5400)",7.473524466,1665.996534,167.5884251
14,1,OF1_14_2022-11-28 15-43-59.mkv,99,TRUE,0.9,50,990,3,"(5400, 7200)",5.765028556,986.9387941,99.27962922
14,1,OF1_14_2022-11-28 15-43-59.mkv,99,TRUE,0.9,50,990,4,"(7200, 9000)",7.014862588,1070.713303,107.7068004
14,2,OF2_14_2022-12-05 13-29-36.mkv,99,TRUE,0.7,50,900,0,"(0, 1800)",7.328729572,3530.901687,238.2609371
14,2,OF2_14_2022-12-05 13-29-36.mkv,99,TRUE,0.7,50,900,1,"(1800, 3600)",6.088049212,1641.737132,110.7824182
14,2,OF2_14_2022-12-05 13-29-36.mkv,99,TRUE,0.7,50,900,2,"(3600, 5400)",7.755142739,2500.126072,168.7054564
14,2,OF2_14_2022-12-05 13-29-36.mkv,99,TRUE,0.7,50,900,3,"(5400, 7200)",7.296809063,1967.5749,132.7695532
14,2,OF2_14_2022-12-05 13-29-36.mkv,99,TRUE,0.7,50,900,4,"(7200, 9000)",7.186642763,1898.756986,128.1258044
15,1,OF1_15_2022-11-28 15-56-58.mkv,99,TRUE,0.9,50,990,0,"(0, 1800)",7.604741918,1284.220929,129.1842802
15,1,OF1_15_2022-11-28 15-56-58.mkv,99,TRUE,0.9,50,990,1,"(1800, 3600)",6.955522011,1392.12895,140.0391259
15,1,OF1_15_2022-11-28 15-56-58.mkv,99,TRUE,0.9,50,990,2,"(3600, 5400)",7.547347924,2743.776454,276.0060813
15,1,OF1_15_2022-11-28 15-56-58.mkv,99,TRUE,0.9,50,990,3,"(5400, 7200)",7.423536974,3001.660088,301.947499
15,1,OF1_15_2022-11-28 15-56-58.mkv,99,TRUE,0.9,50,990,4,"(7200, 9000)",7.318355061,2648.288581,266.4006217
15,2,OF2_15_2022-12-05 13-38-51.mkv,99,TRUE,0.7,50,900,0,"(0, 1800)",7.00241204,3867.974188,261.0061781
