Animal,File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,ROI_coordinates,ROI_location,ROI_transition,bin,range(f),light,dark,Distance_px,Distance_in
5,SEFL10N5b_05_06_07_08_2024-02-01 11-16-11.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.2021276595744665, 123.12234042553192, 125.14893617021276, 1.5265957446808496], [1.5265957446808496, 125.14893617021276, 121.77127659574468, 1.5265957446808496]], 'ys': [[1.2606796116504748, 0.7791262135922224, 128.87233009708737, 125.98300970873785], [125.98300970873785, 128.87233009708737, 246.8529126213592, 246.37135922330094]]}",dark,FALSE,0,"(0, 1800)",0.157690172,0.851749028,1412.006044,124.1058054
5,SEFL10N5b_05_06_07_08_2024-02-01 11-16-11.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.2021276595744665, 123.12234042553192, 125.14893617021276, 1.5265957446808496], [1.5265957446808496, 125.14893617021276, 121.77127659574468, 1.5265957446808496]], 'ys': [[1.2606796116504748, 0.7791262135922224, 128.87233009708737, 125.98300970873785], [125.98300970873785, 128.87233009708737, 246.8529126213592, 246.37135922330094]]}",dark,FALSE,1,"(1800, 3600)",0.176013326,0.827318157,1415.491324,124.412138
5,SEFL10N5b_05_06_07_08_2024-02-01 11-16-11.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.2021276595744665, 123.12234042553192, 125.14893617021276, 1.5265957446808496], [1.5265957446808496, 125.14893617021276, 121.77127659574468, 1.5265957446808496]], 'ys': [[1.2606796116504748, 0.7791262135922224, 128.87233009708737, 125.98300970873785], [125.98300970873785, 128.87233009708737, 246.8529126213592, 246.37135922330094]]}",dark,FALSE,2,"(3600, 5400)",0.086618545,0.914491949,1315.956219,115.6636737
5,SEFL10N5b_05_06_07_08_2024-02-01 11-16-11.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.2021276595744665, 123.12234042553192, 125.14893617021276, 1.5265957446808496], [1.5265957446808496, 125.14893617021276, 121.77127659574468, 1.5265957446808496]], 'ys': [[1.2606796116504748, 0.7791262135922224, 128.87233009708737, 125.98300970873785], [125.98300970873785, 128.87233009708737, 246.8529126213592, 246.37135922330094]]}",dark,FALSE,3,"(5400, 7200)",0.034980566,0.967240422,957.2266277,84.13376278
5,SEFL10N5b_05_06_07_08_2024-02-01 11-16-11.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.2021276595744665, 123.12234042553192, 125.14893617021276, 1.5265957446808496], [1.5265957446808496, 125.14893617021276, 121.77127659574468, 1.5265957446808496]], 'ys': [[1.2606796116504748, 0.7791262135922224, 128.87233009708737, 125.98300970873785], [125.98300970873785, 128.87233009708737, 246.8529126213592, 246.37135922330094]]}",dark,FALSE,4,"(7200, 9000)",0.186666667,0.813333333,1297.234598,114.0181695
6,SEFL10N5b_05_06_07_08_2024-02-01 11-16-11.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.850785340314136, 124.14921465968587, 126.82984293193718, 2.850785340314136], [2.850785340314136, 126.82984293193718, 126.15968586387434, 4.19109947643979]], 'ys': [[2.215429316888028, 2.215429316888028, 129.43554316888043, 127.99531546489563], [127.99531546489563, 129.43554316888043, 250.4146703036053, 249.934594402277]]}",light,FALSE,0,"(0, 1800)",0.134369795,0.866185453,1029.46035,90.02222005
6,SEFL10N5b_05_06_07_08_2024-02-01 11-16-11.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.850785340314136, 124.14921465968587, 126.82984293193718, 2.850785340314136], [2.850785340314136, 126.82984293193718, 126.15968586387434, 4.19109947643979]], 'ys': [[2.215429316888028, 2.215429316888028, 129.43554316888043, 127.99531546489563], [127.99531546489563, 129.43554316888043, 250.4146703036053, 249.934594402277]]}",light,FALSE,1,"(1800, 3600)",0.01332593,0.987229317,885.2357826,77.41035427
6,SEFL10N5b_05_06_07_08_2024-02-01 11-16-11.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.850785340314136, 124.14921465968587, 126.82984293193718, 2.850785340314136], [2.850785340314136, 126.82984293193718, 126.15968586387434, 4.19109947643979]], 'ys': [[2.215429316888028, 2.215429316888028, 129.43554316888043, 127.99531546489563], [127.99531546489563, 129.43554316888043, 250.4146703036053, 249.934594402277]]}",light,FALSE,2,"(3600, 5400)",0.107717934,0.89339256,930.5033035,81.36881924
6,SEFL10N5b_05_06_07_08_2024-02-01 11-16-11.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.850785340314136, 124.14921465968587, 126.82984293193718, 2.850785340314136], [2.850785340314136, 126.82984293193718, 126.15968586387434, 4.19109947643979]], 'ys': [[2.215429316888028, 2.215429316888028, 129.43554316888043, 127.99531546489563], [127.99531546489563, 129.43554316888043, 250.4146703036053, 249.934594402277]]}",light,FALSE,3,"(5400, 7200)",0.194891727,0.806218767,1101.128102,96.28928035
6,SEFL10N5b_05_06_07_08_2024-02-01 11-16-11.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.850785340314136, 124.14921465968587, 126.82984293193718, 2.850785340314136], [2.850785340314136, 126.82984293193718, 126.15968586387434, 4.19109947643979]], 'ys': [[2.215429316888028, 2.215429316888028, 129.43554316888043, 127.99531546489563], [127.99531546489563, 129.43554316888043, 250.4146703036053, 249.934594402277]]}",light,FALSE,4,"(7200, 9000)",0.197222222,0.803888889,1010.163689,88.33480368
7,SEFL10N5b_05_06_07_08_2024-02-01 11-16-11.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.532258064516127, 117.37096774193547, 120.08064516129032, 3.5645161290322562], [3.5645161290322562, 120.08064516129032, 122.11290322580645, 1.532258064516127]], 'ys': [[0.781433105468759, 0.781433105468759, 124.76385498046876, 124.28143310546876], [124.28143310546876, 124.76385498046876, 244.88690185546875, 244.88690185546875]]}",dark,FALSE,0,"(0, 1800)",0.318711827,0.687395891,1297.983779,113.1713802
7,SEFL10N5b_05_06_07_08_2024-02-01 11-16-11.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.532258064516127, 117.37096774193547, 120.08064516129032, 3.5645161290322562], [3.5645161290322562, 120.08064516129032, 122.11290322580645, 1.532258064516127]], 'ys': [[0.781433105468759, 0.781433105468759, 124.76385498046876, 124.28143310546876], [124.28143310546876, 124.76385498046876, 244.88690185546875, 244.88690185546875]]}",dark,FALSE,1,"(1800, 3600)",0,1,1468.887296,128.0724808
7,SEFL10N5b_05_06_07_08_2024-02-01 11-16-11.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.532258064516127, 117.37096774193547, 120.08064516129032, 3.5645161290322562], [3.5645161290322562, 120.08064516129032, 122.11290322580645, 1.532258064516127]], 'ys': [[0.781433105468759, 0.781433105468759, 124.76385498046876, 124.28143310546876], [124.28143310546876, 124.76385498046876, 244.88690185546875, 244.88690185546875]]}",dark,FALSE,2,"(3600, 5400)",0.120488617,0.88950583,1313.218455,114.4996936
7,SEFL10N5b_05_06_07_08_2024-02-01 11-16-11.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.532258064516127, 117.37096774193547, 120.08064516129032, 3.5645161290322562], [3.5645161290322562, 120.08064516129032, 122.11290322580645, 1.532258064516127]], 'ys': [[0.781433105468759, 0.781433105468759, 124.76385498046876, 124.28143310546876], [124.28143310546876, 124.76385498046876, 244.88690185546875, 244.88690185546875]]}",dark,FALSE,3,"(5400, 7200)",0.220433093,0.79622432,1340.502013,116.8785507
7,SEFL10N5b_05_06_07_08_2024-02-01 11-16-11.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.532258064516127, 117.37096774193547, 120.08064516129032, 3.5645161290322562], [3.5645161290322562, 120.08064516129032, 122.11290322580645, 1.532258064516127]], 'ys': [[0.781433105468759, 0.781433105468759, 124.76385498046876, 124.28143310546876], [124.28143310546876, 124.76385498046876, 244.88690185546875, 244.88690185546875]]}",dark,FALSE,4,"(7200, 9000)",0.340555556,0.659444444,1395.232483,121.6505077
8,SEFL10N5b_01_02_03_04_2024-02-01 11-02-48.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.6052631578947378, 118.79824561403508, 117.39473684210526, 4.412280701754387], [4.412280701754387, 117.39473684210526, 116.69298245614034, 3.710526315789475]], 'ys': [[2.70012019230771, 1.7385817307692482, 126.73858173076924, 127.21935096153848], [127.21935096153848, 126.73858173076924, 247.41165865384616, 247.41165865384616]]}",dark,FALSE,1,"(1800, 3600)",0.101610217,0.901166019,1327.02201,116.4750435
8,SEFL10N5b_09_10_11_12_2024-02-01 11-28-18.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.6052631578947378, 118.79824561403508, 117.39473684210526, 4.412280701754387], [4.412280701754387, 117.39473684210526, 116.69298245614034, 3.710526315789475]], 'ys': [[2.70012019230771, 1.7385817307692482, 126.73858173076924, 127.21935096153848], [127.21935096153848, 126.73858173076924, 247.41165865384616, 247.41165865384616]]}",dark,FALSE,1,"(1800, 3600)",0.223209328,0.79233759,973.0270249,85.40428435
8,SEFL10N5b_17_18_19_20_2024-02-01 11-53-58.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.6052631578947378, 118.79824561403508, 117.39473684210526, 4.412280701754387], [4.412280701754387, 117.39473684210526, 116.69298245614034, 3.710526315789475]], 'ys': [[2.70012019230771, 1.7385817307692482, 126.73858173076924, 127.21935096153848], [127.21935096153848, 126.73858173076924, 247.41165865384616, 247.41165865384616]]}",dark,FALSE,1,"(1800, 3600)",0.138811771,0.862298723,1384.753054,121.5421983
8,SEFL10N5b_25_26_27_28_concatenated_2024-02-01 12-20-07.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.6052631578947378, 118.79824561403508, 117.39473684210526, 4.412280701754387], [4.412280701754387, 117.39473684210526, 116.69298245614034, 3.710526315789475]], 'ys': [[2.70012019230771, 1.7385817307692482, 126.73858173076924, 127.21935096153848], [127.21935096153848, 126.73858173076924, 247.41165865384616, 247.41165865384616]]}",dark,FALSE,1,"(1800, 3600)",0.347029428,0.65519156,1723.35101,151.2615333
8,SEFL10N5b_33_34_35_36_2024-02-01 12-39-58.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.6052631578947378, 118.79824561403508, 117.39473684210526, 4.412280701754387], [4.412280701754387, 117.39473684210526, 116.69298245614034, 3.710526315789475]], 'ys': [[2.70012019230771, 1.7385817307692482, 126.73858173076924, 127.21935096153848], [127.21935096153848, 126.73858173076924, 247.41165865384616, 247.41165865384616]]}",dark,FALSE,1,"(1800, 3600)",0,1,604.3371734,53.04373104
9,SEFL10N5b_09_10_11_12_2024-02-01 11-28-18.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.2021276595744665, 123.12234042553192, 125.14893617021276, 1.5265957446808496], [1.5265957446808496, 125.14893617021276, 121.77127659574468, 1.5265957446808496]], 'ys': [[1.2606796116504748, 0.7791262135922224, 128.87233009708737, 125.98300970873785], [125.98300970873785, 128.87233009708737, 246.8529126213592, 246.37135922330094]]}",light,FALSE,0,"(0, 1800)",0.368128817,0.636313159,1464.765278,128.7429861
9,SEFL10N5b_09_10_11_12_2024-02-01 11-28-18.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.2021276595744665, 123.12234042553192, 125.14893617021276, 1.5265957446808496], [1.5265957446808496, 125.14893617021276, 121.77127659574468, 1.5265957446808496]], 'ys': [[1.2606796116504748, 0.7791262135922224, 128.87233009708737, 125.98300970873785], [125.98300970873785, 128.87233009708737, 246.8529126213592, 246.37135922330094]]}",light,FALSE,1,"(1800, 3600)",0.173237091,0.826762909,1487.70447,130.7591863
9,SEFL10N5b_09_10_11_12_2024-02-01 11-28-18.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.2021276595744665, 123.12234042553192, 125.14893617021276, 1.5265957446808496], [1.5265957446808496, 125.14893617021276, 121.77127659574468, 1.5265957446808496]], 'ys': [[1.2606796116504748, 0.7791262135922224, 128.87233009708737, 125.98300970873785], [125.98300970873785, 128.87233009708737, 246.8529126213592, 246.37135922330094]]}",light,FALSE,2,"(3600, 5400)",0.023320378,0.980011105,594.6000939,52.26133687
9,SEFL10N5b_09_10_11_12_2024-02-01 11-28-18.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.2021276595744665, 123.12234042553192, 125.14893617021276, 1.5265957446808496], [1.5265957446808496, 125.14893617021276, 121.77127659574468, 1.5265957446808496]], 'ys': [[1.2606796116504748, 0.7791262135922224, 128.87233009708737, 125.98300970873785], [125.98300970873785, 128.87233009708737, 246.8529126213592, 246.37135922330094]]}",light,FALSE,3,"(5400, 7200)",0.240421988,0.759578012,1408.634597,123.809478
9,SEFL10N5b_09_10_11_12_2024-02-01 11-28-18.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.2021276595744665, 123.12234042553192, 125.14893617021276, 1.5265957446808496], [1.5265957446808496, 125.14893617021276, 121.77127659574468, 1.5265957446808496]], 'ys': [[1.2606796116504748, 0.7791262135922224, 128.87233009708737, 125.98300970873785], [125.98300970873785, 128.87233009708737, 246.8529126213592, 246.37135922330094]]}",light,FALSE,4,"(7200, 9000)",0.194444444,0.807777778,1304.236753,114.6336117
10,SEFL10N5b_09_10_11_12_2024-02-01 11-28-18.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.850785340314136, 124.14921465968587, 126.82984293193718, 2.850785340314136], [2.850785340314136, 126.82984293193718, 126.15968586387434, 4.19109947643979]], 'ys': [[2.215429316888028, 2.215429316888028, 129.43554316888043, 127.99531546489563], [127.99531546489563, 129.43554316888043, 250.4146703036053, 249.934594402277]]}",dark,FALSE,0,"(0, 1800)",0,1,241.1853758,21.09070347
10,SEFL10N5b_09_10_11_12_2024-02-01 11-28-18.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.850785340314136, 124.14921465968587, 126.82984293193718, 2.850785340314136], [2.850785340314136, 126.82984293193718, 126.15968586387434, 4.19109947643979]], 'ys': [[2.215429316888028, 2.215429316888028, 129.43554316888043, 127.99531546489563], [127.99531546489563, 129.43554316888043, 250.4146703036053, 249.934594402277]]}",dark,FALSE,1,"(1800, 3600)",0.074403109,0.931149361,842.9985813,73.71687872
10,SEFL10N5b_09_10_11_12_2024-02-01 11-28-18.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.850785340314136, 124.14921465968587, 126.82984293193718, 2.850785340314136], [2.850785340314136, 126.82984293193718, 126.15968586387434, 4.19109947643979]], 'ys': [[2.215429316888028, 2.215429316888028, 129.43554316888043, 127.99531546489563], [127.99531546489563, 129.43554316888043, 250.4146703036053, 249.934594402277]]}",dark,FALSE,2,"(3600, 5400)",0,1,886.2711,77.50088867
10,SEFL10N5b_09_10_11_12_2024-02-01 11-28-18.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.850785340314136, 124.14921465968587, 126.82984293193718, 2.850785340314136], [2.850785340314136, 126.82984293193718, 126.15968586387434, 4.19109947643979]], 'ys': [[2.215429316888028, 2.215429316888028, 129.43554316888043, 127.99531546489563], [127.99531546489563, 129.43554316888043, 250.4146703036053, 249.934594402277]]}",dark,FALSE,3,"(5400, 7200)",0.144364242,0.855635758,1039.458148,90.89648775
10,SEFL10N5b_09_10_11_12_2024-02-01 11-28-18.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.850785340314136, 124.14921465968587, 126.82984293193718, 2.850785340314136], [2.850785340314136, 126.82984293193718, 126.15968586387434, 4.19109947643979]], 'ys': [[2.215429316888028, 2.215429316888028, 129.43554316888043, 127.99531546489563], [127.99531546489563, 129.43554316888043, 250.4146703036053, 249.934594402277]]}",dark,FALSE,4,"(7200, 9000)",0.122222222,0.878888889,1058.222989,92.53739865
11,SEFL10N5b_09_10_11_12_2024-02-01 11-28-18.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.532258064516127, 117.37096774193547, 120.08064516129032, 3.5645161290322562], [3.5645161290322562, 120.08064516129032, 122.11290322580645, 1.532258064516127]], 'ys': [[0.781433105468759, 0.781433105468759, 124.76385498046876, 124.28143310546876], [124.28143310546876, 124.76385498046876, 244.88690185546875, 244.88690185546875]]}",dark,FALSE,0,"(0, 1800)",0.309272626,0.690727374,1523.85591,132.8652016
11,SEFL10N5b_09_10_11_12_2024-02-01 11-28-18.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.532258064516127, 117.37096774193547, 120.08064516129032, 3.5645161290322562], [3.5645161290322562, 120.08064516129032, 122.11290322580645, 1.532258064516127]], 'ys': [[0.781433105468759, 0.781433105468759, 124.76385498046876, 124.28143310546876], [124.28143310546876, 124.76385498046876, 244.88690185546875, 244.88690185546875]]}",dark,FALSE,1,"(1800, 3600)",0.205996669,0.795669073,1150.342025,100.2984758
11,SEFL10N5b_09_10_11_12_2024-02-01 11-28-18.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.532258064516127, 117.37096774193547, 120.08064516129032, 3.5645161290322562], [3.5645161290322562, 120.08064516129032, 122.11290322580645, 1.532258064516127]], 'ys': [[0.781433105468759, 0.781433105468759, 124.76385498046876, 124.28143310546876], [124.28143310546876, 124.76385498046876, 244.88690185546875, 244.88690185546875]]}",dark,FALSE,2,"(3600, 5400)",0.168795114,0.835091616,1234.223442,107.6121078
